variable,p_value,selected,observed_n
sexo,1.332993866833561e-05,True,7209
ant_inf,0.7231486889569125,False,7209
ant_isq,0.8033174198434433,False,7209
ant_clau,0.22754906552133536,False,7209
fum_act,0.056242192039919967,True,7209
diabetes,0.007383164362952202,True,7209
hip_art,0.29533346546522043,False,7209
insf_car,0.045495093067707465,True,7209
trat_est,0.33016025357744144,False,7209
e_con_pp,0.10612485977189591,False,7209
e_con_cu,0.5002209120629932,False,7209
e_con_ec,0.09163384093053202,True,7209
e_con_lu,9.300524291898428e-08,True,7209
e_con_be,0.055847409931667605,True,7209
e_con_at,0.2923424657651043,False,7209
e_con_va,0.10503845770729417,False,7209
e_con_ar,0.8726582381049732,False,7209
e_con_ea,0.15386150890464506,False,7209
e_con_pr,0.03508519468656275,True,7209
e_con_ro,0.45657405732543965,False,7209
e_con_av,0.37330357496739863,False,7209
e_con_sm,0.8372014784509187,False,7209
sin_tvp_,0.23459085162062446,False,7209
var171,0.2799243407183527,False,7209
tv_l_ein,1.0,False,7209
tvp_prox,0.09442418384709052,True,7209
fr_cance,0.0007142979719641965,True,7209
fr_cirug,0.008130273574925581,True,7209
fr_inmov,0.013548707499026773,True,7209
fr_tvp_a,0.33970406972412603,False,7209
fr_viaje,0.3101934675128234,False,7209
fr_estro,0.0008350672068450866,True,7209
fr_embar,0.26036188701393215,False,7209
fr_varic,0.7803356890605307,False,7209
fr_antec,0.5076971584760235,False,7209
ana_dime,1.3592649877103834e-06,True,7209
ana_crea,0.5616987958572596,False,7209
edad,0.033544960131084656,True,7209
peso,0.9852915662582011,False,7209
tension_,0.0012214916869698732,True,7209
ana_hemo,0.017278603465791447,True,7209
ana_plaq,0.0004549860405587972,True,7209
ana_leuc,0.598966171174565,False,7209
female_under45,0.10917482780192003,False,7209
