candidate,auc,C,selected,outer_fold,inner_splits,analysis,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
0,0.49909988409466427,0.01,False,1,5,primary_complete_case,lasso,,,,,,,
1,0.5772709711312765,0.1,False,1,5,primary_complete_case,lasso,,,,,,,
2,0.591248736138626,1.0,False,1,5,primary_complete_case,lasso,,,,,,,
3,0.5916274274919087,10.0,True,1,5,primary_complete_case,lasso,,,,,,,
0,0.49909988409466427,0.01,False,2,5,primary_complete_case,lasso,,,,,,,
1,0.5643392312285294,0.1,False,2,5,primary_complete_case,lasso,,,,,,,
2,0.5814027609532784,1.0,False,2,5,primary_complete_case,lasso,,,,,,,
3,0.5818679516141929,10.0,True,2,5,primary_complete_case,lasso,,,,,,,
0,0.49909988409466427,0.01,False,3,5,primary_complete_case,lasso,,,,,,,
1,0.576035693761812,0.1,False,3,5,primary_complete_case,lasso,,,,,,,
2,0.5905980296840215,1.0,True,3,5,primary_complete_case,lasso,,,,,,,
3,0.5892745715948978,10.0,False,3,5,primary_complete_case,lasso,,,,,,,
0,0.4987426878257446,0.01,False,4,5,primary_complete_case,lasso,,,,,,,
1,0.5877148360590694,0.1,False,4,5,primary_complete_case,lasso,,,,,,,
2,0.5984843380601383,1.0,True,4,5,primary_complete_case,lasso,,,,,,,
3,0.5970256463235878,10.0,False,4,5,primary_complete_case,lasso,,,,,,,
0,0.48995790171288356,0.01,False,5,5,primary_complete_case,lasso,,,,,,,
1,0.5810774008519776,0.1,False,5,5,primary_complete_case,lasso,,,,,,,
2,0.5915898314088563,1.0,True,5,5,primary_complete_case,lasso,,,,,,,
3,0.5903142559242627,10.0,False,5,5,primary_complete_case,lasso,,,,,,,
0,0.5873474865879368,,False,1,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5980220242556763,,True,1,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5885997649012339,,False,1,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5923846233749153,,False,1,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5853750034562358,,False,2,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5853404410978948,,False,2,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5885489488932947,,True,2,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5832013113519225,,False,2,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5873770047101955,,False,3,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5984074412570686,,True,3,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5973886923920216,,False,3,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5907142339374709,,False,3,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5944711578052173,,False,4,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6026682043381201,,True,4,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6001032350990354,,False,4,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5995047110839611,,False,4,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5884392776383716,,False,5,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5916757539045236,,True,5,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5901259735859306,,False,5,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5900701239637467,,False,5,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6112575741657613,,False,1,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6294082874860529,,True,1,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6259069604970878,,False,1,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.621343643374874,,False,1,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6127748232491481,,False,2,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6283308708567334,,True,2,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6257333237582668,,False,2,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
