Model,Threshold,Decision_Rule,Selected_Threshold,TP,FP,TN,FN,Sensitivity,Specificity,PPV,NPV,Predicted_Positive_Count,Predicted_Negative_Count
Automatic Integer Score,0.0,score >= threshold,False,730,29970,0,0,1.0,0.0,0.023778501628664496,,30700,0
Automatic Integer Score,1.0,score >= threshold,True,670,21482,8488,60,0.9178082191780822,0.28321654988321654,0.03024557602022391,0.9929808142255498,22152,8548
Automatic Integer Score,2.0,score >= threshold,False,606,14440,15530,124,0.8301369863013699,0.5181848515181848,0.040276485444636446,0.9920787019292193,15046,15654
Automatic Integer Score,3.0,score >= threshold,False,547,10449,19521,183,0.7493150684931507,0.6513513513513514,0.04974536194979993,0.9907125456760049,10996,19704
Automatic Integer Score,4.0,score >= threshold,False,401,6567,23403,329,0.5493150684931507,0.7808808808808809,0.057548794489092996,0.9861368616214394,6968,23732
Automatic Integer Score,5.0,score >= threshold,False,261,3716,26254,469,0.35753424657534244,0.8760093426760094,0.06562735730450088,0.9824495752722374,3977,26723
Automatic Integer Score,6.0,score >= threshold,False,133,1598,28372,597,0.1821917808219178,0.9466800133466801,0.07683419988445984,0.9793917636093755,1731,28969
Automatic Integer Score,7.0,score >= threshold,False,61,700,29270,669,0.08356164383561644,0.9766433099766433,0.08015768725361366,0.9776545642807041,761,29939
Automatic Integer Score,8.0,score >= threshold,False,27,349,29621,703,0.036986301369863014,0.988355021688355,0.07180851063829788,0.9768170426065163,376,30324
Automatic Integer Score,9.0,score >= threshold,False,12,141,29829,718,0.01643835616438356,0.9952952952952953,0.0784313725490196,0.9764952368481357,153,30547
Automatic Integer Score,10.0,score >= threshold,False,6,48,29922,724,0.00821917808219178,0.9983983983983984,0.1111111111111111,0.9763753834105593,54,30646
Automatic Integer Score,11.0,score >= threshold,False,3,15,29955,727,0.00410958904109589,0.9994994994994995,0.16666666666666666,0.9763053255980705,18,30682
Automatic Integer Score,12.0,score >= threshold,False,0,4,29966,730,0.0,0.9998665331998665,0.0,0.9762183997915038,4,30696
Automatic Integer Score,13.0,score >= threshold,False,0,1,29969,730,0.0,0.9999666332999666,0.0,0.9762207238020782,1,30699
Association-Guided Integer Score,0.0,score <= threshold,False,169,7114,22856,561,0.23150684931506849,0.7626292959626293,0.023204723328298777,0.9760430456505957,7283,23417
Association-Guided Integer Score,1.0,score <= threshold,False,351,15066,14904,379,0.4808219178082192,0.4972972972972973,0.02276707530647986,0.9752012039521036,15417,15283
Association-Guided Integer Score,2.0,score <= threshold,False,398,17061,12909,332,0.5452054794520548,0.4307307307307307,0.022796265536399563,0.9749263650781663,17459,13241
Association-Guided Integer Score,3.0,score <= threshold,False,590,24306,5664,140,0.8082191780821918,0.188988988988989,0.02369858611825193,0.9758787043418332,24896,5804
Association-Guided Integer Score,6.0,score <= threshold,False,620,25690,4280,110,0.8493150684931506,0.14280947614280948,0.02356518434055492,0.9749430523917996,26310,4390
Association-Guided Integer Score,7.0,score <= threshold,True,717,29280,690,13,0.9821917808219178,0.023023023023023025,0.023902390239023904,0.9815078236130867,29997,703
Association-Guided Integer Score,9.0,score <= threshold,False,717,29306,664,13,0.9821917808219178,0.02215548882215549,0.023881690703793756,0.9807976366322009,30023,677
Association-Guided Integer Score,10.0,score <= threshold,False,719,29436,534,11,0.9849315068493151,0.017817817817817817,0.023843475377217708,0.9798165137614679,30155,545
Association-Guided Integer Score,15.0,score <= threshold,False,719,29439,531,11,0.9849315068493151,0.017717717717717716,0.023841103521453678,0.9797047970479705,30158,542
Association-Guided Integer Score,16.0,score <= threshold,False,719,29464,506,11,0.9849315068493151,0.01688355021688355,0.023821356392671373,0.9787234042553191,30183,517
Association-Guided Integer Score,17.0,score <= threshold,False,719,29492,478,11,0.9849315068493151,0.015949282615949283,0.023799278408526695,0.9775051124744376,30211,489
Association-Guided Integer Score,18.0,score <= threshold,False,721,29626,344,9,0.9876712328767123,0.011478144811478144,0.023758526378225196,0.9745042492917847,30347,353
Association-Guided Integer Score,42.0,score <= threshold,False,721,29631,339,9,0.9876712328767123,0.011311311311311311,0.023754612546125462,0.9741379310344828,30352,348
Association-Guided Integer Score,43.0,score <= threshold,False,722,29655,315,8,0.989041095890411,0.010510510510510511,0.02376798235507127,0.9752321981424149,30377,323
Association-Guided Integer Score,44.0,score <= threshold,False,722,29669,301,8,0.989041095890411,0.010043376710043376,0.023757033332236516,0.9741100323624595,30391,309
Association-Guided Integer Score,45.0,score <= threshold,False,727,29790,180,3,0.9958904109589041,0.006006006006006006,0.02382278729888259,0.9836065573770492,30517,183
Association-Guided Integer Score,56.0,score <= threshold,False,727,29791,179,3,0.9958904109589041,0.00597263930597264,0.02382200668457959,0.9835164835164835,30518,182
Association-Guided Integer Score,57.0,score <= threshold,False,727,29813,157,3,0.9958904109589041,0.005238571905238572,0.023804846103470858,0.98125,30540,160
Association-Guided Integer Score,62.0,score <= threshold,False,727,29841,129,3,0.9958904109589041,0.004304304304304304,0.02378304108872023,0.9772727272727273,30568,132
Association-Guided Integer Score,63.0,score <= threshold,False,730,29970,0,0,1.0,0.0,0.023778501628664496,,30700,0
