variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Complete cases,Excluded for missing predictors,5840,4473,5840,4473,0,0,2577.0,2224.0,44.12671232876713,49.72054549519338,-0.11226547884048704,1.725938827961353e-08,,,,,,,,,,
sexo,Sex,Male,Complete cases,Excluded for missing predictors,5840,4473,5840,4473,0,0,3263.0,2249.0,55.87328767123287,50.27945450480662,0.11226547884048704,1.725938827961353e-08,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,29.0,39.0,2.066999287241625,2.7679205110007095,-0.04564745816394445,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,17.0,21.0,1.2116892373485388,1.4904187366926898,-0.024145266588406697,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,7.0,4.0,0.4989308624376337,0.28388928317955997,0.03444470297990948,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,1329.0,1322.0,94.7255880256593,93.82540809084458,0.03875632448049481,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Negra,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,5.0,7.0,0.3563791874554526,0.49680624556423,-0.021547535209593422,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Otras,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,0.0,3.0,0.0,0.21291696238466998,-0.06532553344640132,0.3841763717282903,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Complete cases,Excluded for missing predictors,5840,4473,1403,1409,4437,3064,16.0,13.0,1.1404133998574484,0.9226401703335699,0.02155465231970285,0.3841763717282903,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Complete cases,Excluded for missing predictors,5840,4473,2726,2665,3114,1808,2630.0,2554.0,96.47835656639765,95.83489681050656,0.03347621308339984,0.22861596526767636,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Complete cases,Excluded for missing predictors,5840,4473,2726,2665,3114,1808,96.0,111.0,3.521643433602348,4.165103189493434,-0.03347621308339988,0.22861596526767636,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Complete cases,Excluded for missing predictors,5840,4473,2717,2658,3123,1815,2623.0,2559.0,96.5403018034597,96.27539503386005,0.014235428187627346,0.6086501747056794,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Complete cases,Excluded for missing predictors,5840,4473,2717,2658,3123,1815,94.0,99.0,3.459698196540302,3.724604966139955,-0.014235428187627573,0.6086501747056794,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Complete cases,Excluded for missing predictors,5840,4473,2708,2658,3132,1815,2652.0,2602.0,97.93205317577548,97.89315274642588,0.002721027725705145,0.9242821708807818,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Complete cases,Excluded for missing predictors,5840,4473,2708,2658,3132,1815,56.0,56.0,2.06794682422452,2.1068472535741156,-0.002721027725705024,0.9242821708807818,,,,,,,,,,
fum_act,Current smoking,No,Complete cases,Excluded for missing predictors,5840,4473,2674,2626,3166,1847,2033.0,2098.0,76.02842183994017,79.89337395277988,-0.0933428879708097,0.0007243062719795275,,,,,,,,,,
fum_act,Current smoking,Yes,Complete cases,Excluded for missing predictors,5840,4473,2674,2626,3166,1847,641.0,528.0,23.971578160059835,20.106626047220104,0.09334288797080983,0.0007243062719795275,,,,,,,,,,
diabetes,Diabetes,No,Complete cases,Excluded for missing predictors,5840,4473,2740,2677,3100,1796,2486.0,2412.0,90.72992700729927,90.10085917071349,0.021370463008909664,0.43303650539401023,,,,,,,,,,
diabetes,Diabetes,Yes,Complete cases,Excluded for missing predictors,5840,4473,2740,2677,3100,1796,254.0,265.0,9.27007299270073,9.899140829286516,-0.02137046300890971,0.43303650539401023,,,,,,,,,,
hip_art,Hypertension,No,Complete cases,Excluded for missing predictors,5840,4473,2798,2723,3042,1750,1866.0,1810.0,66.6904932094353,66.47080426000734,0.004657323129663783,0.864113802478466,,,,,,,,,,
hip_art,Hypertension,Yes,Complete cases,Excluded for missing predictors,5840,4473,2798,2723,3042,1750,932.0,913.0,33.30950679056469,33.52919573999266,-0.004657323129663783,0.864113802478466,,,,,,,,,,
insf_car,Heart failure,No,Complete cases,Excluded for missing predictors,5840,4473,5840,4456,0,17,5685.0,4303.0,97.3458904109589,96.56642728904848,0.04538461639695385,0.022752763094078667,,,,,,,,,,
insf_car,Heart failure,Yes,Complete cases,Excluded for missing predictors,5840,4473,5840,4456,0,17,155.0,153.0,2.654109589041096,3.433572710951526,-0.04538461639695396,0.022752763094078667,,,,,,,,,,
