candidate,auc,C,selected,outer_fold,inner_splits,analysis,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
0,0.5095207762094108,0.01,False,1,5,primary_complete_case,lasso,,,,,,,
1,0.5538162453823299,0.1,False,1,5,primary_complete_case,lasso,,,,,,,
2,0.5994397079957328,1.0,True,1,5,primary_complete_case,lasso,,,,,,,
3,0.5894814102959718,10.0,False,1,5,primary_complete_case,lasso,,,,,,,
0,0.49619345282702804,0.01,False,2,5,primary_complete_case,lasso,,,,,,,
1,0.5820325242675647,0.1,False,2,5,primary_complete_case,lasso,,,,,,,
2,0.5949245302980877,1.0,True,2,5,primary_complete_case,lasso,,,,,,,
3,0.586953263447449,10.0,False,2,5,primary_complete_case,lasso,,,,,,,
0,0.4939849492780194,0.01,False,3,5,primary_complete_case,lasso,,,,,,,
1,0.5657748851989594,0.1,False,3,5,primary_complete_case,lasso,,,,,,,
2,0.6173775164562708,1.0,True,3,5,primary_complete_case,lasso,,,,,,,
3,0.5842434480470728,10.0,False,3,5,primary_complete_case,lasso,,,,,,,
0,0.4939849492780194,0.01,False,4,5,primary_complete_case,lasso,,,,,,,
1,0.5522966755713862,0.1,False,4,5,primary_complete_case,lasso,,,,,,,
2,0.6286884744993277,1.0,True,4,5,primary_complete_case,lasso,,,,,,,
3,0.6214271995530181,10.0,False,4,5,primary_complete_case,lasso,,,,,,,
0,0.4901000471426327,0.01,False,5,5,primary_complete_case,lasso,,,,,,,
1,0.5527702844272171,0.1,False,5,5,primary_complete_case,lasso,,,,,,,
2,0.6065849091194804,1.0,True,5,5,primary_complete_case,lasso,,,,,,,
3,0.5973811831054773,10.0,False,5,5,primary_complete_case,lasso,,,,,,,
0,0.6305963076272008,,False,1,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6607390035530712,,True,1,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6470413849042963,,False,1,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.6459679694594571,,False,1,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6262442361778475,,False,2,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6484321962917574,,True,2,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6310724015411336,,False,2,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.6475979298731298,,False,2,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6429327519075305,,False,3,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
