bin,n,predicted,observed,absolute_error,outcome,analysis,validation,model
0,5703,0.02178954558862851,0.02191828862002455,0.00012874303139603915,var158,primary_complete_case,nested_cv,Logistic LASSO
1,37,0.12470337051491245,0.05405405405405406,0.0706493164608584,var158,primary_complete_case,nested_cv,Logistic LASSO
2,2,0.22636523137139059,0.0,0.22636523137139059,var158,primary_complete_case,nested_cv,Logistic LASSO
0,5676,0.021020952086623333,0.022022551092318533,0.0010015990056952,var158,primary_complete_case,nested_cv,Automatic integer score
1,60,0.1230190089991031,0.016666666666666666,0.10635234233243644,var158,primary_complete_case,nested_cv,Automatic integer score
2,5,0.22998965620747688,0.2,0.029989656207476872,var158,primary_complete_case,nested_cv,Automatic integer score
3,1,0.3082894529286079,0.0,0.3082894529286079,var158,primary_complete_case,nested_cv,Automatic integer score
0,97,0.025985416018332687,0.061855670103092786,0.0358702540847601,var158,primary_complete_case,temporal_holdout,Logistic LASSO
1,1,0.1541686994604304,0.0,0.1541686994604304,var158,primary_complete_case,temporal_holdout,Logistic LASSO
0,95,0.024383840903710072,0.06315789473684211,0.03877405383313204,var158,primary_complete_case,temporal_holdout,Automatic integer score
1,3,0.13610002634694915,0.0,0.13610002634694915,var158,primary_complete_case,temporal_holdout,Automatic integer score
0,5709,0.021955603482475758,0.02207041513399895,0.00011481165152319242,var158,primary_complete_case,nested_cv,XGBoost
1,33,0.1267894289710305,0.030303030303030304,0.09648639866800018,var158,primary_complete_case,nested_cv,XGBoost
0,96,0.02564250962556495,0.0625,0.036857490374435045,var158,primary_complete_case,temporal_holdout,XGBoost
1,2,0.11728521063923836,0.0,0.11728521063923836,var158,primary_complete_case,temporal_holdout,XGBoost
0,9995,0.023668791040015957,0.02371185592796398,4.3064887948023045e-05,var158,sensitivity_native_missing,nested_cv,XGBoost
1,87,0.12991963815072488,0.08045977011494253,0.04945986803578235,var158,sensitivity_native_missing,nested_cv,XGBoost
2,3,0.23736841479937235,0.0,0.23736841479937235,var158,sensitivity_native_missing,nested_cv,XGBoost
0,216,0.04696603209056236,0.06018518518518518,0.01321915309462282,var158,sensitivity_native_missing,temporal_holdout,XGBoost
1,10,0.1303529344499111,0.1,0.030352934449911106,var158,sensitivity_native_missing,temporal_holdout,XGBoost
2,2,0.2365425005555153,0.5,0.2634574994444847,var158,sensitivity_native_missing,temporal_holdout,XGBoost
