variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Development eligible,Temporal eligible,10134,222,10134,222,0,0,4738.0,88.0,46.753503059009276,39.63963963963964,0.14398463631056493,0.04110630141719718,,,,,,,,,,
sexo,Sex,Male,Development eligible,Temporal eligible,10134,222,10134,222,0,0,5396.0,134.0,53.24649694099073,60.36036036036037,-0.14398463631056493,0.04110630141719718,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,52.0,12.0,1.9953952417498082,6.0,-0.20549166358182622,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,34.0,4.0,1.3046815042210285,2.0,-0.05456492098656234,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,6.0,1.0,0.23023791250959325,0.5,-0.0447369777951715,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,2481.0,175.0,95.2033768227168,87.5,0.27667734462433197,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Negra,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,6.0,4.0,0.23023791250959325,2.0,-0.16913629020463206,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Otras,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,2.0,0.0,0.07674597083653108,0.0,0.03919309008348103,7.179537785688919e-06,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Development eligible,Temporal eligible,10134,222,2606,200,7528,22,25.0,4.0,0.9593246354566385,2.0,-0.08627296094857115,7.179537785688919e-06,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Development eligible,Temporal eligible,10134,222,5206,218,4928,4,5012.0,210.0,96.27353054168267,96.3302752293578,-0.00300690086874441,1.0,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Development eligible,Temporal eligible,10134,222,5206,218,4928,4,194.0,8.0,3.726469458317326,3.669724770642202,0.0030069008687443367,1.0,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Development eligible,Temporal eligible,10134,222,5193,218,4941,4,4999.0,212.0,96.26420181012902,97.24770642201835,-0.05553431456910655,0.5823413771140264,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Development eligible,Temporal eligible,10134,222,5193,218,4941,4,194.0,6.0,3.73579818987098,2.7522935779816518,0.05553431456910642,0.5823413771140264,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Development eligible,Temporal eligible,10134,222,5184,218,4950,4,5076.0,215.0,97.91666666666666,98.62385321100918,-0.05426156222014603,0.6286799836630023,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Development eligible,Temporal eligible,10134,222,5184,218,4950,4,108.0,3.0,2.083333333333333,1.3761467889908259,0.05426156222014601,0.6286799836630023,,,,,,,,,,
