variable,p_value,selected,observed_n
sexo,0.6224384382725826,False,5758
insf_car,0.5661573772962245,False,5758
e_con_pp,0.2652732171413998,False,5758
e_con_cu,0.5351202823812456,False,5758
e_con_ec,0.37846397281711364,False,5758
e_con_lu,0.24807466987457505,False,5758
e_con_be,0.10977166255650034,False,5758
e_con_at,0.32753663138250555,False,5758
e_con_va,0.7939238136529597,False,5758
e_con_ar,0.7718755992290571,False,5758
e_con_ea,0.020200248602468034,True,5758
e_con_pr,0.7517359431172875,False,5758
e_con_ro,0.5719218705285424,False,5758
e_con_av,0.9715124376242998,False,5758
e_con_sm,0.01733790399529568,True,5758
sin_tvp_,0.1271409540722653,False,5758
var171,0.08945212317964796,True,5758
tv_l_ein,1.0,False,5758
tvp_prox,8.523385802494399e-06,True,5758
fr_cance,0.9257623134471927,False,5758
fr_cirug,0.7828057617758418,False,5758
fr_inmov,0.5932183800516506,False,5758
fr_tvp_a,0.008436038519892355,True,5758
fr_viaje,0.7327496886247915,False,5758
fr_estro,0.0071560822600124216,True,5758
fr_embar,0.004967221430548808,True,5758
fr_varic,0.0012143443546512006,True,5758
fr_antec,0.41243754317051373,False,5758
ana_dime,0.2032838571684757,False,5758
ana_crea,0.000934244070598589,True,5758
edad,1.0938310963897592e-06,True,5758
peso,0.7126327862794362,False,5758
tension_,0.4606584899160958,False,5758
ana_hemo,0.06868706173090249,True,5758
ana_plaq,0.07161317958127143,True,5758
ana_leuc,0.17932717592209063,False,5758
female_under45,0.0005748374995279579,True,5758
