outcome,kind,candidate,selected,log_loss,auc,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
ana_dura,lasso,0,False,0.6534036475807194,0.5778723586602225,0.01,,,,,,,
ana_dura,lasso,1,True,0.6516236202913033,0.5818232831291447,0.1,,,,,,,
ana_dura,lasso,2,False,0.6523481060058217,0.5809137068674834,1.0,,,,,,,
ana_dura,lasso,3,False,0.652707136302242,0.5807526413397774,10.0,,,,,,,
ana_dura,xgb,0,False,0.6541374898995511,0.5748090156794425,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
ana_dura,xgb,1,True,0.6507890046675127,0.5802760481061031,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
ana_dura,xgb,2,False,0.6518183837647916,0.577782602281668,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
ana_dura,xgb,3,False,0.6517156279199734,0.5787769683601214,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var156,lasso,0,False,0.2989327623586876,0.6401931462647474,0.01,,,,,,,
var156,lasso,1,True,0.29513060333005436,0.6537326557747558,0.1,,,,,,,
var156,lasso,2,False,0.2962382629494052,0.6502989251072503,1.0,,,,,,,
var156,lasso,3,False,0.2970313581308793,0.6490893486271411,10.0,,,,,,,
var156,xgb,0,False,0.2994988200950682,0.6336795321260774,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
var156,xgb,1,True,0.29638469171458437,0.6445909586003121,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
var156,xgb,2,False,0.2967621428716075,0.6428324572201463,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
var156,xgb,3,False,0.29730117926851507,0.6406828137963783,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
var157,lasso,0,False,0.2528063599757733,0.5799197129529352,0.01,,,,,,,
var157,lasso,1,True,0.25080216910757147,0.594272747609691,0.1,,,,,,,
var157,lasso,2,False,0.25157857447208953,0.5919619876452579,1.0,,,,,,,
var157,lasso,3,False,0.2520627179112652,0.5910951750443577,10.0,,,,,,,
