variable,p_value,selected,observed_n
sexo,0.7319948492827457,False,7209
ant_inf,0.040963551683957655,True,7209
ant_isq,0.2846034464212497,False,7209
ant_clau,0.7269393639265949,False,7209
fum_act,0.10713935625425487,False,7209
diabetes,0.036945597238718854,True,7209
hip_art,0.010960784272967159,True,7209
insf_car,0.053299398864558895,True,7209
trat_est,0.08099448509374124,True,7209
e_con_pp,0.18042811986470142,False,7209
e_con_cu,0.40985365303040033,False,7209
e_con_ec,0.21668379823153128,False,7209
e_con_lu,0.3418433481712084,False,7209
e_con_be,0.09754670084881169,True,7209
e_con_at,0.3104630581828563,False,7209
e_con_va,0.10785751779376371,False,7209
e_con_ar,0.21170265487032908,False,7209
e_con_ea,0.06190351663113263,True,7209
e_con_pr,0.4278316973547047,False,7209
e_con_ro,0.47330886031362907,False,7209
e_con_av,0.4278316973547047,False,7209
e_con_sm,0.12560382415079777,False,7209
sin_tvp_,0.1937860050113913,False,7209
var171,0.7727091651746494,False,7209
tv_l_ein,1.0,False,7209
tvp_prox,3.5152538763731285e-05,True,7209
fr_cance,0.7447266482384294,False,7209
fr_cirug,0.9784783780896037,False,7209
fr_inmov,0.9523118905829454,False,7209
fr_tvp_a,0.22920682221369346,False,7209
fr_viaje,0.6896999222782171,False,7209
fr_estro,0.2630741303485241,False,7209
fr_embar,0.009173588468132468,True,7209
fr_varic,0.09089248600095548,True,7209
fr_antec,0.09785855553856483,True,7209
ana_dime,0.42631295569850625,False,7209
ana_crea,0.00011968923136864611,True,7209
edad,0.0003816411379625203,True,7209
peso,0.4591652956696106,False,7209
tension_,0.07400718899915341,True,7209
ana_hemo,0.185853391420208,False,7209
ana_plaq,0.018323697546274463,True,7209
ana_leuc,0.03817176959851888,True,7209
female_under45,0.015178737815652456,True,7209
