iteration,variable,missing_n,imputed_mean,imputed_sd,imputation
1,raza,13313,2.913317809659731,0.622083445239167,1
1,ant_inf,5432,0.029086892488954345,0.16805012696898017,1
1,ant_isq,5444,0.030675973548861132,0.1724382735812752,1
1,ant_clau,5459,0.021432496794284668,0.14482107883677586,1
1,fum_act,5615,0.203739982190561,0.40277785669963395,1
1,diabetes,5405,0.08566142460684552,0.27986343980800926,1
1,hip_art,5256,0.3384703196347032,0.47318935148741986,1
1,insf_car,154,0.05844155844155844,0.23457651776868113,1
1,fibr_aur,11538,0.024787658172993585,0.1554774265779197,1
1,trat_est,5515,0.1697189483227561,0.3753857041803454,1
1,var171,954,0.03249475890985325,0.17731003793706596,1
1,tv_l_esu,12442,0.03890049831216846,0.19335782772681698,1
1,tvp_orig,20778,0.20978920011550678,0.40715806713167624,1
1,tv_l_ein,5617,0.8139576286273812,0.38914085807927107,1
1,tvp_prox,8408,0.8466936251189343,0.3602825700778374,1
1,tv_l_svc,14049,0.0071891237810520325,0.08448337280384077,1
1,tv_l_vre,14812,0.00857412908452606,0.09219877111419625,1
1,tv_l_vrn,14745,0.004543913190912173,0.06725523060569807,1
1,tv_l_vca,18358,0.03557032356465846,0.18521629422425004,1
1,tv_l_yug,18437,0.014102077344470358,0.11791186860974145,1
1,tv_l_ova,18445,0.005204662510165357,0.07195536115065115,1
1,tv_l_sup,18440,0.00878524945770065,0.09331703408095772,1
1,tv_l_pul,18447,0.003089933322491462,0.055501221919467866,1
1,tv_l_ove,14777,0.031873858022602695,0.17566421148702335,1
1,fr_antfa,15815,0.13095162820107492,0.33734744592565447,1
1,fr_tvs_a,12301,0.041866514917486386,0.20028407287188432,1
1,fr_viaje,390,0.04358974358974359,0.2041805030935226,1
1,fr_estro,269,0.08550185873605948,0.27962705678946453,1
1,fr_varic,771,0.20103761348897536,0.4007761113784512,1
1,fr_antec,91,0.0,0.0,1
1,ana_dime,1468,1.5960490463215258,0.555782755857808,1
