outcome,variable,selected,imputation
var154,tvp_orig,True,1
var154,tv_l_ein,False,1
var154,tvp_prox,False,1
var154,tv_l_svc,False,1
var154,tv_l_vre,True,1
var154,tv_l_vrn,False,1
var154,tv_l_vca,False,1
var154,tv_l_yug,True,1
var154,tv_l_ova,True,1
var154,tv_l_sup,False,1
var154,tv_l_pul,False,1
var154,tv_l_ove,True,1
var154,fr_cance,True,1
var154,fr_cirug,True,1
var154,fr_inmov,True,1
var154,fr_tvp_a,True,1
var154,fr_antfa,True,1
var154,fr_tvs_a,False,1
var154,fr_viaje,False,1
var154,fr_estro,True,1
var154,fr_embar,False,1
var154,fr_varic,False,1
var154,fr_antec,False,1
var154,ana_dime,True,1
var154,ana_crea,False,1
var154,ana_trop,False,1
var154,edad,True,1
var154,peso,True,1
var154,tension_,True,1
var154,ana_hemo,True,1
var154,ana_plaq,True,1
var154,ana_leuc,True,1
var154,ana_neu,False,1
var154,protcrea,True,1
var154,splanchnic,True,1
var158,sexo,True,1
var158,raza,True,1
var158,ant_inf,False,1
var158,ant_isq,True,1
var158,ant_clau,False,1
var158,fum_act,False,1
var158,diabetes,True,1
var158,hip_art,True,1
var158,insf_car,True,1
var158,fibr_aur,False,1
var158,trat_est,False,1
var158,e_con_pp,True,1
var158,e_con_cu,True,1
var158,e_con_ec,True,1
var158,e_con_lu,False,1
var158,e_con_be,False,1
var158,e_con_at,False,1
var158,e_con_va,True,1
var158,e_con_ar,True,1
var158,e_con_ea,True,1
var158,e_con_pr,True,1
var158,e_con_ro,False,1
var158,e_con_av,True,1
var158,e_con_sm,True,1
var158,sin_tvp_,True,1
var158,var171,True,1
var158,tv_l_esu,True,1
var158,tvp_orig,False,1
var158,tv_l_ein,False,1
var158,tvp_prox,True,1
var158,tv_l_svc,False,1
var158,tv_l_vre,True,1
var158,tv_l_vrn,False,1
var158,tv_l_vca,True,1
var158,tv_l_yug,False,1
var158,tv_l_ova,False,1
var158,tv_l_sup,False,1
var158,tv_l_pul,False,1
var158,tv_l_ove,False,1
var158,fr_cance,False,1
var158,fr_cirug,True,1
var158,fr_inmov,True,1
var158,fr_tvp_a,True,1
var158,fr_antfa,True,1
var158,fr_tvs_a,False,1
var158,fr_viaje,True,1
var158,fr_estro,True,1
var158,fr_embar,False,1
var158,fr_varic,True,1
var158,fr_antec,True,1
var158,ana_dime,False,1
var158,ana_crea,True,1
var158,ana_trop,True,1
var158,edad,True,1
var158,peso,True,1
var158,tension_,True,1
var158,ana_hemo,True,1
var158,ana_plaq,True,1
var158,ana_leuc,True,1
var158,ana_neu,True,1
var158,protcrea,True,1
var158,splanchnic,True,1
ana_dura,sexo,True,2
ana_dura,raza,True,2
ana_dura,ant_inf,True,2
ana_dura,ant_isq,True,2
ana_dura,ant_clau,True,2
ana_dura,fum_act,True,2
ana_dura,diabetes,True,2
ana_dura,hip_art,True,2
ana_dura,insf_car,True,2
ana_dura,fibr_aur,True,2
ana_dura,trat_est,False,2
ana_dura,e_con_pp,True,2
ana_dura,e_con_cu,True,2
ana_dura,e_con_ec,False,2
ana_dura,e_con_lu,True,2
ana_dura,e_con_be,True,2
ana_dura,e_con_at,True,2
ana_dura,e_con_va,True,2
ana_dura,e_con_ar,True,2
ana_dura,e_con_ea,True,2
ana_dura,e_con_pr,True,2
ana_dura,e_con_ro,True,2
ana_dura,e_con_av,True,2
ana_dura,e_con_sm,True,2
ana_dura,sin_tvp_,True,2
ana_dura,var171,True,2
ana_dura,tv_l_esu,True,2
ana_dura,tvp_orig,False,2
ana_dura,tv_l_ein,True,2
ana_dura,tvp_prox,True,2
ana_dura,tv_l_svc,True,2
ana_dura,tv_l_vre,True,2
ana_dura,tv_l_vrn,False,2
ana_dura,tv_l_vca,True,2
ana_dura,tv_l_yug,True,2
ana_dura,tv_l_ova,True,2
ana_dura,tv_l_sup,True,2
ana_dura,tv_l_pul,True,2
ana_dura,tv_l_ove,True,2
ana_dura,fr_cance,True,2
ana_dura,fr_cirug,True,2
ana_dura,fr_inmov,True,2
ana_dura,fr_tvp_a,True,2
ana_dura,fr_antfa,True,2
ana_dura,fr_tvs_a,True,2
ana_dura,fr_viaje,True,2
ana_dura,fr_estro,True,2
ana_dura,fr_embar,True,2
ana_dura,fr_varic,True,2
ana_dura,fr_antec,True,2
ana_dura,ana_dime,True,2
ana_dura,ana_crea,True,2
ana_dura,ana_trop,True,2
ana_dura,edad,True,2
ana_dura,peso,True,2
ana_dura,tension_,True,2
ana_dura,ana_hemo,True,2
ana_dura,ana_plaq,True,2
ana_dura,ana_leuc,True,2
ana_dura,ana_neu,True,2
ana_dura,protcrea,True,2
ana_dura,splanchnic,True,2
var156,sexo,True,2
var156,raza,True,2
var156,ant_inf,True,2
var156,ant_isq,True,2
var156,ant_clau,True,2
var156,fum_act,True,2
var156,diabetes,True,2
var156,hip_art,True,2
var156,insf_car,True,2
var156,fibr_aur,True,2
var156,trat_est,True,2
var156,e_con_pp,True,2
var156,e_con_cu,True,2
var156,e_con_ec,True,2
var156,e_con_lu,True,2
var156,e_con_be,True,2
var156,e_con_at,False,2
var156,e_con_va,False,2
var156,e_con_ar,True,2
var156,e_con_ea,True,2
var156,e_con_pr,True,2
var156,e_con_ro,True,2
var156,e_con_av,True,2
var156,e_con_sm,True,2
var156,sin_tvp_,True,2
var156,var171,True,2
var156,tv_l_esu,True,2
var156,tvp_orig,True,2
var156,tv_l_ein,True,2
var156,tvp_prox,True,2
var156,tv_l_svc,True,2
var156,tv_l_vre,True,2
var156,tv_l_vrn,True,2
var156,tv_l_vca,True,2
var156,tv_l_yug,False,2
var156,tv_l_ova,False,2
var156,tv_l_sup,False,2
var156,tv_l_pul,True,2
var156,tv_l_ove,True,2
var156,fr_cance,True,2
var156,fr_cirug,True,2
var156,fr_inmov,True,2
var156,fr_tvp_a,True,2
var156,fr_antfa,True,2
var156,fr_tvs_a,True,2
var156,fr_viaje,True,2
var156,fr_estro,True,2
var156,fr_embar,True,2
var156,fr_varic,True,2
var156,fr_antec,True,2
var156,ana_dime,True,2
var156,ana_crea,True,2
var156,ana_trop,True,2
var156,edad,True,2
var156,peso,True,2
var156,tension_,True,2
var156,ana_hemo,True,2
var156,ana_plaq,True,2
var156,ana_leuc,True,2
var156,ana_neu,True,2
var156,protcrea,True,2
var156,splanchnic,True,2
var157,sexo,True,2
var157,raza,True,2
var157,ant_inf,False,2
var157,ant_isq,True,2
var157,ant_clau,True,2
var157,fum_act,True,2
var157,diabetes,True,2
var157,hip_art,True,2
var157,insf_car,False,2
var157,fibr_aur,True,2
var157,trat_est,True,2
var157,e_con_pp,True,2
var157,e_con_cu,True,2
var157,e_con_ec,True,2
var157,e_con_lu,True,2
var157,e_con_be,True,2
var157,e_con_at,True,2
var157,e_con_va,False,2
var157,e_con_ar,False,2
var157,e_con_ea,False,2
var157,e_con_pr,True,2
var157,e_con_ro,True,2
var157,e_con_av,True,2
var157,e_con_sm,True,2
var157,sin_tvp_,True,2
var157,var171,True,2
var157,tv_l_esu,True,2
var157,tvp_orig,True,2
var157,tv_l_ein,True,2
var157,tvp_prox,True,2
var157,tv_l_svc,True,2
var157,tv_l_vre,False,2
var157,tv_l_vrn,True,2
var157,tv_l_vca,False,2
var157,tv_l_yug,True,2
var157,tv_l_ova,True,2
var157,tv_l_sup,True,2
var157,tv_l_pul,True,2
var157,tv_l_ove,True,2
var157,fr_cance,True,2
var157,fr_cirug,True,2
var157,fr_inmov,True,2
var157,fr_tvp_a,True,2
var157,fr_antfa,False,2
var157,fr_tvs_a,True,2
var157,fr_viaje,True,2
var157,fr_estro,True,2
var157,fr_embar,True,2
var157,fr_varic,True,2
var157,fr_antec,True,2
var157,ana_dime,True,2
var157,ana_crea,True,2
var157,ana_trop,True,2
var157,edad,True,2
var157,peso,True,2
var157,tension_,True,2
var157,ana_hemo,True,2
var157,ana_plaq,True,2
var157,ana_leuc,True,2
var157,ana_neu,True,2
var157,protcrea,True,2
var157,splanchnic,True,2
var161,sexo,True,2
var161,raza,True,2
var161,ant_inf,False,2
var161,ant_isq,False,2
var161,ant_clau,True,2
var161,fum_act,True,2
var161,diabetes,True,2
var161,hip_art,False,2
var161,insf_car,True,2
var161,fibr_aur,True,2
var161,trat_est,True,2
var161,e_con_pp,True,2
var161,e_con_cu,False,2
var161,e_con_ec,True,2
var161,e_con_lu,True,2
var161,e_con_be,True,2
var161,e_con_at,False,2
var161,e_con_va,True,2
var161,e_con_ar,False,2
var161,e_con_ea,True,2
var161,e_con_pr,True,2
var161,e_con_ro,True,2
var161,e_con_av,True,2
var161,e_con_sm,False,2
var161,sin_tvp_,True,2
var161,var171,True,2
var161,tv_l_esu,True,2
var161,tvp_orig,False,2
var161,tv_l_ein,True,2
var161,tvp_prox,True,2
var161,tv_l_svc,False,2
var161,tv_l_vre,True,2
var161,tv_l_vrn,True,2
var161,tv_l_vca,True,2
var161,tv_l_yug,True,2
var161,tv_l_ova,True,2
var161,tv_l_sup,True,2
var161,tv_l_pul,True,2
var161,tv_l_ove,True,2
var161,fr_cance,True,2
var161,fr_cirug,True,2
var161,fr_inmov,True,2
var161,fr_tvp_a,True,2
var161,fr_antfa,True,2
var161,fr_tvs_a,True,2
var161,fr_viaje,True,2
var161,fr_estro,True,2
var161,fr_embar,True,2
var161,fr_varic,True,2
var161,fr_antec,True,2
var161,ana_dime,True,2
var161,ana_crea,True,2
var161,ana_trop,True,2
var161,edad,True,2
var161,peso,True,2
var161,tension_,True,2
var161,ana_hemo,True,2
var161,ana_plaq,True,2
var161,ana_leuc,True,2
var161,ana_neu,True,2
var161,protcrea,True,2
var161,splanchnic,True,2
var155,sexo,False,2
var155,raza,True,2
var155,ant_inf,True,2
var155,ant_isq,True,2
var155,ant_clau,True,2
var155,fum_act,True,2
var155,diabetes,True,2
var155,hip_art,True,2
var155,insf_car,True,2
var155,fibr_aur,False,2
var155,trat_est,False,2
var155,e_con_pp,True,2
var155,e_con_cu,False,2
var155,e_con_ec,True,2
var155,e_con_lu,False,2
var155,e_con_be,False,2
var155,e_con_at,True,2
var155,e_con_va,True,2
var155,e_con_ar,False,2
var155,e_con_ea,True,2
var155,e_con_pr,True,2
var155,e_con_ro,False,2
var155,e_con_av,True,2
var155,e_con_sm,True,2
var155,sin_tvp_,True,2
var155,var171,True,2
var155,tv_l_esu,True,2
var155,tvp_orig,False,2
var155,tv_l_ein,True,2
var155,tvp_prox,True,2
var155,tv_l_svc,False,2
var155,tv_l_vre,True,2
var155,tv_l_vrn,False,2
var155,tv_l_vca,False,2
var155,tv_l_yug,True,2
var155,tv_l_ova,True,2
var155,tv_l_sup,False,2
var155,tv_l_pul,True,2
var155,tv_l_ove,True,2
var155,fr_cance,True,2
var155,fr_cirug,True,2
var155,fr_inmov,True,2
var155,fr_tvp_a,False,2
var155,fr_antfa,True,2
var155,fr_tvs_a,True,2
var155,fr_viaje,True,2
var155,fr_estro,True,2
var155,fr_embar,True,2
var155,fr_varic,True,2
var155,fr_antec,False,2
var155,ana_dime,True,2
var155,ana_crea,True,2
var155,ana_trop,True,2
var155,edad,True,2
var155,peso,True,2
var155,tension_,True,2
var155,ana_hemo,True,2
var155,ana_plaq,True,2
var155,ana_leuc,True,2
var155,ana_neu,True,2
var155,protcrea,True,2
var155,splanchnic,True,2
var154,sexo,True,2
var154,raza,True,2
var154,ant_inf,False,2
var154,ant_isq,False,2
var154,ant_clau,True,2
var154,fum_act,False,2
var154,diabetes,True,2
var154,hip_art,False,2
var154,insf_car,False,2
var154,fibr_aur,False,2
var154,trat_est,True,2
var154,e_con_pp,True,2
var154,e_con_cu,True,2
var154,e_con_ec,False,2
var154,e_con_lu,True,2
var154,e_con_be,True,2
var154,e_con_at,False,2
var154,e_con_va,True,2
var154,e_con_ar,False,2
var154,e_con_ea,True,2
var154,e_con_pr,True,2
var154,e_con_ro,False,2
var154,e_con_av,True,2
var154,e_con_sm,True,2
var154,sin_tvp_,True,2
var154,var171,True,2
var154,tv_l_esu,True,2
var154,tvp_orig,False,2
var154,tv_l_ein,False,2
var154,tvp_prox,True,2
var154,tv_l_svc,True,2
var154,tv_l_vre,True,2
var154,tv_l_vrn,True,2
var154,tv_l_vca,True,2
var154,tv_l_yug,False,2
var154,tv_l_ova,True,2
var154,tv_l_sup,True,2
var154,tv_l_pul,True,2
var154,tv_l_ove,True,2
var154,fr_cance,True,2
var154,fr_cirug,True,2
var154,fr_inmov,True,2
var154,fr_tvp_a,False,2
var154,fr_antfa,True,2
var154,fr_tvs_a,True,2
var154,fr_viaje,False,2
var154,fr_estro,True,2
var154,fr_embar,False,2
var154,fr_varic,False,2
var154,fr_antec,False,2
var154,ana_dime,True,2
var154,ana_crea,False,2
var154,ana_trop,False,2
var154,edad,True,2
var154,peso,True,2
var154,tension_,True,2
var154,ana_hemo,True,2
var154,ana_plaq,True,2
var154,ana_leuc,True,2
var154,ana_neu,True,2
var154,protcrea,True,2
var154,splanchnic,False,2
var158,sexo,True,2
var158,raza,True,2
var158,ant_inf,False,2
var158,ant_isq,False,2
var158,ant_clau,True,2
var158,fum_act,False,2
var158,diabetes,True,2
var158,hip_art,True,2
var158,insf_car,True,2
var158,fibr_aur,True,2
var158,trat_est,True,2
var158,e_con_pp,True,2
var158,e_con_cu,True,2
var158,e_con_ec,True,2
var158,e_con_lu,False,2
var158,e_con_be,False,2
var158,e_con_at,False,2
var158,e_con_va,True,2
var158,e_con_ar,True,2
var158,e_con_ea,True,2
var158,e_con_pr,True,2
var158,e_con_ro,False,2
var158,e_con_av,True,2
var158,e_con_sm,True,2
var158,sin_tvp_,True,2
var158,var171,True,2
var158,tv_l_esu,False,2
var158,tvp_orig,True,2
var158,tv_l_ein,True,2
var158,tvp_prox,True,2
var158,tv_l_svc,True,2
var158,tv_l_vre,True,2
var158,tv_l_vrn,True,2
var158,tv_l_vca,True,2
var158,tv_l_yug,False,2
var158,tv_l_ova,False,2
var158,tv_l_sup,False,2
var158,tv_l_pul,False,2
var158,tv_l_ove,True,2
var158,fr_cance,False,2
var158,fr_cirug,False,2
var158,fr_inmov,True,2
var158,fr_tvp_a,True,2
var158,fr_antfa,True,2
var158,fr_tvs_a,True,2
var158,fr_viaje,True,2
var158,fr_estro,True,2
var158,fr_embar,False,2
var158,fr_varic,True,2
var158,fr_antec,True,2
var158,ana_dime,True,2
var158,ana_crea,True,2
var158,ana_trop,True,2
var158,edad,True,2
var158,peso,True,2
var158,tension_,True,2
var158,ana_hemo,True,2
var158,ana_plaq,True,2
var158,ana_leuc,True,2
var158,ana_neu,True,2
var158,protcrea,False,2
var158,splanchnic,True,2
ana_dura,sexo,True,3
ana_dura,raza,True,3
ana_dura,ant_inf,True,3
ana_dura,ant_isq,True,3
ana_dura,ant_clau,True,3
ana_dura,fum_act,True,3
ana_dura,diabetes,True,3
ana_dura,hip_art,True,3
ana_dura,insf_car,True,3
ana_dura,fibr_aur,True,3
ana_dura,trat_est,True,3
ana_dura,e_con_pp,True,3
ana_dura,e_con_cu,True,3
ana_dura,e_con_ec,False,3
ana_dura,e_con_lu,True,3
ana_dura,e_con_be,True,3
ana_dura,e_con_at,True,3
ana_dura,e_con_va,True,3
ana_dura,e_con_ar,True,3
ana_dura,e_con_ea,True,3
ana_dura,e_con_pr,True,3
ana_dura,e_con_ro,True,3
ana_dura,e_con_av,True,3
ana_dura,e_con_sm,True,3
ana_dura,sin_tvp_,True,3
ana_dura,var171,True,3
ana_dura,tv_l_esu,True,3
ana_dura,tvp_orig,True,3
ana_dura,tv_l_ein,True,3
ana_dura,tvp_prox,True,3
ana_dura,tv_l_svc,True,3
ana_dura,tv_l_vre,True,3
ana_dura,tv_l_vrn,True,3
ana_dura,tv_l_vca,False,3
ana_dura,tv_l_yug,True,3
ana_dura,tv_l_ova,True,3
ana_dura,tv_l_sup,True,3
ana_dura,tv_l_pul,True,3
ana_dura,tv_l_ove,True,3
ana_dura,fr_cance,True,3
ana_dura,fr_cirug,True,3
ana_dura,fr_inmov,True,3
ana_dura,fr_tvp_a,True,3
ana_dura,fr_antfa,True,3
ana_dura,fr_tvs_a,True,3
ana_dura,fr_viaje,True,3
ana_dura,fr_estro,True,3
ana_dura,fr_embar,True,3
ana_dura,fr_varic,True,3
ana_dura,fr_antec,True,3
ana_dura,ana_dime,True,3
ana_dura,ana_crea,True,3
ana_dura,ana_trop,True,3
ana_dura,edad,True,3
ana_dura,peso,True,3
ana_dura,tension_,True,3
ana_dura,ana_hemo,True,3
ana_dura,ana_plaq,True,3
ana_dura,ana_leuc,True,3
ana_dura,ana_neu,True,3
ana_dura,protcrea,True,3
ana_dura,splanchnic,True,3
var156,sexo,True,3
var156,raza,True,3
var156,ant_inf,True,3
var156,ant_isq,True,3
var156,ant_clau,True,3
var156,fum_act,True,3
var156,diabetes,True,3
var156,hip_art,True,3
var156,insf_car,True,3
var156,fibr_aur,True,3
var156,trat_est,False,3
var156,e_con_pp,True,3
var156,e_con_cu,True,3
var156,e_con_ec,True,3
var156,e_con_lu,True,3
var156,e_con_be,True,3
var156,e_con_at,False,3
var156,e_con_va,False,3
var156,e_con_ar,True,3
var156,e_con_ea,True,3
var156,e_con_pr,True,3
var156,e_con_ro,True,3
var156,e_con_av,True,3
var156,e_con_sm,True,3
var156,sin_tvp_,True,3
var156,var171,True,3
var156,tv_l_esu,False,3
var156,tvp_orig,True,3
var156,tv_l_ein,True,3
var156,tvp_prox,True,3
var156,tv_l_svc,False,3
var156,tv_l_vre,True,3
var156,tv_l_vrn,True,3
var156,tv_l_vca,False,3
var156,tv_l_yug,True,3
var156,tv_l_ova,True,3
var156,tv_l_sup,True,3
var156,tv_l_pul,True,3
var156,tv_l_ove,False,3
var156,fr_cance,True,3
var156,fr_cirug,True,3
var156,fr_inmov,True,3
var156,fr_tvp_a,True,3
var156,fr_antfa,True,3
var156,fr_tvs_a,True,3
var156,fr_viaje,True,3
var156,fr_estro,True,3
var156,fr_embar,True,3
var156,fr_varic,True,3
var156,fr_antec,True,3
var156,ana_dime,True,3
var156,ana_crea,False,3
var156,ana_trop,True,3
var156,edad,True,3
var156,peso,True,3
var156,tension_,True,3
var156,ana_hemo,True,3
var156,ana_plaq,True,3
var156,ana_leuc,True,3
var156,ana_neu,True,3
var156,protcrea,True,3
var156,splanchnic,False,3
var157,sexo,True,3
var157,raza,True,3
var157,ant_inf,True,3
var157,ant_isq,False,3
var157,ant_clau,True,3
