antecedents,consequents,support,confidence,lift,leverage,antecedent_len,consequent_len
diabetes:No,"ant_inf:No, var158:No",0.9508766233766234,0.982389641754998,1.0043016783740686,0.0040728453364816675,1,2
"ant_inf:No, var158:No",diabetes:No,0.9508766233766234,0.9720857673924589,1.0043016783740686,0.0040728453364816675,2,1
"diabetes:No, var158:No",ant_inf:No,0.9508766233766234,0.9900946585530764,1.0041792506399747,0.003957412717152997,2,1
ant_inf:No,"diabetes:No, var158:No",0.9508766233766234,0.9644033192834562,1.0041792506399747,0.003957412717152997,1,2
diabetes:No,"ant_isq:No, var158:No",0.9508116883116883,0.9823225546759693,1.0030345671668166,0.0028765727778714556,1,2
"ant_isq:No, var158:No",diabetes:No,0.9508116883116883,0.9708593024797773,1.0030345671668166,0.0028765727778714556,2,1
"diabetes:No, var158:No",ant_isq:No,0.9508116883116883,0.9900270453008789,1.0029217535609483,0.0027699443413730096,2,1
ant_isq:No,"diabetes:No, var158:No",0.9508116883116883,0.963195632153664,1.0029217535609483,0.0027699443413730096,1,2
diabetes:No,"ant_clau:No, var158:No",0.9558116883116883,0.9874882597611699,1.0022618599039093,0.002157033226513616,1,2
"ant_clau:No, var158:No",diabetes:No,0.9558116883116883,0.9701113820602385,1.0022618599039093,0.002157033226513616,2,1
"diabetes:No, var158:No",ant_clau:No,0.9558116883116883,0.9952332657200812,1.0021310508754577,0.002032551863720755,2,1
ant_clau:No,"diabetes:No, var158:No",0.9558116883116883,0.9624362495096116,1.0021310508754577,0.002032551863720755,1,2
"e_con_pp:No, var158:No",diabetes:No,0.8628571428571429,0.9701748621910707,1.0023274438308392,0.0020035882948220562,2,1
diabetes:No,"e_con_pp:No, var158:No",0.8628571428571429,0.891453106131759,1.0023274438308392,0.0020035882948220562,1,2
"ant_clau:No, var158:No",ant_inf:No,0.9734090909090909,0.9879720556251236,1.002026452622952,0.001968578175071678,2,1
ant_inf:No,"ant_clau:No, var158:No",0.9734090909090909,0.9872563224446786,1.002026452622952,0.001968578175071678,1,2
"ant_inf:No, var158:No",ant_clau:No,0.9734090909090909,0.9951208178438662,1.002017823642967,0.0019602125147580862,2,1
ant_clau:No,"ant_inf:No, var158:No",0.9734090909090909,0.9801556165816661,1.002017823642967,0.0019602125147580862,1,2
"e_con_pp:No, var158:No",ant_inf:No,0.8786363636363637,0.9879166210345709,1.0019702294476023,0.00172771124978921,2,1
ant_inf:No,"e_con_pp:No, var158:No",0.8786363636363637,0.8911354056902002,1.0019702294476023,0.00172771124978921,1,2
"ant_inf:No, var158:No",ant_isq:No,0.9673051948051948,0.9888807753584706,1.0017605539087258,0.0017000000000001458,2,1
ant_isq:No,"ant_inf:No, var158:No",0.9673051948051948,0.9799039600052626,1.0017605539087258,0.0017000000000001458,1,2
"ant_isq:No, var158:No",ant_inf:No,0.9673051948051948,0.9877005702161518,1.0017511051981518,0.001690892224658569,2,1
ant_inf:No,"ant_isq:No, var158:No",0.9673051948051948,0.9810655953635407,1.0017511051981518,0.001690892224658569,1,2
e_con_pp:No,"diabetes:No, var158:No",0.8628571428571429,0.962027149321267,1.001705077724646,0.001468734187890064,1,2
"diabetes:No, var158:No",e_con_pp:No,0.8628571428571429,0.8984448951994591,1.001705077724646,0.001468734187890064,2,1
e_con_pp:No,"ant_inf:No, var158:No",0.8786363636363637,0.9796199095022625,1.0014701677067739,0.0012898465171192752,1,2
"ant_inf:No, var158:No",e_con_pp:No,0.8786363636363637,0.8982342007434945,1.0014701677067739,0.0012898465171192752,2,1
"e_con_pp:No, var158:No",ant_clau:No,0.8843831168831169,0.9943781257985617,1.0012699841308912,0.0011217279473773045,2,1
ant_clau:No,"e_con_pp:No, var158:No",0.8843831168831169,0.890512619327841,1.0012699841308912,0.0011217279473773045,1,2
"ant_clau:No, var158:No",ant_isq:No,0.9737012987012987,0.988268635075463,1.0011404407421478,0.0011091836734694605,2,1
ant_isq:No,"ant_clau:No, var158:No",0.9737012987012987,0.9863833706091305,1.0011404407421478,0.0011091836734694605,1,2
"ant_isq:No, var158:No",ant_clau:No,0.9737012987012987,0.9942315342792734,1.0011223766117963,0.0010916343396863981,2,1
ant_clau:No,"ant_isq:No, var158:No",0.9737012987012987,0.9804498496142279,1.0011223766117963,0.0010916343396863981,1,2
"e_con_pp:No, var158:No",ant_isq:No,0.8788311688311689,0.9881356550943672,1.0010057287497207,0.0008829777365492175,2,1
ant_isq:No,"e_con_pp:No, var158:No",0.8788311688311689,0.8902775950532825,1.0010057287497207,0.0008829777365492175,1,2
e_con_pp:No,"ant_clau:No, var158:No",0.8843831168831169,0.986027149321267,1.0007788901039683,0.0006883011469051015,1,2
"ant_clau:No, var158:No",e_con_pp:No,0.8843831168831169,0.8976141830883807,1.0007788901039685,0.0006883011469051015,2,1
e_con_pp:Sí,"e_con_ec:No, var158:No",0.10253246753246753,0.9946456692913386,1.0046267007992795,0.0004722023106763368,1,2
ant_inf:No,"eisq_ang:No, var158:No",0.9775324675324676,0.9914383561643837,1.0004685593952893,0.00045781750716822334,1,2
