variable,p_value,selected,observed_n
sexo,0.814074619961898,False,5711
insf_car,0.9102101501674758,False,5711
e_con_pp,0.2870455311401696,False,5711
e_con_cu,0.19636699193886353,False,5711
e_con_ec,0.34336342947983434,False,5711
e_con_lu,0.5632970672083595,False,5711
e_con_be,0.4475216395249596,False,5711
e_con_at,0.6610882487572565,False,5711
e_con_va,0.31103449851845827,False,5711
e_con_ar,0.1582282136958532,False,5711
e_con_ea,0.006855817820426789,True,5711
e_con_pr,0.6126768428604119,False,5711
e_con_ro,0.8001953560198629,False,5711
e_con_av,0.5351986489422148,False,5711
e_con_sm,0.3266709977509823,False,5711
sin_tvp_,0.04064195763027678,True,5711
var171,0.5254240359566578,False,5711
tv_l_ein,1.0,False,5711
tvp_prox,0.1509441359546771,False,5711
fr_cance,0.028050991240734464,True,5711
fr_cirug,0.24971818661886375,False,5711
fr_inmov,0.030062218432537674,True,5711
fr_tvp_a,0.6272072362677141,False,5711
fr_viaje,0.4719272040924587,False,5711
fr_estro,0.39783827104092817,False,5711
fr_embar,0.4160539045607784,False,5711
fr_varic,0.3503118112645286,False,5711
fr_antec,0.9721679069475871,False,5711
ana_dime,0.0015198130606696675,True,5711
ana_crea,0.22109600668364682,False,5711
edad,0.5587009767886411,False,5711
peso,0.9502849503039429,False,5711
tension_,0.00269550781742365,True,5711
ana_hemo,0.09052912075293694,True,5711
ana_plaq,0.17783408242119075,False,5711
ana_leuc,0.2928221370230343,False,5711
female_under45,0.7605729419149183,False,5711
