variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Complete cases,Excluded for missing predictors,5851,4505,5851,4505,0,0,2589.0,2237.0,44.2488463510511,49.65593784683685,-0.1085025947856685,4.65122574474765e-08,,,,,,,,,,
sexo,Sex,Male,Complete cases,Excluded for missing predictors,5851,4505,5851,4505,0,0,3262.0,2268.0,55.75115364894889,50.34406215316315,0.10850259478566837,4.65122574474765e-08,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,27.0,37.0,1.9438444924406046,2.611150317572336,-0.044741168570966425,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,17.0,21.0,1.2239020878329734,1.4820042342978124,-0.022342681225479912,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,4.0,3.0,0.28797696184305255,0.2117148906139732,0.015276657476235734,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,1321.0,1335.0,95.10439164866811,94.21312632321806,0.03964521962462997,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Negra,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,4.0,6.0,0.28797696184305255,0.4234297812279464,-0.022753380980130997,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Otras,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,0.0,2.0,0.0,0.14114326040931546,-0.05316817773513506,0.591852007573991,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Complete cases,Excluded for missing predictors,5851,4505,1389,1417,4462,3088,16.0,13.0,1.1519078473722102,0.9174311926605505,0.023173220384987623,0.591852007573991,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Complete cases,Excluded for missing predictors,5851,4505,2732,2692,3119,1813,2638.0,2584.0,96.5592972181552,95.98811292719168,0.030160127601562003,0.2823752416134152,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Complete cases,Excluded for missing predictors,5851,4505,2732,2692,3119,1813,94.0,108.0,3.4407027818448026,4.011887072808321,-0.030160127601562406,0.2823752416134152,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Complete cases,Excluded for missing predictors,5851,4505,2724,2687,3127,1818,2626.0,2585.0,96.40234948604993,96.20394491998512,0.010515292218107123,0.7190005086909215,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Complete cases,Excluded for missing predictors,5851,4505,2724,2687,3127,1818,98.0,102.0,3.5976505139500734,3.7960550800148867,-0.010515292218107077,0.7190005086909215,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Complete cases,Excluded for missing predictors,5851,4505,2716,2686,3135,1819,2659.0,2632.0,97.90132547864506,97.98957557706626,-0.006221095434459148,0.8482576240269242,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Complete cases,Excluded for missing predictors,5851,4505,2716,2686,3135,1819,57.0,54.0,2.0986745213549334,2.0104244229337302,0.006221095434459006,0.8482576240269242,,,,,,,,,,
fum_act,Current smoking,No,Complete cases,Excluded for missing predictors,5851,4505,2683,2653,3168,1852,2039.0,2118.0,75.99701826313829,79.83415001884659,-0.09260119650297298,0.0007613781028766506,,,,,,,,,,
fum_act,Current smoking,Yes,Complete cases,Excluded for missing predictors,5851,4505,2683,2653,3168,1852,644.0,535.0,24.002981736861724,20.16584998115341,0.09260119650297326,0.0007613781028766506,,,,,,,,,,
diabetes,Diabetes,No,Complete cases,Excluded for missing predictors,5851,4505,2747,2704,3104,1801,2494.0,2435.0,90.78995267564616,90.05177514792899,0.025084039573943003,0.3576655926472561,,,,,,,,,,
