variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Complete cases,Excluded for missing predictors,7632,15215,7632,15215,0,0,3439.0,7331.0,45.06027253668763,48.18271442655274,-0.06262256478398083,8.422520425632105e-06,,,,,,,,,,
sexo,Sex,Male,Complete cases,Excluded for missing predictors,7632,15215,7632,15215,0,0,4193.0,7884.0,54.93972746331237,51.81728557344726,0.06262256478398083,8.422520425632105e-06,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,108.0,202.0,2.807382375877307,3.618126455310765,-0.04598865834843287,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,41.0,82.0,1.0657655315830517,1.4687444026509047,-0.036032146857514914,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,22.0,23.0,0.5718741876787107,0.41196489342647324,0.022857348808172882,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,3621.0,5188.0,94.12529243566415,92.92495074332795,0.04879262066792598,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Negra,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,23.0,37.0,0.5978684689368339,0.6627261329034569,-0.008195307043312172,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Otras,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,4.0,12.0,0.10397712503249285,0.21493820526598603,-0.027812273917300488,0.09501299659402483,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Complete cases,Excluded for missing predictors,7632,15215,3847,5583,3785,9632,28.0,39.0,0.72783987522745,0.6985491671144546,0.003480813549552713,0.09501299659402483,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9751,0,5464,7377.0,9316.0,96.65880503144653,95.53891908522203,0.05786296734274354,0.00016877690090780751,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9751,0,5464,255.0,435.0,3.341194968553459,4.4610809147779715,-0.057862967342743765,0.00016877690090780751,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9739,0,5476,7363.0,9350.0,96.47536687631028,96.00575007700995,0.024690846686752005,0.1093730481505299,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9739,0,5476,269.0,389.0,3.524633123689727,3.9942499229900403,-0.024690846686751606,0.1093730481505299,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9724,0,5491,7439.0,9445.0,97.47117400419287,97.13081036610448,0.02100421235703094,0.17313607364993838,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9724,0,5491,193.0,279.0,2.5288259958071277,2.8691896338955165,-0.02100421235703071,0.17313607364993838,,,,,,,,,,
fum_act,Current smoking,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9571,0,5644,6009.0,7701.0,78.73427672955975,80.46181172291297,-0.04287849571749486,0.005350451459821258,,,,,,,,,,
fum_act,Current smoking,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9571,0,5644,1623.0,1870.0,21.26572327044025,19.538188277087034,0.042878495717494795,0.005350451459821258,,,,,,,,,,
diabetes,Diabetes,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9777,0,5438,6862.0,8599.0,89.91090146750524,87.95131430909277,0.06248813026234855,4.6634607695110935e-05,,,,,,,,,,
diabetes,Diabetes,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9777,0,5438,770.0,1178.0,10.08909853249476,12.04868569090723,-0.062488130262348326,4.6634607695110935e-05,,,,,,,,,,
hip_art,Hypertension,No,Complete cases,Excluded for missing predictors,7632,15215,7632,9932,0,5283,5047.0,6289.0,66.12945492662475,63.32057994361659,0.058809920699273724,0.00011790321435895822,,,,,,,,,,
hip_art,Hypertension,Yes,Complete cases,Excluded for missing predictors,7632,15215,7632,9932,0,5283,2585.0,3643.0,33.87054507337526,36.67942005638341,-0.05880992069927361,0.00011790321435895822,,,,,,,,,,
