candidate,auc,C,selected,outer_fold,inner_splits,analysis,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
0,0.495763350085229,0.01,False,1,5,primary_complete_case,lasso,,,,,,,
1,0.4851914712278846,0.1,False,1,5,primary_complete_case,lasso,,,,,,,
2,0.5434199215305943,1.0,True,1,5,primary_complete_case,lasso,,,,,,,
3,0.5409686710162818,10.0,False,1,5,primary_complete_case,lasso,,,,,,,
0,0.495763350085229,0.01,False,2,5,primary_complete_case,lasso,,,,,,,
1,0.5013629283489097,0.1,False,2,5,primary_complete_case,lasso,,,,,,,
2,0.5093118130253335,1.0,True,2,5,primary_complete_case,lasso,,,,,,,
3,0.5025146211720449,10.0,False,2,5,primary_complete_case,lasso,,,,,,,
0,0.4929768779756657,0.01,False,3,5,primary_complete_case,lasso,,,,,,,
1,0.5215203079997649,0.1,True,3,5,primary_complete_case,lasso,,,,,,,
2,0.4745350981602304,1.0,False,3,5,primary_complete_case,lasso,,,,,,,
3,0.4723474328454711,10.0,False,3,5,primary_complete_case,lasso,,,,,,,
0,0.495763350085229,0.01,False,4,5,primary_complete_case,lasso,,,,,,,
1,0.5527510212778464,0.1,False,4,5,primary_complete_case,lasso,,,,,,,
2,0.6204244548286605,1.0,True,4,5,primary_complete_case,lasso,,,,,,,
3,0.6162456650796451,10.0,False,4,5,primary_complete_case,lasso,,,,,,,
0,0.4957282851433944,0.01,False,5,5,primary_complete_case,lasso,,,,,,,
1,0.5237138942759755,0.1,False,5,5,primary_complete_case,lasso,,,,,,,
2,0.5275007713328632,1.0,True,5,5,primary_complete_case,lasso,,,,,,,
3,0.521353983015985,10.0,False,5,5,primary_complete_case,lasso,,,,,,,
0,0.5317652309998236,,False,1,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5404167034032799,,False,1,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5321417812848998,,False,1,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5460484262034914,,True,1,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.49929373861164994,,False,2,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5069891406571445,,False,2,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5176161244342562,,True,2,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5097930626579674,,False,2,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5207525127843414,,False,3,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5275772570975137,,False,3,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5248642582143067,,False,3,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5404984423676011,,True,3,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6211279609710222,,False,4,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6385264209721977,,True,4,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6366087697642979,,False,4,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.6109583480279785,,False,4,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5206157072755054,,False,5,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5223860998472026,,False,5,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5476426598495534,,True,5,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5083891631405736,,False,5,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5186261709424242,,False,1,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5391474011721455,,True,1,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5364255419760758,,False,1,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5230066516434518,,False,1,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.533591427142639,,False,2,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5472301209180481,,False,2,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5542057678264672,,True,2,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5423155628370023,,False,2,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5453945667584021,,False,3,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5719507338837462,,True,3,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5586973563505963,,False,3,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5643483654407472,,False,3,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5320912077687665,,False,4,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5822038857641171,,True,4,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5697513510165917,,False,4,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5478253282893428,,False,4,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5344969786898304,,False,5,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5633852691959012,,True,5,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5459465945427069,,False,5,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5563450651933897,,False,5,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
