bin,n,predicted,observed,absolute_error,outcome,analysis,validation,model
0,7209,0.017131017485893345,0.016645859342488557,0.00048515814340478747,var154,primary_complete_case,nested_cv,Logistic LASSO
0,7209,0.016656929105935758,0.016645859342488557,1.106976344720026e-05,var154,primary_complete_case,nested_cv,Automatic integer score
0,423,0.018492753350246433,0.004728132387706856,0.013764620962539578,var154,primary_complete_case,temporal_holdout,Logistic LASSO
0,423,0.018522626156707717,0.004728132387706856,0.013794493769000861,var154,primary_complete_case,temporal_holdout,Automatic integer score
0,7208,0.018570184324672664,0.016648168701442843,0.001922015623229821,var154,primary_complete_case,nested_cv,XGBoost
1,1,0.13504564762115479,0.0,0.13504564762115479,var154,primary_complete_case,nested_cv,XGBoost
0,423,0.017477227304456645,0.004728132387706856,0.01274909491674979,var154,primary_complete_case,temporal_holdout,XGBoost
0,21757,0.01620323070083405,0.016040814450521673,0.00016241625031237703,var154,sensitivity_native_missing,nested_cv,XGBoost
1,5,0.11432033777236938,0.0,0.11432033777236938,var154,sensitivity_native_missing,nested_cv,XGBoost
0,1085,0.015894353779007074,0.005529953917050691,0.010364399861956383,var154,sensitivity_native_missing,temporal_holdout,XGBoost
