variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Development eligible,Temporal eligible,10065,230,10065,230,0,0,4700.0,91.0,46.696472925981126,39.565217391304344,0.1443650602510978,0.0325185821004836,,,,,,,,,,
sexo,Sex,Male,Development eligible,Temporal eligible,10065,230,10065,230,0,0,5365.0,139.0,53.303527074018874,60.43478260869565,-0.1443650602510977,0.0325185821004836,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,55.0,12.0,2.111324376199616,5.825242718446602,-0.19111620194106282,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,35.0,4.0,1.3435700575815739,1.9417475728155338,-0.047073150948923496,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,9.0,2.0,0.345489443378119,0.9708737864077669,-0.07739858878291211,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,2470.0,177.0,94.81765834932821,85.92233009708737,0.3050207986795782,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Negra,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,8.0,6.0,0.3071017274472169,2.912621359223301,-0.20814384337598638,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Otras,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,3.0,0.0,0.11516314779270634,0.0,0.04801998046867725,4.343613329530713e-08,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Development eligible,Temporal eligible,10065,230,2605,206,7460,24,25.0,5.0,0.9596928982725527,2.4271844660194173,-0.11392079706603321,4.343613329530713e-08,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Development eligible,Temporal eligible,10065,230,5146,226,4919,4,4946.0,218.0,96.11348620287602,96.46017699115043,-0.01833600768157182,1.0,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Development eligible,Temporal eligible,10065,230,5146,226,4919,4,200.0,8.0,3.8865137971239796,3.5398230088495577,0.018336007681572085,1.0,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Development eligible,Temporal eligible,10065,230,5131,226,4934,4,4943.0,219.0,96.33599688169947,96.90265486725663,-0.03135744939879922,0.855362542321783,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Development eligible,Temporal eligible,10065,230,5131,226,4934,4,188.0,7.0,3.664003118300526,3.0973451327433628,0.031357449398799316,0.855362542321783,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Development eligible,Temporal eligible,10065,230,5125,226,4940,4,5017.0,223.0,97.89268292682927,98.67256637168141,-0.06005572625992172,0.6306471500483226,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Development eligible,Temporal eligible,10065,230,5125,226,4940,4,108.0,3.0,2.107317073170732,1.3274336283185841,0.06005572625992178,0.6306471500483226,,,,,,,,,,
fum_act,Current smoking,No,Development eligible,Temporal eligible,10065,230,5058,225,5007,5,3957.0,166.0,78.23250296559905,73.77777777777777,0.10445562785545817,0.11803602097982077,,,,,,,,,,
fum_act,Current smoking,Yes,Development eligible,Temporal eligible,10065,230,5058,225,5007,5,1101.0,59.0,21.767497034400947,26.222222222222225,-0.10445562785545823,0.11803602097982077,,,,,,,,,,
diabetes,Diabetes,No,Development eligible,Temporal eligible,10065,230,5174,225,4891,5,4674.0,205.0,90.33629686896019,91.11111111111111,-0.02671090716605541,0.8172665820942902,,,,,,,,,,
diabetes,Diabetes,Yes,Development eligible,Temporal eligible,10065,230,5174,225,4891,5,500.0,20.0,9.663703131039815,8.88888888888889,0.02671090716605551,0.8172665820942902,,,,,,,,,,
hip_art,Hypertension,No,Development eligible,Temporal eligible,10065,230,5276,227,4789,3,3515.0,155.0,66.62244124336618,68.28193832599119,-0.03542302837741925,0.6661737558747063,,,,,,,,,,
hip_art,Hypertension,Yes,Development eligible,Temporal eligible,10065,230,5276,227,4789,3,1761.0,72.0,33.37755875663381,31.718061674008812,0.03542302837741913,0.6661737558747063,,,,,,,,,,
insf_car,Heart failure,No,Development eligible,Temporal eligible,10065,230,10054,226,11,4,9752.0,221.0,96.99622040978714,97.78761061946902,-0.04967092946840616,0.6905145081778665,,,,,,,,,,
insf_car,Heart failure,Yes,Development eligible,Temporal eligible,10065,230,10054,226,11,4,302.0,5.0,3.003779590212851,2.2123893805309733,0.04967092946840634,0.6905145081778665,,,,,,,,,,
fibr_aur,Atrial fibrillation,No,Development eligible,Temporal eligible,10065,230,2875,226,7190,4,2803.0,222.0,97.49565217391304,98.23008849557522,-0.050800710822879604,0.6556947780745644,,,,,,,,,,
fibr_aur,Atrial fibrillation,Yes,Development eligible,Temporal eligible,10065,230,2875,226,7190,4,72.0,4.0,2.5043478260869567,1.7699115044247788,0.05080071082287953,0.6556947780745644,,,,,,,,,,
trat_est,Statin treatment,No,Development eligible,Temporal eligible,10065,230,5100,226,4965,4,4300.0,190.0,84.31372549019608,84.070796460177,0.006659028264907513,0.9255358034139636,,,,,,,,,,
trat_est,Statin treatment,Yes,Development eligible,Temporal eligible,10065,230,5100,226,4965,4,800.0,36.0,15.686274509803921,15.929203539823009,-0.006659028264907436,0.9255358034139636,,,,,,,,,,
e_con_pp,Chronic lung disease,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,9274.0,219.0,92.1410829607551,95.21739130434783,-0.12667555719237228,0.10404627660537227,,,,,,,,,,
e_con_pp,Chronic lung disease,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,791.0,11.0,7.858917039244909,4.782608695652174,0.1266755571923721,0.10404627660537227,,,,,,,,,,
e_con_cu,Ulcerative colitis,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10031.0,230.0,99.6621957277695,100.0,-0.08233459264517713,1.0,,,,,,,,,,
e_con_cu,Ulcerative colitis,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,34.0,0.0,0.33780427223050175,0.0,0.08233459264517712,1.0,,,,,,,,,,
e_con_ec,Crohn disease,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10032.0,228.0,99.672131147541,99.1304347826087,0.07026142433276787,0.18367455731083185,,,,,,,,,,
e_con_ec,Crohn disease,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,33.0,2.0,0.32786885245901637,0.8695652173913043,-0.0702614243327677,0.18367455731083185,,,,,,,,,,
e_con_lu,Known lupus,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10037.0,228.0,99.72180824639841,99.1304347826087,0.07834920631257897,0.14404113665980153,,,,,,,,,,
e_con_lu,Known lupus,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,28.0,2.0,0.27819175360158965,0.8695652173913043,-0.07834920631257894,0.14404113665980153,,,,,,,,,,
e_con_be,Behcet disease,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10055.0,230.0,99.90064580228515,100.0,-0.04459888080512869,1.0,,,,,,,,,,
e_con_be,Behcet disease,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10.0,0.0,0.09935419771485346,0.0,0.04459888080512912,1.0,,,,,,,,,,
e_con_at,Temporal arteritis,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10061.0,230.0,99.96025832091406,100.0,-0.028198396896207543,1.0,,,,,,,,,,
e_con_at,Temporal arteritis,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,4.0,0.0,0.03974167908594138,0.0,0.028198396896209392,1.0,,,,,,,,,,
e_con_va,Other vasculitis,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10034.0,227.0,99.69200198708396,98.69565217391305,0.11159131122952048,0.03961544292223139,,,,,,,,,,
e_con_va,Other vasculitis,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,31.0,3.0,0.3079980129160457,1.3043478260869565,-0.11159131122951997,0.03961544292223139,,,,,,,,,,
e_con_ar,Rheumatoid arthritis,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10010.0,229.0,99.4535519125683,99.56521739130434,-0.015981966367906615,1.0,,,,,,,,,,
e_con_ar,Rheumatoid arthritis,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,55.0,1.0,0.546448087431694,0.43478260869565216,0.01598196636790615,1.0,,,,,,,,,,
e_con_ea,Ankylosing spondylitis,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10056.0,229.0,99.91058122205662,99.56521739130434,0.06758658410395907,0.2023160088772414,,,,,,,,,,
e_con_ea,Ankylosing spondylitis,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,9.0,1.0,0.08941877794336811,0.43478260869565216,-0.0675865841039607,0.2023160088772414,,,,,,,,,,
e_con_pr,Polymyalgia rheumatica,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10054.0,230.0,99.89071038251366,100.0,-0.0467780269724993,1.0,,,,,,,,,,
e_con_pr,Polymyalgia rheumatica,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,11.0,0.0,0.1092896174863388,0.0,0.0467780269724988,1.0,,,,,,,,,,
e_con_ro,Rendu-Osler disease,No,Development eligible,Temporal eligible,10065,230,10065,230,0,0,10064.0,230.0,99.9900645802285,100.0,-0.014097096860868038,1.0,,,,,,,,,,
e_con_ro,Rendu-Osler disease,Yes,Development eligible,Temporal eligible,10065,230,10065,230,0,0,1.0,0.0,0.009935419771485345,0.0,0.014097096860865023,1.0,,,,,,,,,,
