variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,2639.0,2325.0,44.12305634509279,49.42602040816326,-0.10643103337463171,4.995388192914206e-08,,,,,,,,,,
sexo,Sex,Male,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,3342.0,2379.0,55.87694365490721,50.57397959183674,0.10643103337463171,4.995388192914206e-08,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,30.0,43.0,2.0026702269692924,2.7741935483870965,-0.05054528296530989,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,20.0,24.0,1.335113484646195,1.5483870967741935,-0.017892168835296787,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,6.0,5.0,0.4005340453938585,0.3225806451612903,0.012987996435186597,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,1421.0,1453.0,94.85981308411215,93.74193548387096,0.04823458445899078,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Negra,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,5.0,8.0,0.33377837116154874,0.5161290322580645,-0.02803521810442616,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Otras,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,0.0,4.0,0.0,0.25806451612903225,-0.07193500012656065,0.2989115039101161,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Complete cases,Excluded for missing predictors,5981,4704,1498,1550,4483,3154,16.0,13.0,1.0680907877169559,0.8387096774193548,0.023606439490599714,0.2989115039101161,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Complete cases,Excluded for missing predictors,5981,4704,2862,2875,3119,1829,2763.0,2756.0,96.54088050314465,95.86086956521739,0.03557568685580907,0.18966147017903034,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Complete cases,Excluded for missing predictors,5981,4704,2862,2875,3119,1829,99.0,119.0,3.459119496855346,4.139130434782609,-0.03557568685580886,0.18966147017903034,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Complete cases,Excluded for missing predictors,5981,4704,2853,2869,3128,1835,2753.0,2758.0,96.49491763056432,96.13105611711397,0.019309747496008542,0.4834588945404862,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Complete cases,Excluded for missing predictors,5981,4704,2853,2869,3128,1835,100.0,111.0,3.505082369435682,3.868943882886023,-0.019309747496008806,0.4834588945404862,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Complete cases,Excluded for missing predictors,5981,4704,2845,2869,3136,1835,2789.0,2806.0,98.03163444639719,97.80411293133497,0.015934987683633366,0.5789094134579671,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Complete cases,Excluded for missing predictors,5981,4704,2845,2869,3136,1835,56.0,63.0,1.968365553602812,2.1958870686650402,-0.015934987683633703,0.5789094134579671,,,,,,,,,,
fum_act,Current smoking,No,Complete cases,Excluded for missing predictors,5981,4704,2811,2837,3170,1867,2160.0,2277.0,76.8409818569904,80.26083891434614,-0.08338829075990299,0.0018497763299669431,,,,,,,,,,
fum_act,Current smoking,Yes,Complete cases,Excluded for missing predictors,5981,4704,2811,2837,3170,1867,651.0,560.0,23.159018143009604,19.73916108565386,0.08338829075990298,0.0018497763299669431,,,,,,,,,,
diabetes,Diabetes,No,Complete cases,Excluded for missing predictors,5981,4704,2877,2887,3104,1817,2610.0,2587.0,90.71949947862356,89.60859023207482,0.0373103373686345,0.15732747419409876,,,,,,,,,,
diabetes,Diabetes,Yes,Complete cases,Excluded for missing predictors,5981,4704,2877,2887,3104,1817,267.0,300.0,9.280500521376434,10.391409767925182,-0.037310337368634365,0.15732747419409876,,,,,,,,,,
hip_art,Hypertension,No,Complete cases,Excluded for missing predictors,5981,4704,2935,2936,3046,1768,1946.0,1913.0,66.30323679727428,65.15667574931881,0.024159607067923153,0.3641964480978057,,,,,,,,,,
hip_art,Hypertension,Yes,Complete cases,Excluded for missing predictors,5981,4704,2935,2936,3046,1768,989.0,1023.0,33.69676320272572,34.8433242506812,-0.02415960706792327,0.3641964480978057,,,,,,,,,,
insf_car,Heart failure,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4678,0,26,5825.0,4519.0,97.39174051162013,96.60111158614792,0.04633318743935324,0.018073038679260925,,,,,,,,,,
insf_car,Heart failure,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4678,0,26,156.0,159.0,2.6082594883798693,3.3988884138520734,-0.046333187439353295,0.018073038679260925,,,,,,,,,,
fibr_aur,Atrial fibrillation,No,Complete cases,Excluded for missing predictors,5981,4704,1539,1833,4442,2871,1502.0,1783.0,97.59584145549057,97.2722313147845,0.02046747500458364,0.5868267705964549,,,,,,,,,,
fibr_aur,Atrial fibrillation,Yes,Complete cases,Excluded for missing predictors,5981,4704,1539,1833,4442,2871,37.0,50.0,2.4041585445094213,2.7277686852154934,-0.020467475004584065,0.5868267705964549,,,,,,,,,,
trat_est,Statin treatment,No,Complete cases,Excluded for missing predictors,5981,4704,2832,2859,3149,1845,2388.0,2385.0,84.32203389830508,83.42077649527808,0.02450621387831554,0.3676368945331002,,,,,,,,,,
trat_est,Statin treatment,Yes,Complete cases,Excluded for missing predictors,5981,4704,2832,2859,3149,1845,444.0,474.0,15.677966101694915,16.57922350472193,-0.024506213878315617,0.3676368945331002,,,,,,,,,,
e_con_pp,Chronic lung disease,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5533.0,4316.0,92.50961377696038,91.75170068027211,0.02815082403448477,0.15701211107868884,,,,,,,,,,
e_con_pp,Chronic lung disease,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,448.0,388.0,7.490386223039626,8.24829931972789,-0.02815082403448467,0.15701211107868884,,,,,,,,,,
e_con_cu,Ulcerative colitis,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5954.0,4694.0,99.54857047316501,99.7874149659864,-0.04152954575573145,0.045462560807238206,,,,,,,,,,
e_con_cu,Ulcerative colitis,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,27.0,10.0,0.45142952683497745,0.21258503401360546,0.04152954575573044,0.045462560807238206,,,,,,,,,,
e_con_ec,Crohn disease,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5967.0,4683.0,99.76592543053002,99.55357142857143,0.03647310127504013,0.061730275724583936,,,,,,,,,,
e_con_ec,Crohn disease,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,14.0,21.0,0.2340745694699883,0.4464285714285714,-0.036473101275040415,0.061730275724583936,,,,,,,,,,
e_con_lu,Known lupus,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5959.0,4691.0,99.63216853369002,99.7236394557823,-0.016143774665989916,0.4961916249021538,,,,,,,,,,
e_con_lu,Known lupus,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,22.0,13.0,0.3678314663099816,0.2763605442176871,0.016143774665989766,0.4961916249021538,,,,,,,,,,
e_con_be,Behcet disease,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5972.0,4702.0,99.84952349105501,99.95748299319727,-0.034776013542129704,0.12697417463821875,,,,,,,,,,
e_con_be,Behcet disease,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,9.0,2.0,0.15047650894499248,0.04251700680272109,0.03477601354212933,0.12697417463821875,,,,,,,,,,
e_con_at,Temporal arteritis,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5978.0,4702.0,99.94984116368501,99.95748299319727,-0.0035508342373457395,1.0,,,,,,,,,,
e_con_at,Temporal arteritis,Yes,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,3.0,2.0,0.05015883631499749,0.04251700680272109,0.0035508342373474634,1.0,,,,,,,,,,
e_con_va,Other vasculitis,No,Complete cases,Excluded for missing predictors,5981,4704,5981,4704,0,0,5959.0,4685.0,99.63216853369002,99.59608843537416,0.005819527444178894,0.7558435605168353,,,,,,,,,,
