Model,Threshold,Decision_Rule,Selected_Threshold,TP,FP,TN,FN,Sensitivity,Specificity,PPV,NPV,Predicted_Positive_Count,Predicted_Negative_Count
Automatic Integer Score,0.0,score >= threshold,False,1980,28720,0,0,1.0,0.0,0.06449511400651466,,30700,0
Automatic Integer Score,1.0,score >= threshold,True,1870,16987,11733,110,0.9444444444444444,0.4085306406685237,0.09916741793498436,0.9907118128852487,18857,11843
Automatic Integer Score,2.0,score >= threshold,False,1747,12236,16484,233,0.8823232323232323,0.5739554317548746,0.1249374240148752,0.9860620924807083,13983,16717
Automatic Integer Score,3.0,score >= threshold,False,1539,8844,19876,441,0.7772727272727272,0.6920612813370474,0.14822305691996532,0.9782940394743318,10383,20317
Automatic Integer Score,4.0,score >= threshold,False,1158,4693,24027,822,0.5848484848484848,0.8365947075208914,0.19791488634421467,0.9669201979958952,5851,24849
Automatic Integer Score,5.0,score >= threshold,False,857,3053,25667,1123,0.43282828282828284,0.8936977715877438,0.21918158567774937,0.9580813736468832,3910,26790
Automatic Integer Score,6.0,score >= threshold,False,480,1433,27287,1500,0.24242424242424243,0.9501044568245125,0.2509147935180345,0.9478931462118317,1913,28787
Automatic Integer Score,7.0,score >= threshold,False,294,791,27929,1686,0.1484848484848485,0.972458217270195,0.2709677419354839,0.9430693905115651,1085,29615
Automatic Integer Score,8.0,score >= threshold,False,145,376,28344,1835,0.07323232323232323,0.9869080779944289,0.2783109404990403,0.939196129759104,521,30179
Automatic Integer Score,9.0,score >= threshold,False,69,162,28558,1911,0.03484848484848485,0.9943593314763232,0.2987012987012987,0.9372805146214185,231,30469
Automatic Integer Score,10.0,score >= threshold,False,28,75,28645,1952,0.014141414141414142,0.9973885793871866,0.27184466019417475,0.9362028957087296,103,30597
Automatic Integer Score,11.0,score >= threshold,False,12,38,28682,1968,0.006060606060606061,0.9986768802228412,0.24,0.9357911908646003,50,30650
Automatic Integer Score,12.0,score >= threshold,False,7,13,28707,1973,0.0035353535353535356,0.9995473537604457,0.35,0.9356910039113429,20,30680
Automatic Integer Score,13.0,score >= threshold,False,3,3,28717,1977,0.0015151515151515152,0.9998955431754875,0.5,0.935590017593015,6,30694
Automatic Integer Score,14.0,score >= threshold,False,1,0,28720,1979,0.000505050505050505,1.0,1.0,0.9355353594579628,1,30699
Association-Guided Integer Score,0.0,score <= threshold,False,707,9055,19665,1273,0.3570707070707071,0.6847144846796658,0.07242368367137882,0.9392014519056261,9762,20938
Association-Guided Integer Score,1.0,score <= threshold,False,1606,22215,6505,374,0.8111111111111111,0.22649721448467966,0.0674195037991688,0.9456316325047245,23821,6879
Association-Guided Integer Score,2.0,score <= threshold,False,1623,22588,6132,357,0.8196969696969697,0.21350974930362118,0.06703564495477263,0.9449838187702265,24211,6489
Association-Guided Integer Score,3.0,score <= threshold,False,1768,25018,3702,212,0.8929292929292929,0.12889972144846798,0.0660046292839543,0.945835462442514,26786,3914
Association-Guided Integer Score,4.0,score <= threshold,False,1771,25108,3612,209,0.8944444444444445,0.12576601671309193,0.06588786785222664,0.9453022768908662,26879,3821
Association-Guided Integer Score,5.0,score <= threshold,False,1780,25291,3429,200,0.898989898989899,0.1193941504178273,0.06575301983672564,0.9448883990079912,27071,3629
Association-Guided Integer Score,6.0,score <= threshold,True,1787,25487,3233,193,0.9025252525252525,0.11256963788300836,0.06552027572046638,0.9436660828955049,27274,3426
Association-Guided Integer Score,7.0,score <= threshold,False,1793,25575,3145,187,0.9055555555555556,0.10950557103064067,0.0655144694533762,0.9438775510204082,27368,3332
Association-Guided Integer Score,10.0,score <= threshold,False,1810,25988,2732,170,0.9141414141414141,0.09512534818941504,0.06511259802863516,0.9414197105444521,27798,2902
Association-Guided Integer Score,11.0,score <= threshold,False,1960,28404,316,20,0.98989898989899,0.011002785515320334,0.06455012514820181,0.9404761904761905,30364,336
Association-Guided Integer Score,13.0,score <= threshold,False,1962,28421,299,18,0.990909090909091,0.010410863509749303,0.06457558503110292,0.943217665615142,30383,317
Association-Guided Integer Score,14.0,score <= threshold,False,1967,28488,232,13,0.9934343434343434,0.00807799442896936,0.06458709571498933,0.9469387755102041,30455,245
Association-Guided Integer Score,15.0,score <= threshold,False,1967,28496,224,13,0.9934343434343434,0.007799442896935933,0.06457013426123494,0.9451476793248945,30463,237
Association-Guided Integer Score,16.0,score <= threshold,False,1972,28567,153,8,0.9959595959595959,0.005327298050139276,0.06457316873506008,0.9503105590062112,30539,161
Association-Guided Integer Score,59.0,score <= threshold,False,1972,28574,146,8,0.9959595959595959,0.005083565459610028,0.06455837098147058,0.948051948051948,30546,154
Association-Guided Integer Score,60.0,score <= threshold,False,1974,28650,70,6,0.996969696969697,0.002437325905292479,0.06445924764890282,0.9210526315789473,30624,76
Association-Guided Integer Score,69.0,score <= threshold,False,1974,28667,53,6,0.996969696969697,0.0018454038997214484,0.0644234848732091,0.8983050847457628,30641,59
Association-Guided Integer Score,70.0,score <= threshold,False,1980,28720,0,0,1.0,0.0,0.06449511400651466,,30700,0
