iteration,variable,missing_n,imputed_mean,imputed_sd,imputation
1,raza,546,2.871794871794872,0.7071399872623687,1
1,ant_inf,31,0.03225806451612903,0.17668469596940847,1
1,ant_isq,31,0.03225806451612903,0.17668469596940847,1
1,ant_clau,32,0.0,0.0,1
1,fum_act,39,0.3333333333333333,0.4714045207910317,1
1,diabetes,30,0.16666666666666666,0.37267799624996495,1
1,hip_art,31,0.2903225806451613,0.4539112025635577,1
1,insf_car,6,0.0,0.0,1
1,fibr_aur,241,0.016597510373443983,0.12775771218539964,1
1,trat_est,37,0.2702702702702703,0.4440993709501347,1
1,var171,26,0.0,0.0,1
1,tv_l_esu,463,0.012958963282937365,0.11309742947374553,1
1,tvp_orig,1618,0.22991347342398022,0.42077698150219783,1
1,tv_l_ein,355,0.7690140845070422,0.42146342941806697,1
1,tvp_prox,685,0.8423357664233576,0.3644258813906228,1
1,tv_l_svc,600,0.0,0.0,1
1,tv_l_vre,621,0.008051529790660225,0.08936835378751438,1
1,tv_l_vrn,611,0.0,0.0,1
1,tv_l_vca,1173,0.0392156862745098,0.1941077438551307,1
1,tv_l_yug,1183,0.006762468300929839,0.08195570342208501,1
1,tv_l_ova,1187,0.0016849199663016006,0.04101318094233559,1
1,tv_l_sup,1184,0.008445945945945946,0.09151290588230769,1
1,tv_l_pul,1184,0.002533783783783784,0.05027289253186869,1
1,tv_l_ove,611,0.022913256955810146,0.14962700161229978,1
1,fr_antfa,888,0.1463963963963964,0.3535031704504863,1
1,fr_tvs_a,338,0.05917159763313609,0.23594558624114656,1
1,fr_viaje,10,0.1,0.30000000000000004,1
1,fr_estro,15,0.0,0.0,1
1,fr_varic,39,0.23076923076923078,0.4213250442347431,1
1,ana_dime,233,1.6266094420600858,0.5179814795238645,1
1,ana_crea,66,0.9393939393939394,0.23860629921247914,1
1,ana_trop,1066,0.8846153846153846,0.31948553318915673,1
1,tension_,83,132.0,20.943987261494375,1
1,ana_hemo,4,14.05,0.9205976319760989,1
1,ana_plaq,5,194.2,115.93687937839279,1
1,ana_leuc,14,8.617142857142857,3.929629987255123,1
1,ana_neu,1323,6.915885109599396,3.0793305739193415,1
1,protcrea,1652,59.645266343825675,48.59315830951128,1
1,splanchnic,586,0.020477815699658702,0.14162794485492441,1
2,raza,546,2.871794871794872,0.6333607681916557,1
2,ant_inf,31,0.03225806451612903,0.17668469596940845,1
2,ant_isq,31,0.03225806451612903,0.17668469596940845,1
2,ant_clau,32,0.03125,0.17399263633843817,1
2,fum_act,39,0.23076923076923078,0.42132504423474315,1
2,diabetes,30,0.03333333333333333,0.17950549357115012,1
2,hip_art,31,0.3225806451612903,0.4674637660061109,1
2,insf_car,6,0.16666666666666666,0.37267799624996495,1
2,fibr_aur,241,0.024896265560165973,0.15580899050222893,1
2,trat_est,37,0.1891891891891892,0.3916588309780929,1
2,var171,26,0.038461538461538464,0.1923076923076923,1
2,tv_l_esu,463,0.012958963282937365,0.11309742947374554,1
2,tvp_orig,1618,0.2657601977750309,0.4417371560709008,1
2,tv_l_ein,355,0.7690140845070422,0.42146342941806697,1
2,tvp_prox,685,0.8160583941605839,0.3874365644600842,1
2,tv_l_svc,600,0.016666666666666666,0.12801909579781015,1
