group,variable,label,n,source_null_n,missing_n,missing_pct,not_performed_n
Globally tested,e_con_va,Other vasculitis,22874,0,0,0.0,0
Globally tested,e_con_ar,Rheumatoid arthritis,22874,0,0,0.0,0
Globally tested,e_con_ea,Ankylosing spondylitis,22874,0,0,0.0,0
Globally tested,e_con_pr,Polymyalgia rheumatica,22874,0,0,0.0,0
Globally tested,e_con_ro,Rendu-Osler disease,22874,0,0,0.0,0
Globally tested,e_con_av,Vena cava agenesis,22874,0,0,0.0,0
Globally tested,e_con_sm,May-Thurner syndrome,22874,0,0,0.0,0
Globally tested,sin_tvp_,Index VTE presentation,22874,0,0,0.0,0
Globally tested,var171,Syncope,22874,1007,1007,4.402378246043543,0
Globally tested,tv_l_esu,Upper-extremity thrombosis,22874,12878,12878,56.29972894989945,0
Globally tested,tvp_orig,Upper-extremity catheter relationship,22874,21831,21831,95.44023782460435,0
Globally tested,tv_l_ein,Lower-extremity thrombosis,22874,5943,5943,25.981463670542976,0
Globally tested,tvp_prox,DVT proximal/distal location,22874,8947,8947,39.11427821981289,0
Globally tested,tv_l_svc,Cerebral sinus thrombosis,22874,14703,14703,64.278219812888,0
Globally tested,tv_l_vre,Retinal vein thrombosis,22874,15458,15458,67.57891055346683,0
Globally tested,tv_l_vrn,Renal vein thrombosis,22874,15398,15398,67.31660400454665,0
Globally tested,tv_l_vca,Vena cava thrombosis,22874,18965,18965,82.91072833785084,0
Globally tested,tv_l_yug,Jugular vein thrombosis,22874,19094,19094,83.4746874180292,0
Globally tested,tv_l_ova,Ovarian vein thrombosis,22874,19109,19109,83.54026405525926,0
Globally tested,tv_l_sup,Suprahepatic vein thrombosis,22874,19099,19099,83.4965462971059,0
Globally tested,tv_l_pul,Pulmonary vein thrombosis,22874,19104,19104,83.51840517618257,0
Globally tested,tv_l_ove,Other vein thrombosis,22874,15418,15418,67.40403952085337,0
Globally tested,fr_cance,Active cancer,22874,0,0,0.0,0
Globally tested,fr_cirug,Recent surgery,22874,0,0,0.0,0
Globally tested,fr_inmov,Recent immobilization,22874,0,0,0.0,0
Globally tested,fr_tvp_a,Prior VTE,22874,0,0,0.0,0
Globally tested,fr_antfa,Family history of VTE,22874,15845,15845,69.27078779400192,0
Globally tested,fr_tvs_a,Prior superficial thrombosis,22874,12323,12323,53.873393372387866,0
Globally tested,fr_viaje,Recent prolonged travel,22874,395,395,1.7268514470577951,0
Globally tested,fr_estro,Recent hormone exposure,22874,284,284,1.2415843315554778,0
Globally tested,fr_embar,Pregnancy,22874,0,0,0.0,0
Globally tested,fr_varic,Varicose veins,22874,816,816,3.5673690653143306,0
Globally tested,fr_antec,Recent delivery,22874,94,94,0.41094692664160176,0
Globally tested,ana_dime,Recorded categorical D-dimer,22874,1603,1603,7.007956631983912,5064
Globally tested,ana_crea,Recorded creatinine category,22874,754,754,3.2963189647634867,0
Globally tested,ana_trop,Recorded troponin category,22874,15169,15169,66.31546734283465,0
Globally tested,edad,Age (years),22874,0,0,0.0,0
Globally tested,peso,Weight (kg),22874,0,20,0.08743551630672379,0
Globally tested,tension_,Systolic BP (mmHg),22874,0,1042,4.555390399580309,0
Globally tested,ana_hemo,Hemoglobin (g/dL),22874,38,52,0.22733234239748187,0
Globally tested,ana_plaq,Platelets (10^9/L),22874,37,40,0.17487103261344758,0
Globally tested,ana_leuc,Leukocytes (10^9/L),22874,38,110,0.48089533968698084,0
Globally tested,ana_neu,Neutrophils (10^9/L),22874,18945,18948,82.83640814899012,0
Globally tested,protcrea,C-reactive protein (mg/dL),22874,22220,22240,97.22829413307686,0
Globally tested,female_under45,Female and age <45,22874,0,0,0.0,0
Globally tested,splanchnic,Splanchnic thrombosis,22874,14573,14573,63.70988895689429,0
