threshold,n,tp,fp,net_benefit,test_all_net_benefit,test_none_net_benefit,net_tests_avoided_per_1000,outcome,validation,model
0.39,21762,0,0,0.0,-0.523033833980423,0.0,818.0785608411744,var157,nested_cv,MI continuous XGBoost
0.4,21762,0,0,0.0,-0.5484177312134302,0.0,822.6265968201452,var157,nested_cv,MI continuous XGBoost
0.41,21762,0,0,0.0,-0.5746620995390812,0.0,826.9527773855074,var157,nested_cv,MI continuous XGBoost
0.42,21762,0,0,0.0,-0.6018114460828586,0.0,831.0729493525192,var157,nested_cv,MI continuous XGBoost
0.43,21762,0,0,0.0,-0.6299134012772947,0.0,835.0014854140884,var157,nested_cv,MI continuous XGBoost
0.44,21762,0,0,0.0,-0.6590189977286751,0.0,838.7514516546775,var157,nested_cv,MI continuous XGBoost
0.45,21762,0,0,0.0,-0.6891829795055601,0.0,842.334752729018,var157,nested_cv,MI continuous XGBoost
0.46,21762,0,0,0.0,-0.7204641457927001,0.0,845.7622581044741,var157,nested_cv,MI continuous XGBoost
0.47,21762,0,0,0.0,-0.752925733449166,0.0,849.0439121873575,var157,nested_cv,MI continuous XGBoost
0.48,21762,0,0,0.0,-0.7866358437078038,0.0,852.1888306834542,var157,nested_cv,MI continuous XGBoost
0.49,21762,0,0,0.0,-0.8216679190746236,0.0,855.2053851593021,var157,nested_cv,MI continuous XGBoost
0.5,21762,0,0,0.0,-0.8581012774561161,0.0,858.1012774561161,var157,nested_cv,MI continuous XGBoost
0.01,21762,1544,20207,0.06157011712567268,0.061565011385799916,0.0,0.5054682474037869,var157,nested_cv,MI spline LASSO
0.02,21762,1538,20067,0.051855040334303,0.05198914415504277,0.0,-6.571087216248792,var157,nested_cv,MI spline LASSO
0.03,21762,1525,19419,0.042478281919585546,0.04221583636282672,0.0,8.485739668535393,var157,nested_cv,MI spline LASSO
0.04,21762,1474,17894,0.0334719541708789,0.03223891799160616,0.0,29.592868302545813,var157,nested_cv,MI spline LASSO
0.05,21762,1358,15622,0.024620415112775046,0.022051959233623068,0.0,48.80066170388757,var157,nested_cv,MI spline LASSO
0.06,21762,1198,12905,0.017198630445027153,0.011648256672278638,0.0,86.95585577306008,var157,nested_cv,MI spline LASSO
0.07,21762,975,10075,0.00995619275189167,0.001020818571980539,0.0,118.71282839024785,var157,nested_cv,MI spline LASSO
0.08,21762,770,7103,0.0070006353316311234,-0.009837650791367475,0.0,193.64029041448387,var157,nested_cv,MI spline LASSO
0.09,21762,519,4549,0.00317520913054412,-0.02093476783303086,0.0,243.7786559650359,var157,nested_cv,MI spline LASSO
0.1,21762,305,2621,0.000633111744222855,-0.03227848747562009,0.0,296.20439297858655,var157,nested_cv,MI spline LASSO
0.11,21762,161,1295,4.337010498663286e-05,-0.04387712216635739,0.0,355.3567101954198,var157,nested_cv,MI spline LASSO
0.12,21762,89,646,4.177423532262296e-05,-0.05573936219097507,0.0,409.0616671261831,var157,nested_cv,MI spline LASSO
0.13,21762,53,338,0.0001146150571437925,-0.06787429738857252,0.0,455.0027217521014,var157,nested_cv,MI spline LASSO
0.14,21762,29,191,-9.617789062650295e-05,-0.0802914403814629,0.0,492.6280410151378,var157,nested_cv,MI spline LASSO
0.15,21762,21,123,-3.243646507403628e-05,-0.09300075144477422,0.0,526.8204515516344,var157,nested_cv,MI spline LASSO
0.16,21762,13,63,4.595165885488458e-05,-0.1060126651524501,0.0,556.8077382593511,var157,nested_cv,MI spline LASSO
0.17,21762,6,37,-7.252611216855295e-05,-0.1193381189494676,0.0,582.2967179703423,var157,nested_cv,MI spline LASSO
0.18,21762,1,13,-8.517868470661547e-05,-0.13298858381470496,0.0,605.4488455922148,var157,nested_cv,MI spline LASSO
0.19,21762,0,4,-4.311513670334857e-05,-0.14697609719513344,0.0,626.398502459623,var157,nested_cv,MI spline LASSO
0.2,21762,0,1,-1.1487914713721165e-05,-0.16131329841007258,0.0,645.2072419814355,var157,nested_cv,MI spline LASSO
0.21,21762,0,1,-1.2214997923450351e-05,-0.1760134667443773,0.0,662.0999470461836,var157,nested_cv,MI spline LASSO
0.22,21762,0,1,-1.2960724292403366e-05,-0.19109056247186934,0.0,677.4569516505001,var157,nested_cv,MI spline LASSO
0.23,21762,0,1,-1.372582017743308e-05,-0.20655927107540012,0.0,691.4785645500933,var157,nested_cv,MI spline LASSO
0.24,21762,0,1,-1.4511050164700419e-05,-0.22243505095797117,0.0,704.3317097080538,var157,nested_cv,MI spline LASSO
0.25,21762,0,0,0.0,-0.2387341849707441,0.0,716.2025549122324,var157,nested_cv,MI spline LASSO
0.26,21762,0,0,0.0,-0.25547383611899743,0.0,727.1178412617619,var157,nested_cv,MI spline LASSO
0.27,21762,0,0,0.0,-0.27267210784665497,0.0,737.2245878816966,var157,nested_cv,MI spline LASSO
0.28,21762,0,0,0.0,-0.29034810934452515,0.0,746.6094240287788,var157,nested_cv,MI spline LASSO
0.29,21762,0,0,0.0,-0.3085220263775466,0.0,755.347030096752,var157,nested_cv,MI spline LASSO
0.3,21762,0,0,0.0,-0.32721519818294015,0.0,763.502129093527,var157,nested_cv,MI spline LASSO
0.31,21762,0,0,0.0,-0.34645020105515667,0.0,771.1310926711551,var157,nested_cv,MI spline LASSO
0.32,21762,0,0,0.0,-0.3662509393059678,0.0,778.2832460251815,var157,nested_cv,MI spline LASSO
0.33,21762,0,0,0.0,-0.38664274437023605,0.0,785.00193553957,var157,nested_cv,MI spline LASSO
0.34,21762,0,0,0.0,-0.4076524829213002,0.0,791.3254080237002,var157,nested_cv,MI spline LASSO
0.35,21762,0,0,0.0,-0.4293086749662432,0.0,797.2875392230231,var157,nested_cv,MI spline LASSO
0.36,21762,0,0,0.0,-0.45164162301259075,0.0,802.9184409112725,var157,nested_cv,MI spline LASSO
0.37,21762,0,0,0.0,-0.47468355353660013,0.0,808.2449695352922,var157,nested_cv,MI spline LASSO
0.38,21762,0,0,0.0,-0.49846877214202917,0.0,813.2911545475212,var157,nested_cv,MI spline LASSO
0.39,21762,0,0,0.0,-0.523033833980423,0.0,818.0785608411744,var157,nested_cv,MI spline LASSO
0.4,21762,0,0,0.0,-0.5484177312134302,0.0,822.6265968201452,var157,nested_cv,MI spline LASSO
0.41,21762,0,0,0.0,-0.5746620995390812,0.0,826.9527773855074,var157,nested_cv,MI spline LASSO
0.42,21762,0,0,0.0,-0.6018114460828586,0.0,831.0729493525192,var157,nested_cv,MI spline LASSO
0.43,21762,0,0,0.0,-0.6299134012772947,0.0,835.0014854140884,var157,nested_cv,MI spline LASSO
0.44,21762,0,0,0.0,-0.6590189977286751,0.0,838.7514516546775,var157,nested_cv,MI spline LASSO
0.45,21762,0,0,0.0,-0.6891829795055601,0.0,842.334752729018,var157,nested_cv,MI spline LASSO
0.46,21762,0,0,0.0,-0.7204641457927001,0.0,845.7622581044741,var157,nested_cv,MI spline LASSO
0.47,21762,0,0,0.0,-0.752925733449166,0.0,849.0439121873575,var157,nested_cv,MI spline LASSO
0.48,21762,0,0,0.0,-0.7866358437078038,0.0,852.1888306834542,var157,nested_cv,MI spline LASSO
0.49,21762,0,0,0.0,-0.8216679190746236,0.0,855.2053851593021,var157,nested_cv,MI spline LASSO
0.5,21762,0,0,0.0,-0.8581012774561161,0.0,858.1012774561161,var157,nested_cv,MI spline LASSO
0.01,1085,58,1027,0.04389517292743099,0.04389517292743099,0.0,0.0,var157,temporal_holdout,MI continuous XGBoost
0.02,1085,58,1022,0.03423304805793285,0.03413900122260886,0.0,4.608294930875556,var157,temporal_holdout,MI continuous XGBoost
0.03,1085,57,1010,0.02374459594280013,0.024181671338305857,0.0,-14.132104454685187,var157,temporal_holdout,MI continuous XGBoost
0.04,1085,56,953,0.015015360983102917,0.014016897081413203,0.0,23.96313364055313,var157,temporal_holdout,MI continuous XGBoost
0.05,1085,56,854,0.01018675721561969,0.0036381275770070304,0.0,124.42396313364053,var157,temporal_holdout,MI continuous XGBoost
0.06,1085,50,712,0.004196489851946275,-0.006961466810471613,0.0,174.8079877112136,var157,temporal_holdout,MI continuous XGBoost
0.07,1085,40,535,-0.00024775779198256826,-0.017789009464347666,0.0,233.04805793285055,var157,temporal_holdout,MI continuous XGBoost
0.08,1085,29,338,-0.0003606491685033051,-0.028851933480264477,0.0,327.64976958525347,var157,temporal_holdout,MI continuous XGBoost
0.09,1085,16,185,-0.002116777231984604,-0.0401579986833443,0.0,384.6390168970814,var157,temporal_holdout,MI continuous XGBoost
0.1,1085,7,88,-0.002560163850486432,-0.05171530977982593,0.0,442.3963133640554,var157,temporal_holdout,MI continuous XGBoost
0.11,1085,6,40,0.0009734375809040546,-0.06353233573240823,0.0,521.9103477167994,var157,temporal_holdout,MI continuous XGBoost
0.12,1085,3,17,0.000628403854210306,-0.07561793045664014,0.0,559.1397849462367,var157,temporal_holdout,MI continuous XGBoost
0.13,1085,1,8,-0.00018009428465490766,-0.08798135494464751,0.0,587.5930521091813,var157,temporal_holdout,MI continuous XGBoost
0.14,1085,1,3,0.00047154645804308224,-0.10063230093237596,0.0,621.0664911125741,var157,temporal_holdout,MI continuous XGBoost
0.15,1085,0,1,-0.0001626457034426674,-0.11358091623746275,0.0,642.7035330261137,var157,temporal_holdout,MI continuous XGBoost
0.16,1085,0,0,0.0,-0.12683783190695636,0.0,665.8986175115208,var157,temporal_holdout,MI continuous XGBoost
0.17,1085,0,0,0.0,-0.1404141913275221,0.0,685.551640010843,var157,temporal_holdout,MI continuous XGBoost
0.18,1085,0,0,0.0,-0.15432168146566258,0.0,703.020993343574,var157,temporal_holdout,MI continuous XGBoost
0.19,1085,0,0,0.0,-0.16857256642202878,0.0,718.6514673781227,var157,temporal_holdout,MI continuous XGBoost
0.2,1085,0,0,0.0,-0.18317972350230416,0.0,732.7188940092167,var157,temporal_holdout,MI continuous XGBoost
0.21,1085,0,0,0.0,-0.19815668202764974,0.0,745.4465657230635,var157,temporal_holdout,MI continuous XGBoost
0.22,1085,0,0,0.0,-0.21351766513056836,0.0,757.017176372015,var157,temporal_holdout,MI continuous XGBoost
0.23,1085,0,0,0.0,-0.22927763480758873,0.0,767.5816469645363,var157,temporal_holdout,MI continuous XGBoost
0.24,1085,0,0,0.0,-0.2454523405287412,0.0,777.2657450076805,var157,temporal_holdout,MI continuous XGBoost
0.25,1085,0,0,0.0,-0.2620583717357911,0.0,786.1751152073733,var157,temporal_holdout,MI continuous XGBoost
0.26,1085,0,0,0.0,-0.2791132145970856,0.0,794.399149237859,var157,temporal_holdout,MI continuous XGBoost
0.27,1085,0,0,0.0,-0.2966353134271827,0.0,802.0139955623828,var157,temporal_holdout,MI continuous XGBoost
0.28,1085,0,0,0.0,-0.31464413722478246,0.0,809.0849242922976,var157,temporal_holdout,MI continuous XGBoost
0.29,1085,0,0,0.0,-0.33316025183358217,0.0,815.668202764977,var157,temporal_holdout,MI continuous XGBoost
0.3,1085,0,0,0.0,-0.3522053982883476,0.0,821.8125960061444,var157,temporal_holdout,MI continuous XGBoost
0.31,1085,0,0,0.0,-0.37180257797368604,0.0,827.5605767801399,var157,temporal_holdout,MI continuous XGBoost
0.32,1085,0,0,0.0,-0.3919761452968285,0.0,832.9493087557604,var157,temporal_holdout,MI continuous XGBoost
0.33,1085,0,0,0.0,-0.41275190865946776,0.0,838.0114509146767,var157,temporal_holdout,MI continuous XGBoost
0.34,1085,0,0,0.0,-0.43415724060885363,0.0,842.7758200054216,var157,temporal_holdout,MI continuous XGBoost
0.35,1085,0,0,0.0,-0.456221198156682,0.0,847.267939433838,var157,temporal_holdout,MI continuous XGBoost
0.36,1085,0,0,0.0,-0.47897465437788017,0.0,851.510496671787,var157,temporal_holdout,MI continuous XGBoost
0.37,1085,0,0,0.0,-0.5024504425426084,0.0,855.5237264914683,var157,temporal_holdout,MI continuous XGBoost
0.38,1085,0,0,0.0,-0.5266835141965216,0.0,859.3257336890615,var157,temporal_holdout,MI continuous XGBoost
0.39,1085,0,0,0.0,-0.5517111127899073,0.0,862.9327661585728,var157,temporal_holdout,MI continuous XGBoost
0.4,1085,0,0,0.0,-0.577572964669739,0.0,866.3594470046083,var157,temporal_holdout,MI continuous XGBoost
0.41,1085,0,0,0.0,-0.6043114894946495,0.0,869.6189726874227,var157,temporal_holdout,MI continuous XGBoost
0.42,1085,0,0,0.0,-0.6319720324169711,0.0,872.7232828615316,var157,temporal_holdout,MI continuous XGBoost
0.43,1085,0,0,0.0,-0.6606031207049883,0.0,875.6832065159148,var157,temporal_holdout,MI continuous XGBoost
0.44,1085,0,0,0.0,-0.6902567478604344,0.0,878.5085881860075,var157,temporal_holdout,MI continuous XGBoost
0.45,1085,0,0,0.0,-0.7209886887306243,0.0,881.2083973374297,var157,temporal_holdout,MI continuous XGBoost
0.46,1085,0,0,0.0,-0.7528588496330433,0.0,883.7908234822683,var157,temporal_holdout,MI continuous XGBoost
0.47,1085,0,0,0.0,-0.7859316581166855,0.0,886.2633591528582,var157,temporal_holdout,MI continuous XGBoost
0.48,1085,0,0,0.0,-0.8202764976958525,0.0,888.6328725038403,var157,temporal_holdout,MI continuous XGBoost
0.49,1085,0,0,0.0,-0.8559681937291046,0.0,890.9056710241701,var157,temporal_holdout,MI continuous XGBoost
0.5,1085,0,0,0.0,-0.8930875576036867,0.0,893.0875576036867,var157,temporal_holdout,MI continuous XGBoost
0.01,1085,58,1027,0.04389517292743099,0.04389517292743099,0.0,0.0,var157,temporal_holdout,MI spline LASSO
0.02,1085,57,1023,0.03329257970469294,0.03413900122260886,0.0,-41.47465437788,var157,temporal_holdout,MI spline LASSO
0.03,1085,57,993,0.024229179533469522,0.024181671338305857,0.0,1.5360983102918242,var157,temporal_holdout,MI spline LASSO
0.04,1085,56,937,0.01562980030721966,0.014016897081413203,0.0,38.70967741935493,var157,temporal_holdout,MI spline LASSO
0.05,1085,55,828,0.010526315789473682,0.0036381275770070304,0.0,130.87557603686636,var157,temporal_holdout,MI spline LASSO
0.06,1085,50,676,0.006314344543582706,-0.006961466810471613,0.0,207.98771121351768,var157,temporal_holdout,MI spline LASSO
0.07,1085,44,535,0.0034388781527178924,-0.017789009464347666,0.0,282.0276497695852,var157,temporal_holdout,MI spline LASSO
0.08,1085,30,387,-0.003366058906030854,-0.028851933480264477,0.0,293.0875576036867,var157,temporal_holdout,MI spline LASSO
0.09,1085,21,246,-0.0030688205803413166,-0.0401579986833443,0.0,375.0128008192524,var157,temporal_holdout,MI spline LASSO
0.1,1085,12,134,-0.002662570404505889,-0.05171530977982593,0.0,441.4746543778803,var157,temporal_holdout,MI spline LASSO
0.11,1085,7,75,-0.002091855227049137,-0.06353233573240823,0.0,497.1093422706326,var157,temporal_holdout,MI spline LASSO
0.12,1085,3,35,-0.001633850020946795,-0.07561793045664014,0.0,542.5499231950847,var157,temporal_holdout,MI spline LASSO
0.13,1085,3,19,0.00014831294030404115,-0.08798135494464751,0.0,589.7908543069834,var157,temporal_holdout,MI spline LASSO
0.14,1085,3,10,0.001264601864751902,-0.10063230093237596,0.0,625.9381171823568,var157,temporal_holdout,MI spline LASSO
0.15,1085,1,8,-0.000379506641366224,-0.11358091623746275,0.0,641.4746543778803,var157,temporal_holdout,MI spline LASSO
0.16,1085,0,4,-0.0007022163704191354,-0.12683783190695636,0.0,662.2119815668202,var157,temporal_holdout,MI spline LASSO
0.17,1085,0,2,-0.00037754705457775805,-0.1404141913275221,0.0,683.7083220384927,var157,temporal_holdout,MI spline LASSO
0.18,1085,0,2,-0.0004046307744183432,-0.15432168146566258,0.0,701.1776753712238,var157,temporal_holdout,MI spline LASSO
0.19,1085,0,2,-0.00043238322808215277,-0.16857256642202878,0.0,716.8081494057725,var157,temporal_holdout,MI spline LASSO
0.2,1085,0,0,0.0,-0.18317972350230416,0.0,732.7188940092167,var157,temporal_holdout,MI spline LASSO
0.21,1085,0,0,0.0,-0.19815668202764974,0.0,745.4465657230635,var157,temporal_holdout,MI spline LASSO
0.22,1085,0,0,0.0,-0.21351766513056836,0.0,757.017176372015,var157,temporal_holdout,MI spline LASSO
0.23,1085,0,0,0.0,-0.22927763480758873,0.0,767.5816469645363,var157,temporal_holdout,MI spline LASSO
0.24,1085,0,0,0.0,-0.2454523405287412,0.0,777.2657450076805,var157,temporal_holdout,MI spline LASSO
0.25,1085,0,0,0.0,-0.2620583717357911,0.0,786.1751152073733,var157,temporal_holdout,MI spline LASSO
0.26,1085,0,0,0.0,-0.2791132145970856,0.0,794.399149237859,var157,temporal_holdout,MI spline LASSO
0.27,1085,0,0,0.0,-0.2966353134271827,0.0,802.0139955623828,var157,temporal_holdout,MI spline LASSO
0.28,1085,0,0,0.0,-0.31464413722478246,0.0,809.0849242922976,var157,temporal_holdout,MI spline LASSO
0.29,1085,0,0,0.0,-0.33316025183358217,0.0,815.668202764977,var157,temporal_holdout,MI spline LASSO
0.3,1085,0,0,0.0,-0.3522053982883476,0.0,821.8125960061444,var157,temporal_holdout,MI spline LASSO
0.31,1085,0,0,0.0,-0.37180257797368604,0.0,827.5605767801399,var157,temporal_holdout,MI spline LASSO
0.32,1085,0,0,0.0,-0.3919761452968285,0.0,832.9493087557604,var157,temporal_holdout,MI spline LASSO
0.33,1085,0,0,0.0,-0.41275190865946776,0.0,838.0114509146767,var157,temporal_holdout,MI spline LASSO
0.34,1085,0,0,0.0,-0.43415724060885363,0.0,842.7758200054216,var157,temporal_holdout,MI spline LASSO
0.35,1085,0,0,0.0,-0.456221198156682,0.0,847.267939433838,var157,temporal_holdout,MI spline LASSO
0.36,1085,0,0,0.0,-0.47897465437788017,0.0,851.510496671787,var157,temporal_holdout,MI spline LASSO
0.37,1085,0,0,0.0,-0.5024504425426084,0.0,855.5237264914683,var157,temporal_holdout,MI spline LASSO
0.38,1085,0,0,0.0,-0.5266835141965216,0.0,859.3257336890615,var157,temporal_holdout,MI spline LASSO
0.39,1085,0,0,0.0,-0.5517111127899073,0.0,862.9327661585728,var157,temporal_holdout,MI spline LASSO
0.4,1085,0,0,0.0,-0.577572964669739,0.0,866.3594470046083,var157,temporal_holdout,MI spline LASSO
0.41,1085,0,0,0.0,-0.6043114894946495,0.0,869.6189726874227,var157,temporal_holdout,MI spline LASSO
0.42,1085,0,0,0.0,-0.6319720324169711,0.0,872.7232828615316,var157,temporal_holdout,MI spline LASSO
0.43,1085,0,0,0.0,-0.6606031207049883,0.0,875.6832065159148,var157,temporal_holdout,MI spline LASSO
0.44,1085,0,0,0.0,-0.6902567478604344,0.0,878.5085881860075,var157,temporal_holdout,MI spline LASSO
0.45,1085,0,0,0.0,-0.7209886887306243,0.0,881.2083973374297,var157,temporal_holdout,MI spline LASSO
0.46,1085,0,0,0.0,-0.7528588496330433,0.0,883.7908234822683,var157,temporal_holdout,MI spline LASSO
0.47,1085,0,0,0.0,-0.7859316581166855,0.0,886.2633591528582,var157,temporal_holdout,MI spline LASSO
0.48,1085,0,0,0.0,-0.8202764976958525,0.0,888.6328725038403,var157,temporal_holdout,MI spline LASSO
0.49,1085,0,0,0.0,-0.8559681937291046,0.0,890.9056710241701,var157,temporal_holdout,MI spline LASSO
0.5,1085,0,0,0.0,-0.8930875576036867,0.0,893.0875576036867,var157,temporal_holdout,MI spline LASSO
0.01,21762,1763,19999,0.0717300753143047,0.0717300753143047,0.0,0.0,var161,nested_cv,MI continuous XGBoost
0.02,21762,1763,19998,0.06225887101463139,0.06225793322567516,0.0,0.045951658855084,var161,nested_cv,MI continuous XGBoost
0.03,21762,1763,19900,0.05273118658552646,0.052590489238310986,0.0,4.549214226633652,var161,nested_cv,MI continuous XGBoost
0.04,21762,1742,19164,0.04335539012958367,0.04272164016787672,0.0,15.209999080966872,var161,nested_cv,MI continuous XGBoost
0.05,21762,1682,17379,0.03525943339186123,0.03264502585385437,0.0,49.67374322213034,var161,nested_cv,MI continuous XGBoost
0.06,21762,1559,15315,0.0267184453869423,0.022354015490597505,0.0,68.37606837606847,var161,nested_cv,MI continuous XGBoost
0.07,21762,1387,12841,0.019321437288832354,0.01184169307651789,0.0,99.373744535035,var161,nested_cv,MI continuous XGBoost
0.08,21762,1118,9680,0.012694645233214657,0.0011008419143061499,0.0,133.32873816744782,var161,nested_cv,MI continuous XGBoost
0.09,21762,778,6298,0.007128061718632441,-0.009876071910811371,0.0,171.93068447548742,var161,nested_cv,MI continuous XGBoost
0.1,21762,501,3487,0.005218066149965791,-0.021096917154264844,0.0,236.8348497380757,var161,nested_cv,MI continuous XGBoost
0.11,21762,304,1740,0.004087116084216483,-0.032569916223413875,0.0,296.58871594355475,var161,nested_cv,MI continuous XGBoost
0.12,21762,225,1087,0.0035278341729954635,-0.044303665271407194,0.0,350.76432925895284,var161,nested_cv,MI continuous XGBoost
0.13,21762,188,750,0.003489156993050207,-0.056307155676825704,0.0,400.1753232522464,var161,nested_cv,MI continuous XGBoost
0.14,21762,152,514,0.0031396738073407237,-0.06858979702190507,0.0,440.6238922367955,var161,nested_cv,MI continuous XGBoost
0.15,21762,131,376,0.0029706395930304847,-0.081161441692751,0.0,476.74846061942833,var161,nested_cv,MI continuous XGBoost
0.16,21762,111,287,0.0025886101154918356,-0.09403241123671233,0.0,507.26036209907176,var161,nested_cv,MI continuous XGBoost
0.17,21762,89,223,0.0019908694607489786,-0.10721352462510647,0.0,533.1743946544707,var161,nested_cv,MI continuous XGBoost
0.18,21762,78,180,0.0017685784798294635,-0.12071612858394917,0.0,557.9858877349916,var161,nested_cv,MI continuous XGBoost
0.19,21762,69,130,0.0017694225181282134,-0.13455213017140535,0.0,581.1603035711694,var161,nested_cv,MI continuous XGBoost
0.2,21762,57,97,0.0015049168274974727,-0.14873403179854794,0.0,600.9557945041817,var161,nested_cv,MI continuous XGBoost
0.21,21762,48,77,0.0012651247849287867,-0.16327496890992194,0.0,618.9841619949146,var161,nested_cv,MI continuous XGBoost
0.22,21762,42,63,0.0011134440414837436,-0.17818875056261327,0.0,635.7077808690714,var161,nested_cv,MI continuous XGBoost
0.23,21762,37,54,0.0009590170880493462,-0.19348990316732254,0.0,650.9811678114625,var161,nested_cv,MI continuous XGBoost
0.24,21762,33,49,0.0008053632841408733,-0.20919371768268205,0.0,664.9970897282726,var161,nested_cv,MI continuous XGBoost
0.25,21762,26,39,0.0005973715651135006,-0.22531630058511778,0.0,677.7410164506938,var161,nested_cv,MI continuous XGBoost
0.26,21762,23,30,0.0005725328305973467,-0.2418746289714032,0.0,690.0419220518477,var161,nested_cv,MI continuous XGBoost
0.27,21762,21,22,0.0005910768173251602,-0.25888661019018955,0.0,701.5507833906879,var161,nested_cv,MI continuous XGBoost
0.28,21762,16,18,0.00041356492969396195,-0.2763711464428311,0.0,711.7321149579216,var161,nested_cv,MI continuous XGBoost
0.29,21762,14,16,0.0003430194252547728,-0.29434820484343427,0.0,721.4854111405836,var161,nested_cv,MI continuous XGBoost
0.3,21762,13,14,0.00032166161198419265,-0.3128388934840548,0.0,730.7079618907577,var161,nested_cv,MI continuous XGBoost
0.31,21762,7,12,7.39222338100318e-05,-0.3318655441142585,0.0,738.833005742475,var161,nested_cv,MI continuous XGBoost
0.32,21762,6,11,3.784254258637559e-05,-0.35145180211593885,0.0,746.9154948993661,var161,nested_cv,MI continuous XGBoost
0.33,21762,5,10,3.429228272752566e-06,-0.37162272453557976,0.0,754.5137061266095,var161,nested_cv,MI continuous XGBoost
0.34,21762,5,9,1.6709694129048912e-05,-0.39240488702854304,0.0,761.7595701087162,var161,nested_cv,MI continuous XGBoost
0.35,21762,4,8,-1.4138971955349117e-05,-0.41382650067513593,0.0,768.5086717344782,var161,nested_cv,MI continuous XGBoost
0.36,21762,4,5,5.456759489017553e-05,-0.4359175397481849,0.0,775.061524165467,var161,nested_cv,MI continuous XGBoost
0.37,21762,4,4,7.585670668107943e-05,-0.45870988164894977,0.0,781.1757166595876,var161,nested_cv,MI continuous XGBoost
0.38,21762,4,4,7.115095564627302e-05,-0.4822374603852232,0.0,786.9245763982607,var161,nested_cv,MI continuous XGBoost
0.39,21762,3,4,2.0339258837407958e-05,-0.5065364351456367,0.0,792.306749709562,var161,nested_cv,MI continuous XGBoost
0.4,21762,1,4,-7.658609809147445e-05,-0.5316453757313974,0.0,797.3531844499587,var161,nested_cv,MI continuous XGBoost
0.41,21762,1,3,-4.984586723241723e-05,-0.5576054668454886,0.0,802.3361375052956,var161,nested_cv,MI continuous XGBoost
0.42,21762,1,2,-2.0599019486672425e-05,-0.5844607335152385,0.0,807.0839952560384,var161,nested_cv,MI continuous XGBoost
0.43,21762,1,1,1.1286372350322553e-05,-0.612258290243576,0.0,811.6131597001817,var161,nested_cv,MI continuous XGBoost
0.44,21762,1,1,9.846784040332427e-06,-0.6410486168550685,0.0,815.8925900861386,var161,nested_cv,MI continuous XGBoost
0.45,21762,0,0,0.0,-0.6708858644342516,0.0,819.9716120863076,var161,nested_cv,MI continuous XGBoost
0.46,21762,0,0,0.0,-0.7018281952571082,0.0,823.8852726931269,var161,nested_cv,MI continuous XGBoost
0.47,21762,0,0,0.0,-0.7339381612053554,0.0,827.63239455072,var161,nested_cv,MI continuous XGBoost
0.48,21762,0,0,0.0,-0.7672831258439199,0.0,831.2233863309133,var161,nested_cv,MI continuous XGBoost
0.49,21762,0,0,0.0,-0.801935736154585,0.0,834.6678070180376,var161,nested_cv,MI continuous XGBoost
0.5,21762,0,0,0.0,-0.8379744508776767,0.0,837.9744508776768,var161,nested_cv,MI continuous XGBoost
0.01,21762,1763,19995,0.07173193194698571,0.0717300753143047,0.0,0.18380663542030826,var161,nested_cv,MI spline LASSO
0.02,21762,1760,19929,0.062185723476046055,0.06225793322567516,0.0,-3.538277731826168,var161,nested_cv,MI spline LASSO
0.03,21762,1747,19537,0.052511850316971705,0.052590489238310986,0.0,-2.5426584566367705,var161,nested_cv,MI spline LASSO
0.04,21762,1706,18456,0.04305670434702692,0.04272164016787672,0.0,8.04154029960491,var161,nested_cv,MI spline LASSO
0.05,21762,1613,16671,0.033801072850308846,0.03264502585385437,0.0,21.96489293263503,var161,nested_cv,MI spline LASSO
0.06,21762,1480,14363,0.025880560883992598,0.022354015490597505,0.0,55.2492111631898,var161,nested_cv,MI spline LASSO
0.07,21762,1304,11925,0.0186756435455707,0.01184169307651789,0.0,90.79391337455873,var161,nested_cv,MI spline LASSO
0.08,21762,1069,9341,0.011797588936438867,0.0011008419143061499,0.0,123.01259075452626,var161,nested_cv,MI spline LASSO
0.09,21762,847,6796,0.00803548074019538,-0.009876071910811371,0.0,181.10569902684605,var161,nested_cv,MI spline LASSO
0.1,21762,647,4562,0.006438337979556616,-0.021096917154264844,0.0,247.8172962043931,var161,nested_cv,MI spline LASSO
0.11,21762,440,2916,0.0036575455205393598,-0.032569916223413875,0.0,293.11309956471257,var161,nested_cv,MI spline LASSO
0.12,21762,325,1773,0.0038244312437860834,-0.044303665271407194,0.0,352.93937444475074,var161,nested_cv,MI spline LASSO
0.13,21762,219,1116,0.002400578040177595,-0.056307155676825704,0.0,392.89021795225284,var161,nested_cv,MI spline LASSO
0.14,21762,166,735,0.0021298059557624447,-0.06858979702190507,0.0,434.4204182913861,var161,nested_cv,MI spline LASSO
0.15,21762,121,513,0.0014001740756958972,-0.081161441692751,0.0,467.849156021199,var161,nested_cv,MI spline LASSO
0.16,21762,97,350,0.0013938669852648345,-0.09403241123671233,0.0,500.9879606653801,var161,nested_cv,MI spline LASSO
0.17,21762,83,258,0.0013857470134189913,-0.10721352462510647,0.0,530.2199732939772,var161,nested_cv,MI spline LASSO
0.18,21762,70,203,0.0011689653703815784,-0.12071612858394917,0.0,555.2543169030623,var161,nested_cv,MI spline LASSO
0.19,21762,59,147,0.001126666598590135,-0.13455213017140535,0.0,578.4201335984019,var161,nested_cv,MI spline LASSO
0.2,21762,51,118,0.0009879606653800201,-0.14873403179854794,0.0,598.8879698557118,var161,nested_cv,MI spline LASSO
