threshold,n,tp,fp,net_benefit,test_all_net_benefit,test_none_net_benefit,net_tests_avoided_per_1000,outcome,validation,model
0.12,21762,832,4528,0.009858719536138894,-0.033337928499218794,0.0,316.7754189259564,var156,nested_cv,MI continuous XGBoost
0.13,21762,685,3489,0.007520226652595948,-0.04521537595323283,0.0,352.9228789774695,var156,nested_cv,MI continuous XGBoost
0.14,21762,520,2554,0.004789658953199836,-0.05736904311547972,0.0,381.8320269933172,var156,nested_cv,MI continuous XGBoost
0.15,21762,376,1747,0.0031111976083513077,-0.06980867891683831,0.0,413.2126336427412,var156,nested_cv,MI continuous XGBoost
0.16,21762,270,1134,0.0024813895781637704,-0.08254449652299115,0.0,446.38590203106327,var156,nested_cv,MI continuous XGBoost
0.17,21762,188,715,0.0019094851974758697,-0.0955872013003766,0.0,476.0132340777502,var156,nested_cv,MI continuous XGBoost
0.18,21762,121,428,0.001242936333416271,-0.10894802082842991,0.0,501.98102707063265,var156,nested_cv,MI continuous XGBoost
0.19,21762,89,269,0.0011902046947845437,-0.12263873713495374,0.0,527.902330958358,var156,nested_cv,MI continuous XGBoost
0.2,21762,54,174,0.00048249241797628894,-0.13667172134914068,0.0,548.6168550684679,var156,nested_cv,MI continuous XGBoost
0.21,21762,34,114,0.00016984663779273833,-0.15105997098647156,0.0,568.9121710627087,var156,nested_cv,MI continuous XGBoost
0.22,21762,24,64,0.00027335345780341643,-0.16581715010168274,0.0,588.8663308018145,var156,nested_cv,MI continuous XGBoost
0.23,21762,13,27,0.00022677442032280746,-0.18095763257053576,0.0,606.5738842737439,var156,nested_cv,MI continuous XGBoost
0.24,21762,7,10,0.00017655111033718844,-0.19649654878856915,0.0,622.7981496798701,var156,nested_cv,MI continuous XGBoost
0.25,21762,2,7,-1.5317219618294873e-05,-0.21244983610575002,0.0,637.3035566583952,var156,nested_cv,MI continuous XGBoost
0.26,21762,0,3,-4.843553230650005e-05,-0.22883429335042238,0.0,651.1597491746375,var156,nested_cv,MI continuous XGBoost
0.27,21762,0,1,-1.6995819028518986e-05,-0.24566763983467477,0.0,664.1665560423027,var156,nested_cv,MI continuous XGBoost
0.28,21762,0,1,-1.787008955467737e-05,-0.26296857927682304,0.0,676.1589664815472,var156,nested_cv,MI continuous XGBoost
0.29,21762,0,0,0.0,-0.28075686912579234,0.0,687.3702657907329,var156,nested_cv,MI continuous XGBoost
0.3,21762,0,0,0.0,-0.2990533958275894,0.0,697.7912569310419,var156,nested_cv,MI continuous XGBoost
0.31,21762,0,0,0.0,-0.3178802566366849,0.0,707.5399260622985,var156,nested_cv,MI continuous XGBoost
0.32,21762,0,0,0.0,-0.3372608486460479,0.0,716.6793033728517,var156,nested_cv,MI continuous XGBoost
0.33,21762,0,0,0.0,-0.3572199657900188,0.0,725.2647790282199,var156,nested_cv,MI continuous XGBoost
0.34,21762,0,0,0.0,-0.37778390466562517,0.0,733.3452267038605,var156,nested_cv,MI continuous XGBoost
0.35,21762,0,0,0.0,-0.39898058012201926,0.0,740.9639345123215,var156,nested_cv,MI continuous XGBoost
0.36,21762,0,0,0.0,-0.42083965168642584,0.0,748.1593807758682,var156,nested_cv,MI continuous XGBoost
0.37,21762,0,0,0.0,-0.4433926620306548,0.0,754.9658839981419,var156,nested_cv,MI continuous XGBoost
0.38,21762,0,0,0.0,-0.46667318883760084,0.0,761.4141502087172,var156,nested_cv,MI continuous XGBoost
0.39,21762,0,0,0.0,-0.4907170116054304,0.0,767.5317361008014,var156,nested_cv,MI continuous XGBoost
0.4,21762,0,0,0.0,-0.5155622951321877,0.0,773.3434426982814,var156,nested_cv,MI continuous XGBoost
0.41,21762,0,0,0.0,-0.5412497916598515,0.0,778.8716514129574,var156,nested_cv,MI continuous XGBoost
0.42,21762,0,0,0.0,-0.5678230639298492,0.0,784.1366120936013,var156,nested_cv,MI continuous XGBoost
0.43,21762,0,0,0.0,-0.595328731718092,0.0,789.156690882122,var156,nested_cv,MI continuous XGBoost
0.44,21762,0,0,0.0,-0.6238167447844867,0.0,793.9485842711649,var156,nested_cv,MI continuous XGBoost
0.45,21762,0,0,0.0,-0.65334068559875,0.0,798.5275046206946,var156,nested_cv,MI continuous XGBoost
0.46,21762,0,0,0.0,-0.6839581057024307,0.0,802.9073414767664,var156,nested_cv,MI continuous XGBoost
0.47,21762,0,0,0.0,-0.7157309001496461,0.0,807.1008022964096,var156,nested_cv,MI continuous XGBoost
0.48,21762,0,0,0.0,-0.7487257251525241,0.0,811.1195355819012,var156,nested_cv,MI continuous XGBoost
0.49,21762,0,0,0.0,-0.783014464861397,0.0,814.9742389373725,var156,nested_cv,MI continuous XGBoost
0.5,21762,0,0,0.0,-0.818674754158625,0.0,818.674754158625,var156,nested_cv,MI continuous XGBoost
0.01,21762,1972,19731,0.08145836640460297,0.08147739688958328,0.0,-1.8840180130506032,var156,nested_cv,MI spline LASSO
0.02,21762,1961,19291,0.07202031625994759,0.07210471726600759,0.0,-4.135649296939881,var156,nested_cv,MI spline LASSO
0.03,21762,1934,18343,0.06280170580137324,0.06253878651617262,0.0,8.501056888153617,var156,nested_cv,MI spline LASSO
0.04,21762,1886,16944,0.0542229574487639,0.05277356554238275,0.0,34.78540575314764,var156,nested_cv,MI spline LASSO
0.05,21762,1814,15308,0.04633378317588844,0.042802760969144676,0.0,67.08942192813149,var156,nested_cv,MI spline LASSO
0.06,21762,1708,13579,0.038657077435389035,0.032619811617752605,0.0,94.58383114297075,var156,nested_cv,MI spline LASSO
0.07,21762,1590,11889,0.031942332150448685,0.02221787410826606,0.0,129.19637113185485,var156,nested_cv,MI spline LASSO
0.08,21762,1468,10259,0.0264641597039914,0.011589807522486353,0.0,171.05505008730808,var156,nested_cv,MI spline LASSO
0.09,21762,1320,8675,0.021231181280809076,0.0007281570557004929,0.0,207.30835605387568,var156,nested_cv,MI spline LASSO
0.1,21762,1168,7190,0.016961267857325203,-0.010374863421458394,0.0,246.02518150905237,var156,nested_cv,MI spline LASSO
0.11,21762,1026,5896,0.013660550449242005,-0.021727389976755676,0.0,286.320608901254,var156,nested_cv,MI spline LASSO
0.12,21762,894,4736,0.011404366243075923,-0.033337928499218794,0.0,328.1101614434946,var156,nested_cv,MI spline LASSO
0.13,21762,759,3788,0.008867613799019061,-0.04521537595323283,0.0,361.9400083419934,var156,nested_cv,MI spline LASSO
0.14,21762,611,2949,0.006016461380302339,-0.05736904311547972,0.0,389.3680990455183,var156,nested_cv,MI spline LASSO
0.15,21762,467,2215,0.0034977321504835713,-0.06980867891683831,0.0,415.4029960481573,var156,nested_cv,MI spline LASSO
0.16,21762,358,1592,0.0025164003658627314,-0.08254449652299115,0.0,446.5697086664828,var156,nested_cv,MI spline LASSO
0.17,21762,267,1098,0.0019349523819014668,-0.0955872013003766,0.0,476.1375738605341,var156,nested_cv,MI spline LASSO
0.18,21762,197,759,0.0013964821203216174,-0.10894802082842991,0.0,502.68051343320155,var156,nested_cv,MI spline LASSO
0.19,21762,136,527,0.00056900634359814,-0.12263873713495374,0.0,525.2540643033001,var156,nested_cv,MI spline LASSO
0.2,21762,100,351,0.0005629078209723371,-0.13667172134914068,0.0,548.9385166804522,var156,nested_cv,MI spline LASSO
0.21,21762,73,249,0.0003129366134674426,-0.15105997098647156,0.0,569.4504619235801,var156,nested_cv,MI spline LASSO
0.22,21762,47,170,-4.359516352899315e-05,-0.16581715010168274,0.0,587.742603871636,var156,nested_cv,MI spline LASSO
0.23,21762,37,118,8.05645966936291e-05,-0.18095763257053576,0.0,606.0843992120289,var156,nested_cv,MI spline LASSO
0.24,21762,26,68,0.00020799171902737272,-0.19649654878856915,0.0,622.897711607389,var156,nested_cv,MI spline LASSO
0.25,21762,21,40,0.00035229605122078243,-0.21244983610575002,0.0,638.4063964709125,var156,nested_cv,MI spline LASSO
0.26,21762,11,22,0.0001502743438227309,-0.22883429335042238,0.0,651.7253080528515,var156,nested_cv,MI spline LASSO
0.27,21762,5,10,5.980010398923344e-05,-0.24566763983467477,0.0,664.3741894637952,var156,nested_cv,MI spline LASSO
0.28,21762,2,6,-1.5317219618294913e-05,-0.26296857927682304,0.0,676.1655310042407,var156,nested_cv,MI spline LASSO
0.29,21762,0,4,-7.50759496784031e-05,-0.28075686912579234,0.0,687.1864591553134,var156,nested_cv,MI spline LASSO
0.3,21762,0,4,-7.877427232265942e-05,-0.2990533958275894,0.0,697.6074502956224,var156,nested_cv,MI spline LASSO
0.31,21762,0,4,-8.257979272472027e-05,-0.3178802566366849,0.0,707.3561194268789,var156,nested_cv,MI spline LASSO
0.32,21762,0,4,-8.649724019742996e-05,-0.3372608486460479,0.0,716.4954967374322,var156,nested_cv,MI spline LASSO
0.33,21762,0,3,-6.789871980050123e-05,-0.3572199657900188,0.0,725.1269240516552,var156,nested_cv,MI spline LASSO
0.34,21762,0,3,-7.101620004845813e-05,-0.37778390466562517,0.0,733.2073717272959,var156,nested_cv,MI spline LASSO
0.35,21762,0,3,-7.422960276558291e-05,-0.39898058012201926,0.0,740.8260795357569,var156,nested_cv,MI spline LASSO
0.36,21762,0,2,-5.1695616211745244e-05,-0.42083965168642584,0.0,748.0674774581584,var156,nested_cv,MI spline LASSO
0.37,21762,0,1,-2.69874821846148e-05,-0.4433926620306548,0.0,754.9199323392871,var156,nested_cv,MI spline LASSO
0.38,21762,0,1,-2.8163919943316407e-05,-0.46667318883760084,0.0,761.3681985498623,var156,nested_cv,MI spline LASSO
0.39,21762,0,1,-2.9378929431811508e-05,-0.4907170116054304,0.0,767.4857844419465,var156,nested_cv,MI spline LASSO
0.4,21762,0,1,-3.063443923658978e-05,-0.5155622951321877,0.0,773.2974910394266,var156,nested_cv,MI spline LASSO
0.41,21762,0,1,-3.19325086957673e-05,-0.5412497916598515,0.0,778.8256997541023,var156,nested_cv,MI spline LASSO
0.42,21762,0,1,-3.327533917077854e-05,-0.5678230639298492,0.0,784.0906604347465,var156,nested_cv,MI spline LASSO
0.43,21762,0,1,-3.466528650456211e-05,-0.595328731718092,0.0,789.1107392232672,var156,nested_cv,MI spline LASSO
0.44,21762,0,1,-3.610487481455223e-05,-0.6238167447844867,0.0,793.90263261231,var156,nested_cv,MI spline LASSO
0.45,21762,0,1,-3.759681179036018e-05,-0.65334068559875,0.0,798.4815529618396,var156,nested_cv,MI spline LASSO
0.46,21762,0,1,-3.9144005691198045e-05,-0.6839581057024307,0.0,802.8613898179116,var156,nested_cv,MI spline LASSO
0.47,21762,0,1,-4.074958426753922e-05,-0.7157309001496461,0.0,807.0548506375545,var156,nested_cv,MI spline LASSO
0.48,21762,0,1,-4.241691586604738e-05,-0.7487257251525241,0.0,811.0735839230463,var156,nested_cv,MI spline LASSO
0.49,21762,0,1,-4.41496330174382e-05,-0.783014464861397,0.0,814.9282872785176,var156,nested_cv,MI spline LASSO
0.5,21762,0,1,-4.595165885488466e-05,-0.818674754158625,0.0,818.6288024997701,var156,nested_cv,MI spline LASSO
0.01,1085,72,1013,0.056928734348089184,0.05692873434808919,0.0,-6.869504964868155e-13,var156,temporal_holdout,MI continuous XGBoost
0.02,1085,72,1006,0.047437223737421236,0.04730555816796765,0.0,6.451612903225642,var156,temporal_holdout,MI continuous XGBoost
0.03,1085,72,970,0.03870967741935484,0.03748396598413227,0.0,39.63133640552978,var156,temporal_holdout,MI continuous XGBoost
0.04,1085,71,903,0.030760368663594464,0.027457757296466975,0.0,79.26267281105972,var156,temporal_holdout,MI continuous XGBoost
0.05,1085,68,824,0.02270191608052389,0.017220470531166626,0.0,104.14746543778799,var156,temporal_holdout,MI continuous XGBoost
0.06,1085,67,745,0.017923325816256497,0.006765369153838623,0.0,174.80798771121337,var156,temporal_holdout,MI continuous XGBoost
0.07,1085,64,652,0.013755512610871603,-0.003914573113324424,0.0,234.75971033574714,var156,temporal_holdout,MI continuous XGBoost
0.08,1085,54,545,0.006090963734722501,-0.014826688038469232,0.0,240.55299539170497,var156,temporal_holdout,MI continuous XGBoost
0.09,1085,48,451,0.0031295893047045107,-0.025978629665265596,0.0,294.31643625192,var156,temporal_holdout,MI continuous XGBoost
0.1,1085,42,359,0.001945724526369684,-0.0373783922171019,0.0,353.9170506912443,var156,temporal_holdout,MI continuous XGBoost
0.11,1085,35,293,-0.0011184176461450856,-0.04903432920830528,0.0,387.6832844574779,var156,temporal_holdout,MI continuous XGBoost
0.12,1085,27,232,-0.004273146208630077,-0.06095517385839966,0.0,415.66820276497697,var156,temporal_holdout,MI continuous XGBoost
0.13,1085,20,179,-0.006218549711319456,-0.07315006091424334,0.0,447.92626728110594,var156,temporal_holdout,MI continuous XGBoost
0.14,1085,14,127,-0.006151537884471121,-0.08562854999464153,0.0,488.2159315339039,var156,temporal_holdout,MI continuous XGBoost
0.15,1085,9,86,-0.005692599620493359,-0.09840065058281378,0.0,525.3456221198156,var156,temporal_holdout,MI continuous XGBoost
0.16,1085,6,50,-0.003247750713188503,-0.11147684880403777,0.0,568.2027649769586,var156,temporal_holdout,MI continuous XGBoost
0.17,1085,4,21,-0.00027760812836599875,-0.12486813613902617,0.0,608.294930875576,var156,temporal_holdout,MI continuous XGBoost
0.18,1085,4,11,0.0014611666853995733,-0.13858604023828253,0.0,637.9928315412186,var156,temporal_holdout,MI continuous XGBoost
0.19,1085,2,7,0.0003299766740626956,-0.1526426580190021,0.0,652.1464952704341,var156,temporal_holdout,MI continuous XGBoost
0.2,1085,1,6,-0.0004608294930875576,-0.16705069124423963,0.0,666.3594470046082,var156,temporal_holdout,MI continuous XGBoost
0.21,1085,1,5,-0.00030333080557662015,-0.18182348480429328,0.0,682.861531709458,var156,temporal_holdout,MI continuous XGBoost
0.22,1085,1,3,0.00014179369018078695,-0.19697506794280986,0.0,698.8688730624214,var156,temporal_holdout,MI continuous XGBoost
0.23,1085,1,3,9.575677778442758e-05,-0.21252019869531388,0.0,711.8012422360248,var156,temporal_holdout,MI continuous XGBoost
0.24,1085,0,3,-0.000873150618481688,-0.2284744118360417,0.0,720.73732718894,var156,temporal_holdout,MI continuous XGBoost
0.25,1085,0,2,-0.0006144393241167435,-0.24485407066052225,0.0,732.7188940092166,var156,temporal_holdout,MI continuous XGBoost
0.26,1085,0,1,-0.0003238261302777432,-0.26167642296674554,0.0,743.8496986884082,var156,temporal_holdout,MI continuous XGBoost
0.27,1085,0,1,-0.00034088757022915226,-0.27895966163752295,0.0,753.3026113671276,var156,temporal_holdout,MI continuous XGBoost
0.28,1085,0,1,-0.0003584229390681004,-0.2967229902713774,0.0,762.0803159973666,var156,temporal_holdout,MI continuous XGBoost
0.29,1085,0,1,-0.0003764522619588499,-0.3149866943597066,0.0,770.2526616875894,var156,temporal_holdout,MI continuous XGBoost
0.3,1085,0,0,0.0,-0.3337722185648453,0.0,778.8018433179723,var156,temporal_holdout,MI continuous XGBoost
0.31,1085,0,0,0.0,-0.3531022507179591,0.0,785.9372677270702,var156,temporal_holdout,MI continuous XGBoost
0.32,1085,0,0,0.0,-0.3730008132285173,0.0,792.6267281105992,var156,temporal_holdout,MI continuous XGBoost
0.33,1085,0,0,0.0,-0.39349336267968915,0.0,798.9107666527021,var156,temporal_holdout,MI continuous XGBoost
0.34,1085,0,0,0.0,-0.41460689847786636,0.0,804.8251558687992,var156,temporal_holdout,MI continuous XGBoost
0.35,1085,0,0,0.0,-0.4363700815313719,0.0,810.4015799868336,var156,temporal_holdout,MI continuous XGBoost
0.36,1085,0,0,0.0,-0.4588133640552996,0.0,815.6682027649771,var156,temporal_holdout,MI continuous XGBoost
0.37,1085,0,0,0.0,-0.481969131738717,0.0,820.6501432307884,var156,temporal_holdout,MI continuous XGBoost
0.38,1085,0,0,0.0,-0.5058718596699867,0.0,825.3698763036625,var156,temporal_holdout,MI continuous XGBoost
0.39,1085,0,0,0.0,-0.5305582835990029,0.0,829.8475717830557,var156,temporal_holdout,MI continuous XGBoost
0.4,1085,0,0,0.0,-0.556067588325653,0.0,834.1013824884793,var156,temporal_holdout,MI continuous XGBoost
0.41,1085,0,0,0.0,-0.5824416152464265,0.0,838.1476902326626,var156,temporal_holdout,MI continuous XGBoost
0.42,1085,0,0,0.0,-0.609725091371365,0.0,842.0013166556946,var156,temporal_holdout,MI continuous XGBoost
0.43,1085,0,0,0.0,-0.6379658824480555,0.0,845.6757046404458,var156,temporal_holdout,MI continuous XGBoost
0.44,1085,0,0,0.0,-0.6672152732060567,0.0,849.1830749895267,var156,temporal_holdout,MI continuous XGBoost
0.45,1085,0,0,0.0,-0.6975282781734394,0.0,852.5345622119816,var156,temporal_holdout,MI continuous XGBoost
0.46,1085,0,0,0.0,-0.7289639870285032,0.0,855.7403325986777,var156,temporal_holdout,MI continuous XGBoost
0.47,1085,0,0,0.0,-0.7615859490479089,0.0,858.8096872242378,var156,temporal_holdout,MI continuous XGBoost
0.48,1085,0,0,0.0,-0.7954626019142148,0.0,861.7511520737328,var156,temporal_holdout,MI continuous XGBoost
0.49,1085,0,0,0.0,-0.8306677509713563,0.0,864.5725571334525,var156,temporal_holdout,MI continuous XGBoost
0.5,1085,0,0,0.0,-0.8672811059907835,0.0,867.2811059907834,var156,temporal_holdout,MI continuous XGBoost
0.01,1085,72,1010,0.05695666340827631,0.05692873434808919,0.0,2.7649769585250876,var156,temporal_holdout,MI spline LASSO
0.02,1085,71,990,0.04681651462428289,0.04730555816796765,0.0,-23.96313364055316,var156,temporal_holdout,MI spline LASSO
0.03,1085,69,932,0.03702788731056107,0.03748396598413227,0.0,-14.746543778802051,var156,temporal_holdout,MI spline LASSO
0.04,1085,68,857,0.02976190476190476,0.027457757296466975,0.0,55.29953917050683,var156,temporal_holdout,MI spline LASSO
0.05,1085,66,777,0.02313849138976473,0.017220470531166626,0.0,112.44239631336399,var156,temporal_holdout,MI spline LASSO
0.06,1085,64,693,0.018217472301206003,0.006765369153838623,0.0,179.416282642089,var156,temporal_holdout,MI spline LASSO
0.07,1085,60,621,0.012219414300579746,-0.003914573113324424,0.0,214.3515470704411,var156,temporal_holdout,MI spline LASSO
0.08,1085,54,541,0.0064115407733921085,-0.014826688038469232,0.0,244.2396313364054,var156,temporal_holdout,MI spline LASSO
0.09,1085,52,461,0.005904694383957059,-0.025978629665265596,0.0,322.3758320532513,var156,temporal_holdout,MI spline LASSO
0.1,1085,43,388,-0.00010240655401946016,-0.0373783922171019,0.0,335.48387096774195,var156,temporal_holdout,MI spline LASSO
0.11,1085,34,305,-0.003407031533164186,-0.04903432920830528,0.0,369.16631755341433,var156,temporal_holdout,MI spline LASSO
0.12,1085,32,239,-0.0005446166736489276,-0.06095517385839966,0.0,443.0107526881721,var156,temporal_holdout,MI spline LASSO
0.13,1085,22,182,-0.004788389215530486,-0.07315006091424334,0.0,457.49734136830904,var156,temporal_holdout,MI spline LASSO
0.14,1085,16,147,-0.0073089700996677755,-0.08562854999464153,0.0,481.1059907834102,var156,temporal_holdout,MI spline LASSO
0.15,1085,13,109,-0.0057468148549742505,-0.09840065058281378,0.0,525.0384024577573,var156,temporal_holdout,MI spline LASSO
0.16,1085,10,81,-0.005003291639236342,-0.11147684880403777,0.0,558.9861751152074,var156,temporal_holdout,MI spline LASSO
0.17,1085,7,65,-0.005818666370551332,-0.12486813613902617,0.0,581.2415288696125,var156,temporal_holdout,MI spline LASSO
0.18,1085,5,33,-0.0020681128470270873,-0.13858604023828253,0.0,621.9150025601638,var156,temporal_holdout,MI spline LASSO
0.19,1085,5,22,-0.00014792057802810474,-0.1526426580190021,0.0,650.1091438273103,var156,temporal_holdout,MI spline LASSO
0.2,1085,4,12,0.0009216589861751152,-0.16705069124423963,0.0,671.889400921659,var156,temporal_holdout,MI spline LASSO
0.21,1085,3,6,0.0012949892084232633,-0.18182348480429328,0.0,688.8742593811719,var156,temporal_holdout,MI spline LASSO
0.22,1085,3,5,0.0014652014652014654,-0.19697506794280986,0.0,703.5609551738584,var156,temporal_holdout,MI spline LASSO
0.23,1085,3,3,0.001939074750134658,-0.21252019869531388,0.0,717.9723502304147,var156,temporal_holdout,MI spline LASSO
0.24,1085,2,2,0.0012612175600291051,-0.2284744118360417,0.0,727.4961597542243,var156,temporal_holdout,MI spline LASSO
0.25,1085,2,1,0.0015360983102918587,-0.24485407066052225,0.0,739.1705069124423,var156,temporal_holdout,MI spline LASSO
0.26,1085,2,1,0.0015194918420724872,-0.26167642296674554,0.0,749.0960652250974,var156,temporal_holdout,MI spline LASSO
0.27,1085,2,1,0.001502430402121078,-0.27895966163752295,0.0,758.2863969960745,var156,temporal_holdout,MI spline LASSO
0.28,1085,2,1,0.00148489503328213,-0.2967229902713774,0.0,766.8202764976958,var156,temporal_holdout,MI spline LASSO
0.29,1085,2,1,0.0014668657103913806,-0.3149866943597066,0.0,774.7656125854123,var156,temporal_holdout,MI spline LASSO
0.3,1085,0,1,-0.0003949967083607637,-0.3337722185648453,0.0,777.8801843317972,var156,temporal_holdout,MI spline LASSO
0.31,1085,0,1,-0.0004140786749482402,-0.3531022507179591,0.0,785.015608740895,var156,temporal_holdout,MI spline LASSO
0.32,1085,0,1,-0.0004337218758471131,-0.3730008132285173,0.0,791.7050691244241,var156,temporal_holdout,MI spline LASSO
0.33,1085,0,1,-0.0004539514409519225,-0.39349336267968915,0.0,797.9891076665268,var156,temporal_holdout,MI spline LASSO
0.34,1085,0,1,-0.00047479402318112006,-0.41460689847786636,0.0,803.903496882624,var156,temporal_holdout,MI spline LASSO
0.35,1085,0,1,-0.0004962779156327543,-0.4363700815313719,0.0,809.4799210006585,var156,temporal_holdout,MI spline LASSO
0.36,1085,0,0,0.0,-0.4588133640552996,0.0,815.6682027649771,var156,temporal_holdout,MI spline LASSO
0.37,1085,0,0,0.0,-0.481969131738717,0.0,820.6501432307884,var156,temporal_holdout,MI spline LASSO
0.38,1085,0,0,0.0,-0.5058718596699867,0.0,825.3698763036625,var156,temporal_holdout,MI spline LASSO
0.39,1085,0,0,0.0,-0.5305582835990029,0.0,829.8475717830557,var156,temporal_holdout,MI spline LASSO
0.4,1085,0,0,0.0,-0.556067588325653,0.0,834.1013824884793,var156,temporal_holdout,MI spline LASSO
0.41,1085,0,0,0.0,-0.5824416152464265,0.0,838.1476902326626,var156,temporal_holdout,MI spline LASSO
0.42,1085,0,0,0.0,-0.609725091371365,0.0,842.0013166556946,var156,temporal_holdout,MI spline LASSO
0.43,1085,0,0,0.0,-0.6379658824480555,0.0,845.6757046404458,var156,temporal_holdout,MI spline LASSO
0.44,1085,0,0,0.0,-0.6672152732060567,0.0,849.1830749895267,var156,temporal_holdout,MI spline LASSO
0.45,1085,0,0,0.0,-0.6975282781734394,0.0,852.5345622119816,var156,temporal_holdout,MI spline LASSO
0.46,1085,0,0,0.0,-0.7289639870285032,0.0,855.7403325986777,var156,temporal_holdout,MI spline LASSO
0.47,1085,0,0,0.0,-0.7615859490479089,0.0,858.8096872242378,var156,temporal_holdout,MI spline LASSO
0.48,1085,0,0,0.0,-0.7954626019142148,0.0,861.7511520737328,var156,temporal_holdout,MI spline LASSO
0.49,1085,0,0,0.0,-0.8306677509713563,0.0,864.5725571334525,var156,temporal_holdout,MI spline LASSO
0.5,1085,0,0,0.0,-0.8672811059907835,0.0,867.2811059907834,var156,temporal_holdout,MI spline LASSO
0.01,21762,1544,20218,0.061565011385799916,0.061565011385799916,0.0,0.0,var157,nested_cv,MI continuous XGBoost
0.02,21762,1543,20156,0.052001335411473656,0.05198914415504277,0.0,0.5973715651133721,var157,nested_cv,MI continuous XGBoost
0.03,21762,1534,19691,0.042505284440768315,0.04221583636282672,0.0,9.358821186778249,var157,nested_cv,MI continuous XGBoost
0.04,21762,1480,18367,0.032842033514076524,0.03223891799160616,0.0,14.474772539288804,var157,nested_cv,MI continuous XGBoost
0.05,21762,1381,16310,0.02401336951421841,0.022051959233623068,0.0,37.266795331311506,var157,nested_cv,MI continuous XGBoost
0.06,21762,1235,13585,0.01690434428938204,0.011648256672278638,0.0,82.34537266795331,var157,nested_cv,MI continuous XGBoost
0.07,21762,997,10414,0.009794620790111591,0.001020818571980539,0.0,116.56622946945538,var157,nested_cv,MI continuous XGBoost
0.08,21762,720,6800,0.005913778704802546,-0.009837650791367475,0.0,181.1414392059552,var157,nested_cv,MI continuous XGBoost
0.09,21762,425,3739,0.0025369355394169305,-0.02093476783303086,0.0,237.32500076586103,var157,nested_cv,MI continuous XGBoost
0.1,21762,232,1972,0.0005922658252407355,-0.03227848747562009,0.0,295.83677970774744,var157,nested_cv,MI continuous XGBoost
0.11,21762,122,861,0.0007161230430530906,-0.04387712216635739,0.0,360.7998930579575,var157,nested_cv,MI continuous XGBoost
0.12,21762,43,325,-6.057264121780227e-05,-0.05573936219097507,0.0,408.31112336488667,var157,nested_cv,MI continuous XGBoost
0.13,21762,21,131,6.549431836788157e-05,-0.06787429738857252,0.0,454.67399065413963,var157,nested_cv,MI continuous XGBoost
0.14,21762,11,55,9.404060416813605e-05,-0.0802914403814629,0.0,493.7965260545906,var157,nested_cv,MI continuous XGBoost
0.15,21762,2,18,-5.4060775123393734e-05,-0.09300075144477422,0.0,526.697913794688,var157,nested_cv,MI continuous XGBoost
0.16,21762,1,9,-3.282261346777477e-05,-0.1060126651524501,0.0,556.3941733296572,var157,nested_cv,MI continuous XGBoost
0.17,21762,0,6,-5.647071329154502e-05,-0.1193381189494676,0.0,582.3751060942712,var157,nested_cv,MI continuous XGBoost
0.18,21762,0,2,-2.0173899009461555e-05,-0.13298858381470496,0.0,605.7449785048351,var157,nested_cv,MI continuous XGBoost
0.19,21762,0,1,-1.0778784175837142e-05,-0.14697609719513344,0.0,626.5363574361877,var157,nested_cv,MI continuous XGBoost
0.2,21762,0,0,0.0,-0.16131329841007258,0.0,645.2531936402903,var157,nested_cv,MI continuous XGBoost
0.21,21762,0,0,0.0,-0.1760134667443773,0.0,662.1458987050385,var157,nested_cv,MI continuous XGBoost
0.22,21762,0,0,0.0,-0.19109056247186934,0.0,677.5029033093549,var157,nested_cv,MI continuous XGBoost
0.23,21762,0,0,0.0,-0.20655927107540012,0.0,691.5245162089483,var157,nested_cv,MI continuous XGBoost
0.24,21762,0,0,0.0,-0.22243505095797117,0.0,704.3776613669087,var157,nested_cv,MI continuous XGBoost
0.25,21762,0,0,0.0,-0.2387341849707441,0.0,716.2025549122324,var157,nested_cv,MI continuous XGBoost
0.26,21762,0,0,0.0,-0.25547383611899743,0.0,727.1178412617619,var157,nested_cv,MI continuous XGBoost
0.27,21762,0,0,0.0,-0.27267210784665497,0.0,737.2245878816966,var157,nested_cv,MI continuous XGBoost
0.28,21762,0,0,0.0,-0.29034810934452515,0.0,746.6094240287788,var157,nested_cv,MI continuous XGBoost
0.29,21762,0,0,0.0,-0.3085220263775466,0.0,755.347030096752,var157,nested_cv,MI continuous XGBoost
0.3,21762,0,0,0.0,-0.32721519818294015,0.0,763.502129093527,var157,nested_cv,MI continuous XGBoost
0.31,21762,0,0,0.0,-0.34645020105515667,0.0,771.1310926711551,var157,nested_cv,MI continuous XGBoost
0.32,21762,0,0,0.0,-0.3662509393059678,0.0,778.2832460251815,var157,nested_cv,MI continuous XGBoost
0.33,21762,0,0,0.0,-0.38664274437023605,0.0,785.00193553957,var157,nested_cv,MI continuous XGBoost
0.34,21762,0,0,0.0,-0.4076524829213002,0.0,791.3254080237002,var157,nested_cv,MI continuous XGBoost
0.35,21762,0,0,0.0,-0.4293086749662432,0.0,797.2875392230231,var157,nested_cv,MI continuous XGBoost
0.36,21762,0,0,0.0,-0.45164162301259075,0.0,802.9184409112725,var157,nested_cv,MI continuous XGBoost
0.37,21762,0,0,0.0,-0.47468355353660013,0.0,808.2449695352922,var157,nested_cv,MI continuous XGBoost
0.38,21762,0,0,0.0,-0.49846877214202917,0.0,813.2911545475212,var157,nested_cv,MI continuous XGBoost
