outcome,kind,candidate,selected,log_loss,auc,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
andujak2,lasso,0,False,0.15815239146606247,0.48988333805146245,0.01,,,,,,,
andujak2,lasso,1,True,0.09416335507779268,0.7710416138981183,0.1,,,,,,,
andujak2,lasso,2,False,0.10421174600478328,0.7331078564298166,1.0,,,,,,,
andujak2,lasso,3,False,0.14074675181582372,0.7080769402684863,10.0,,,,,,,
andujak2,xgb,0,False,0.09674101413260941,0.7480221106426092,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
andujak2,xgb,1,False,0.09173649034108995,0.7583622629140158,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
andujak2,xgb,2,True,0.09138948850845705,0.7622360951770788,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
andujak2,xgb,3,False,0.09694046679628364,0.7347765841739052,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
