bin,n,predicted,observed,absolute_error,outcome,analysis,validation,model
0,1269,0.07880085259455351,0.08668242710795902,0.007881574513405515,var161,primary_complete_case,nested_cv,Logistic LASSO
1,4025,0.14698589528517542,0.14683229813664597,0.00015359714852944406,var161,primary_complete_case,nested_cv,Logistic LASSO
2,425,0.23946885317427088,0.21176470588235294,0.027704147291917947,var161,primary_complete_case,nested_cv,Logistic LASSO
3,111,0.3208807629635931,0.36036036036036034,0.03947959739676726,var161,primary_complete_case,nested_cv,Logistic LASSO
4,9,0.4628558320072565,0.3333333333333333,0.12952249867392318,var161,primary_complete_case,nested_cv,Logistic LASSO
5,10,0.5570410077783381,0.3,0.2570410077783381,var161,primary_complete_case,nested_cv,Logistic LASSO
6,7,0.6614681121894258,0.8571428571428571,0.1956747449534313,var161,primary_complete_case,nested_cv,Logistic LASSO
7,6,0.7622384045470146,1.0,0.23776159545298536,var161,primary_complete_case,nested_cv,Logistic LASSO
8,3,0.8367855487457861,0.6666666666666666,0.17011888207911952,var161,primary_complete_case,nested_cv,Logistic LASSO
9,1,0.973420117101366,0.0,0.973420117101366,var161,primary_complete_case,nested_cv,Logistic LASSO
0,1318,0.07688557268884942,0.08421851289833081,0.007332940209481387,var161,primary_complete_case,nested_cv,Automatic integer score
1,3911,0.14629239790245058,0.14855535668626949,0.002262958783818908,var161,primary_complete_case,nested_cv,Automatic integer score
2,452,0.23462098856726413,0.2013274336283186,0.033293554938945535,var161,primary_complete_case,nested_cv,Automatic integer score
3,146,0.32052728623553883,0.3219178082191781,0.001390521983639259,var161,primary_complete_case,nested_cv,Automatic integer score
4,9,0.4383129345361454,0.2222222222222222,0.21609071231392318,var161,primary_complete_case,nested_cv,Automatic integer score
5,9,0.5382839253280756,0.3333333333333333,0.20495059199474225,var161,primary_complete_case,nested_cv,Automatic integer score
6,9,0.633457368018504,0.6666666666666666,0.03320929864816258,var161,primary_complete_case,nested_cv,Automatic integer score
7,7,0.7416968119477777,1.0,0.2583031880522223,var161,primary_complete_case,nested_cv,Automatic integer score
8,4,0.8290751006714345,0.75,0.07907510067143453,var161,primary_complete_case,nested_cv,Automatic integer score
9,1,0.9695195251424167,0.0,0.9695195251424167,var161,primary_complete_case,nested_cv,Automatic integer score
0,16,0.09008187151899233,0.4375,0.34741812848100767,var161,primary_complete_case,temporal_holdout,Logistic LASSO
1,81,0.15483155854488198,0.4074074074074074,0.2525758488625254,var161,primary_complete_case,temporal_holdout,Logistic LASSO
2,12,0.2627904972777297,0.4166666666666667,0.153876169388937,var161,primary_complete_case,temporal_holdout,Logistic LASSO
3,4,0.33034525671476683,0.75,0.41965474328523317,var161,primary_complete_case,temporal_holdout,Logistic LASSO
4,1,0.49118311677703314,1.0,0.5088168832229669,var161,primary_complete_case,temporal_holdout,Logistic LASSO
8,1,0.8747495018415845,1.0,0.1252504981584155,var161,primary_complete_case,temporal_holdout,Logistic LASSO
0,17,0.09082854259806672,0.4117647058823529,0.3209361632842862,var161,primary_complete_case,temporal_holdout,Automatic integer score
1,81,0.15669753216728502,0.4074074074074074,0.25070987524012234,var161,primary_complete_case,temporal_holdout,Automatic integer score
2,12,0.2647597780107955,0.5,0.23524022198920452,var161,primary_complete_case,temporal_holdout,Automatic integer score
3,3,0.3379633809605034,0.6666666666666666,0.32870328570616325,var161,primary_complete_case,temporal_holdout,Automatic integer score
5,1,0.51014826009076,1.0,0.48985173990924,var161,primary_complete_case,temporal_holdout,Automatic integer score
8,1,0.8791824869037852,1.0,0.1208175130962148,var161,primary_complete_case,temporal_holdout,Automatic integer score
0,989,0.08496428681848264,0.0839231547017189,0.0010411321167637377,var161,primary_complete_case,nested_cv,XGBoost
1,4412,0.1451167799447978,0.1441523118766999,0.0009644680680978845,var161,primary_complete_case,nested_cv,XGBoost
2,388,0.24249119657216614,0.24742268041237114,0.004931483840205003,var161,primary_complete_case,nested_cv,XGBoost
3,54,0.3303000893857744,0.35185185185185186,0.021551762466077484,var161,primary_complete_case,nested_cv,XGBoost
4,10,0.4330995440483093,0.7,0.26690045595169065,var161,primary_complete_case,nested_cv,XGBoost
5,9,0.5535540580749512,1.0,0.44644594192504883,var161,primary_complete_case,nested_cv,XGBoost
6,2,0.6267562508583069,0.5,0.12675625085830688,var161,primary_complete_case,nested_cv,XGBoost
7,2,0.7383875250816345,0.0,0.7383875250816345,var161,primary_complete_case,nested_cv,XGBoost
0,7,0.09024998758520399,0.42857142857142855,0.3383214409862246,var161,primary_complete_case,temporal_holdout,XGBoost
1,90,0.1501561247640186,0.4,0.24984387523598142,var161,primary_complete_case,temporal_holdout,XGBoost
2,15,0.2515969564517339,0.6,0.34840304354826607,var161,primary_complete_case,temporal_holdout,XGBoost
3,2,0.34682518243789673,0.5,0.15317481756210327,var161,primary_complete_case,temporal_holdout,XGBoost
