bin,n,predicted,observed,absolute_error,outcome,analysis,validation,model
5,1,0.5978932976722717,1.0,0.40210670232772827,var161,primary_complete_case,temporal_holdout,XGBoost
0,4701,0.0695604175333963,0.06573069559668156,0.0038297219367147417,var161,sensitivity_native_missing,nested_cv,XGBoost
1,2483,0.15408400518791934,0.15304067660088602,0.0010433285870333209,var161,sensitivity_native_missing,nested_cv,XGBoost
2,1561,0.24300078340328174,0.2504804612427931,0.007479677839511367,var161,sensitivity_native_missing,nested_cv,XGBoost
3,982,0.3532292912059792,0.3594704684317719,0.0062411772257927045,var161,sensitivity_native_missing,nested_cv,XGBoost
4,569,0.4360280609403218,0.45342706502636204,0.017399004086040226,var161,sensitivity_native_missing,nested_cv,XGBoost
5,97,0.5368804796454832,0.5567010309278351,0.019820551282351828,var161,sensitivity_native_missing,nested_cv,XGBoost
6,18,0.636777917544047,0.7222222222222222,0.08544430467817521,var161,sensitivity_native_missing,nested_cv,XGBoost
7,6,0.7526101867357889,0.8333333333333334,0.08072314659754443,var161,sensitivity_native_missing,nested_cv,XGBoost
1,7,0.1825523121016366,0.14285714285714285,0.03969516924449376,var161,sensitivity_native_missing,temporal_holdout,XGBoost
2,31,0.23992245091545966,0.3548387096774194,0.11491625876195971,var161,sensitivity_native_missing,temporal_holdout,XGBoost
3,81,0.36131857574721915,0.2716049382716049,0.08971363747561423,var161,sensitivity_native_missing,temporal_holdout,XGBoost
4,117,0.43698638601180834,0.5470085470085471,0.11002216099673873,var161,sensitivity_native_missing,temporal_holdout,XGBoost
5,27,0.544638576330962,0.7037037037037037,0.1590651273727417,var161,sensitivity_native_missing,temporal_holdout,XGBoost
6,3,0.6453851858774821,1.0,0.35461481412251794,var161,sensitivity_native_missing,temporal_holdout,XGBoost
7,2,0.7433373630046844,1.0,0.25666263699531555,var161,sensitivity_native_missing,temporal_holdout,XGBoost
