candidate,auc,C,selected,outer_fold,inner_splits,analysis,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
0,0.4998504486540378,0.01,False,1,5,primary_complete_case,lasso,,,,,,,
1,0.5896507169667469,0.1,False,1,5,primary_complete_case,lasso,,,,,,,
2,0.5971114230836901,1.0,True,1,5,primary_complete_case,lasso,,,,,,,
3,0.596969569233476,10.0,False,1,5,primary_complete_case,lasso,,,,,,,
0,0.4914317253818573,0.01,False,2,5,primary_complete_case,lasso,,,,,,,
1,0.5889546851369534,0.1,False,2,5,primary_complete_case,lasso,,,,,,,
2,0.596294815992551,1.0,True,2,5,primary_complete_case,lasso,,,,,,,
3,0.5952979900240541,10.0,False,2,5,primary_complete_case,lasso,,,,,,,
0,0.49926322354522334,0.01,False,3,5,primary_complete_case,lasso,,,,,,,
1,0.5999272739783587,0.1,False,3,5,primary_complete_case,lasso,,,,,,,
2,0.6128611229454075,1.0,False,3,5,primary_complete_case,lasso,,,,,,,
3,0.6133491961706656,10.0,True,3,5,primary_complete_case,lasso,,,,,,,
0,0.5007874687245166,0.01,False,4,5,primary_complete_case,lasso,,,,,,,
1,0.5935607275091026,0.1,False,4,5,primary_complete_case,lasso,,,,,,,
2,0.6127343007687658,1.0,False,4,5,primary_complete_case,lasso,,,,,,,
3,0.6129643375307264,10.0,True,4,5,primary_complete_case,lasso,,,,,,,
0,0.49601818626352956,0.01,False,5,5,primary_complete_case,lasso,,,,,,,
1,0.5865792856379467,0.1,False,5,5,primary_complete_case,lasso,,,,,,,
2,0.5981984296742665,1.0,True,5,5,primary_complete_case,lasso,,,,,,,
3,0.597703768283988,10.0,False,5,5,primary_complete_case,lasso,,,,,,,
0,0.5877826080581785,,False,1,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5900883745821359,,True,1,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5897621473813852,,False,1,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5839005043692452,,False,1,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5976210502120658,,False,2,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5939598605065859,,False,2,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5982238673114284,,True,2,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5954061457331383,,False,2,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6043206650240176,,False,3,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6057438916729987,,False,3,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.6062281218019949,,True,3,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.6007958137335423,,False,3,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.6042187314707859,,False,4,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6047756144195899,,False,4,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.610199687281767,,True,4,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.59831500359421,,False,4,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5940584999773074,,False,5,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5959522314114925,,False,5,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5964176120683471,,True,5,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5959544274664992,,False,5,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.7248867737616312,,False,1,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.7381587533793716,,True,1,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.7360640807750505,,False,1,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.7359037046826131,,False,1,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.7306483271405931,,False,2,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.7462316484367557,,True,2,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.7432739362982678,,False,2,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.7408958523495021,,False,2,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.7253403414065811,,False,3,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.7346520953941775,,True,3,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.7342840190152834,,False,3,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.7324304312098467,,False,3,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.7218255216616352,,False,4,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.736348184796352,,True,4,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.7324621663447256,,False,4,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.7326198694907933,,False,4,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.7259759455240483,,False,5,5,sensitivity_native_missing,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.7398273965362538,,True,5,5,sensitivity_native_missing,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.7372661028962884,,False,5,5,sensitivity_native_missing,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.7349846970758508,,False,5,5,sensitivity_native_missing,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
