n,positive_n,tp,fp,tn,fn,auc,brier,log_loss,tests_avoided_per_1000,missed_positive_per_1000,sensitivity,sensitivity_lower,sensitivity_upper,specificity,specificity_lower,specificity_upper,ppv,ppv_lower,ppv_upper,npv,npv_lower,npv_upper,false_negative_rate,false_positive_rate,lr_positive,lr_negative,auc_lower,auc_upper,mean_fold_raw_auc,outcome,label,priority,analysis,validation,model,mace,ece
7209,2801,2528,3698,710,273,0.5835861382148325,0.23278665973680548,0.6578924856366024,136.35733111388544,37.86933000416146,0.9025348089967868,0.890993501849777,0.9129735077323342,0.16107078039927405,0.15051488896158582,0.17221689369891208,0.4060391904914873,0.3939022534202753,0.4182920042131314,0.7222787385554426,0.6934565483077343,0.7493704084379101,0.09746519100321314,0.838929219600726,1.0758175873601505,0.6051078337213571,0.5709967051808047,0.5957791995712576,0.5839230059023428,ana_dura,Composite thrombophilia,composite,primary_complete_case,nested_cv,Logistic LASSO,0.08630616430263897,0.014581052733588847
7209,2801,2523,3691,717,278,0.5838334086024501,0.23282550347350742,0.6580004294795456,138.02191704813427,38.562907476765155,0.9007497322384862,0.8891220032486346,0.9112797424328908,0.16265880217785844,0.15205856290712405,0.17384649788013185,0.4060186675249437,0.3938701902773683,0.41828327041548,0.7206030150753768,0.6919151559529829,0.74759403354173,0.09925026776151374,0.8373411978221416,1.075726041643795,0.6101745889717609,0.5713188451217512,0.5962412602917289,0.5840193181151366,ana_dura,Composite thrombophilia,composite,primary_complete_case,nested_cv,Automatic integer score,0.05339855555885403,0.015570390152150634
423,141,129,261,21,12,0.5557190282178965,0.22724010912523632,0.6474594139505289,78.01418439716312,28.368794326241133,0.9148936170212766,0.8571335147826399,0.9506462531969112,0.07446808510638298,0.049219723401176,0.11115399918554669,0.33076923076923076,0.2859242911217098,0.3789154634453781,0.6363636363636364,0.466161783022664,0.7781282176475764,0.0851063829787234,0.925531914893617,0.9885057471264368,1.1428571428571428,0.48810484885066147,0.6157971178512148,0.5557190282178965,ana_dura,Composite thrombophilia,composite,primary_complete_case,temporal_holdout,Logistic LASSO,0.14779484187847058,0.09292071079534926
423,141,129,261,21,12,0.5563100447663598,0.22750242707961824,0.6480726836817899,78.01418439716312,28.368794326241133,0.9148936170212766,0.8571335147826399,0.9506462531969112,0.07446808510638298,0.049219723401176,0.11115399918554669,0.33076923076923076,0.2859242911217098,0.3789154634453781,0.6363636363636364,0.466161783022664,0.7781282176475764,0.0851063829787234,0.925531914893617,0.9885057471264368,1.1428571428571428,0.4888634248780242,0.6165245711986319,0.5563100447663598,ana_dura,Composite thrombophilia,composite,primary_complete_case,temporal_holdout,Automatic integer score,0.1518218940811655,0.08999670039980275
7209,2801,2542,3669,739,259,0.5913048133574281,0.23170946233037149,0.6553794215925243,138.43806353169649,35.92731308087113,0.9075330239200285,0.8962397696662177,0.917709978837534,0.1676497277676951,0.1569124945082247,0.17896572610598505,0.4092738689421993,0.3971052611401235,0.42155463429446477,0.7404809619238477,0.7123981860905646,0.7667195383496141,0.09246697607997144,0.832350272232305,1.090325857029023,0.551548620514904,0.5781198002755045,0.6048640942258112,0.591729658145179,ana_dura,Composite thrombophilia,composite,primary_complete_case,nested_cv,XGBoost,0.024179174424647388,0.00632191496738568
423,141,128,242,40,13,0.5473944972586892,0.22481703253053212,0.6410653317895844,125.29550827423166,30.73286052009456,0.9078014184397163,0.8486453120296745,0.9453262547878328,0.14184397163120568,0.10592601777848354,0.1873885320653414,0.34594594594594597,0.2992842931543229,0.39577360556129837,0.7547169811320755,0.6243344231264808,0.8506709789194319,0.09219858156028368,0.8581560283687943,1.0578512396694215,0.6499999999999999,0.49118064986670695,0.6059884437402545,0.5473944972586892,ana_dura,Composite thrombophilia,composite,primary_complete_case,temporal_holdout,XGBoost,0.08211277839662987,0.06277166923450804
21762,8200,7388,10980,2582,812,0.6047699094672705,0.2268589081798482,0.6445471273435704,155.95993015347852,37.312746990166346,0.9009756097560976,0.8943216361468451,0.9072540687236514,0.19038489898245098,0.18386535706105744,0.1970797892100199,0.4022212543554007,0.3951512086468656,0.40933219014300326,0.7607542722451385,0.7461117664864552,0.7748071820433926,0.09902439024390244,0.8096151010175491,1.1128443733617663,0.5201273355878407,0.5973724809681642,0.6116762271330223,0.6050475127954987,ana_dura,Composite thrombophilia,composite,sensitivity_native_missing,nested_cv,XGBoost,0.08398779229139856,0.011508546358779122
1085,345,287,518,222,58,0.5940070505287897,0.21219228975397506,0.613709039558563,258.06451612903226,53.45622119815668,0.8318840579710145,0.7888158268321704,0.8676428428860606,0.3,0.2680847193072513,0.33398102132881613,0.3565217391304348,0.32418759086968885,0.3902187399620636,0.7928571428571428,0.7415816002770471,0.8362057345308699,0.1681159420289855,0.7,1.1884057971014494,0.5603864734299517,0.5634908441049746,0.6303957598903251,0.5940070505287897,ana_dura,Composite thrombophilia,composite,sensitivity_native_missing,temporal_holdout,XGBoost,0.04604482675904522,0.031022180967067242
7209,2801,2541,3756,652,260,0.5648757962381856,0.2345536089110937,0.6616723734134295,126.50853100291303,36.066028575391876,0.9071760085683684,0.8958647305025328,0.9173719652211018,0.14791288566243194,0.13773926628712327,0.15869964046595084,0.40352548832777513,0.39147036780147787,0.4156982448448389,0.7149122807017544,0.6847585492878415,0.7432631309107908,0.09282399143163156,0.852087114337568,1.0646517161260298,0.6275585187586379,0.5516582676672384,0.5788233434503882,0.5647788899306055,ana_dura,Composite thrombophilia,composite,guided_complete_case,nested_cv,Logistic LASSO,0.02878323400335176,0.004085735574444068
7209,2801,2556,3798,610,245,0.5626064647640103,0.2347856420428067,0.6621790003066013,118.60174781523096,33.9852961575808,0.9125312388432703,0.9014955016274102,0.922436985797982,0.1383847549909256,0.1285055817988924,0.14889365619363346,0.40226628895184136,0.39027195206468795,0.41437872882373145,0.7134502923976608,0.6822410775459004,0.7427500500379899,0.08746876115672975,0.8616152450090744,1.059093654771231,0.6320693429161717,0.5496175762593862,0.5772967322809264,0.5627585914998987,ana_dura,Composite thrombophilia,composite,guided_complete_case,nested_cv,Automatic integer score,0.01749887051956002,0.004326948212124814
423,141,134,264,18,7,0.48846888989487447,0.2312325455574656,0.6552949819296203,59.1016548463357,16.548463356973993,0.950354609929078,0.9010743041142573,0.975746469675512,0.06382978723404255,0.04075328392670484,0.09862978172468594,0.33668341708542715,0.292012972224763,0.3844763567222352,0.72,0.5242339480963842,0.8571614614904344,0.04964539007092199,0.9361702127659575,1.0151515151515151,0.7777777777777779,0.4280273879583522,0.5421272194557617,0.48846888989487447,ana_dura,Composite thrombophilia,composite,guided_complete_case,temporal_holdout,Logistic LASSO,0.07810356994498664,0.08189917687988482
