variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Development eligible,Temporal eligible,21762,1085,21762,1085,0,0,10295.0,475.0,47.30723279110376,43.77880184331797,0.07089516477638655,0.024834229332477836,,,,,,,,,,
sexo,Sex,Male,Development eligible,Temporal eligible,21762,1085,21762,1085,0,0,11467.0,610.0,52.69276720889624,56.22119815668203,-0.07089516477638655,0.024834229332477836,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,241.0,69.0,2.8524085690614274,7.033639143730887,-0.19379613043629532,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,108.0,15.0,1.278257781986034,1.529051987767584,-0.021319724746620448,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,37.0,8.0,0.4379216475322524,0.8154943934760449,-0.04785832310582795,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,7946.0,863.0,94.04663273760208,87.97145769622834,0.21358765173575056,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Negra,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,46.0,14.0,0.5444431293644217,1.4271151885830784,-0.0894323280363159,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Otras,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,14.0,2.0,0.16570008285004142,0.20387359836901123,-0.008888583507929726,3.2931040757905497e-12,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Development eligible,Temporal eligible,21762,1085,8449,981,13313,104,57.0,10.0,0.6746360516037401,1.019367991845056,-0.03762384768186235,3.2931040757905497e-12,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Development eligible,Temporal eligible,21762,1085,16330,1053,5432,32,15679.0,1014.0,96.01347213717085,96.29629629629629,-0.01470915973511167,0.7443564489542073,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Development eligible,Temporal eligible,21762,1085,16330,1053,5432,32,651.0,39.0,3.9865278628291487,3.7037037037037033,0.014709159735112,0.7443564489542073,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Development eligible,Temporal eligible,21762,1085,16318,1053,5444,32,15685.0,1028.0,96.1208481431548,97.62583095916429,-0.08655564064386276,0.012151215488028763,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Development eligible,Temporal eligible,21762,1085,16318,1053,5444,32,633.0,25.0,3.8791518568452017,2.3741690408357075,0.08655564064386281,0.012151215488028763,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Development eligible,Temporal eligible,21762,1085,16303,1053,5459,32,15851.0,1033.0,97.22750414034226,98.10066476733144,-0.05783352078453692,0.09637560006247672,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Development eligible,Temporal eligible,21762,1085,16303,1053,5459,32,452.0,20.0,2.772495859657732,1.899335232668566,0.05783352078453683,0.09637560006247672,,,,,,,,,,
fum_act,Current smoking,No,Development eligible,Temporal eligible,21762,1085,16147,1056,5615,29,12841.0,869.0,79.52560847216202,82.29166666666666,-0.07042299170344461,0.029906012810651944,,,,,,,,,,
fum_act,Current smoking,Yes,Development eligible,Temporal eligible,21762,1085,16147,1056,5615,29,3306.0,187.0,20.474391527837987,17.708333333333336,0.07042299170344468,0.029906012810651944,,,,,,,,,,
diabetes,Diabetes,No,Development eligible,Temporal eligible,21762,1085,16357,1052,5405,33,14521.0,940.0,88.77544782050498,89.35361216730038,-0.018526732134365037,0.6138104740093806,,,,,,,,,,
diabetes,Diabetes,Yes,Development eligible,Temporal eligible,21762,1085,16357,1052,5405,33,1836.0,112.0,11.224552179495017,10.646387832699618,0.018526732134365127,0.6138104740093806,,,,,,,,,,
hip_art,Hypertension,No,Development eligible,Temporal eligible,21762,1085,16506,1058,5256,27,10602.0,734.0,64.23118865866958,69.37618147448015,-0.10941795441058826,0.0006372676127782411,,,,,,,,,,
hip_art,Hypertension,Yes,Development eligible,Temporal eligible,21762,1085,16506,1058,5256,27,5904.0,324.0,35.76881134133043,30.623818525519848,0.1094179544105885,0.0006372676127782411,,,,,,,,,,
