variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
e_con_be,Behcet disease,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,9.0,2.0,0.1550120564932828,0.04495392222971454,0.03482909179491452,0.12848199424896284,,,,,,,,,,
e_con_at,Temporal arteritis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5803.0,4448.0,99.94832931450223,99.97752303888514,-0.015165223672342232,0.6379494950035428,,,,,,,,,,
e_con_at,Temporal arteritis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,3.0,1.0,0.05167068549776094,0.02247696111485727,0.015165223672342758,0.6379494950035428,,,,,,,,,,
e_con_va,Other vasculitis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5788.0,4433.0,99.68997588701343,99.64036862216228,0.008587502087959437,0.7299514169731671,,,,,,,,,,
e_con_va,Other vasculitis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,18.0,16.0,0.3100241129865656,0.3596313778377163,-0.008587502087957985,0.7299514169731671,,,,,,,,,,
e_con_ar,Rheumatoid arthritis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5774.0,4425.0,99.44884602135721,99.46055293324343,-0.0015896879237347048,1.0,,,,,,,,,,
e_con_ar,Rheumatoid arthritis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,32.0,24.0,0.5511539786427834,0.5394470667565745,0.0015896879237343833,1.0,,,,,,,,,,
e_con_ea,Ankylosing spondylitis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5800.0,4445.0,99.89665862900448,99.91009215554058,-0.004323715399656664,1.0,,,,,,,,,,
e_con_ea,Ankylosing spondylitis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,6.0,4.0,0.10334137099552188,0.08990784445942908,0.004323715399654439,1.0,,,,,,,,,,
e_con_pr,Polymyalgia rheumatica,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5802.0,4442.0,99.93110575266965,99.842661272196,0.02631425840320053,0.22652052153987023,,,,,,,,,,
e_con_pr,Polymyalgia rheumatica,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,4.0,7.0,0.06889424733034792,0.1573387278040009,-0.02631425840320226,0.22652052153987023,,,,,,,,,,
e_con_ro,Rendu-Osler disease,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5805.0,4449.0,99.9827764381674,100.0,-0.01856153487965904,1.0,,,,,,,,,,
e_con_ro,Rendu-Osler disease,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,1.0,0.0,0.01722356183258698,0.0,0.018561534879656817,1.0,,,,,,,,,,
e_con_av,Vena cava agenesis,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5800.0,4447.0,99.89665862900448,99.95504607777028,-0.021451460314382133,0.47904339927307416,,,,,,,,,,
e_con_av,Vena cava agenesis,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,6.0,2.0,0.10334137099552188,0.04495392222971454,0.02145146031438288,0.47904339927307416,,,,,,,,,,
e_con_sm,May-Thurner syndrome,No,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,5789.0,4447.0,99.70719944884601,99.95504607777028,-0.06038963020725133,0.004076437053417795,,,,,,,,,,
e_con_sm,May-Thurner syndrome,Yes,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,17.0,2.0,0.2928005511539786,0.04495392222971454,0.0603896302072519,0.004076437053417795,,,,,,,,,,
sin_tvp_,Index VTE presentation,Asintomático,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,15.0,119.0,0.2583534274888047,2.6747583726680153,-0.20203811039311256,0.0,,,,,,,,,,
sin_tvp_,Index VTE presentation,DVT,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,3866.0,1555.0,66.58629004478126,34.951674533603054,0.6670316679130146,0.0,,,,,,,,,,
sin_tvp_,Index VTE presentation,PE,Complete cases,Excluded for missing predictors,5806,4449,5806,4449,0,0,480.0,2370.0,8.26730967964175,53.270397842211736,-1.1167866844422654,0.0,,,,,,,,,,
