candidate,auc,C,selected,outer_fold,inner_splits,analysis,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
0,0.509066706851517,0.01,False,1,5,primary_complete_case,lasso,,,,,,,
1,0.5662422141852523,0.1,True,1,5,primary_complete_case,lasso,,,,,,,
2,0.5658646963532249,1.0,False,1,5,primary_complete_case,lasso,,,,,,,
3,0.5566959576552141,10.0,False,1,5,primary_complete_case,lasso,,,,,,,
0,0.513221123666039,0.01,False,2,5,primary_complete_case,lasso,,,,,,,
1,0.5528476145637162,0.1,True,2,5,primary_complete_case,lasso,,,,,,,
2,0.5363669177652228,1.0,False,2,5,primary_complete_case,lasso,,,,,,,
3,0.5447175141242938,10.0,False,2,5,primary_complete_case,lasso,,,,,,,
0,0.5139963904582548,0.01,False,3,5,primary_complete_case,lasso,,,,,,,
1,0.5651663527934714,0.1,True,3,5,primary_complete_case,lasso,,,,,,,
2,0.5580861581920904,1.0,False,3,5,primary_complete_case,lasso,,,,,,,
3,0.5572559635907093,10.0,False,3,5,primary_complete_case,lasso,,,,,,,
0,0.5154621782799749,0.01,False,4,5,primary_complete_case,lasso,,,,,,,
1,0.559125863151287,0.1,True,4,5,primary_complete_case,lasso,,,,,,,
2,0.5581559949780289,1.0,False,4,5,primary_complete_case,lasso,,,,,,,
3,0.550904739485248,10.0,False,4,5,primary_complete_case,lasso,,,,,,,
0,0.5145676396735719,0.01,False,5,5,primary_complete_case,lasso,,,,,,,
1,0.5866690207156309,0.1,False,5,5,primary_complete_case,lasso,,,,,,,
2,0.5931089139987444,1.0,False,5,5,primary_complete_case,lasso,,,,,,,
3,0.5993149717514125,10.0,True,5,5,primary_complete_case,lasso,,,,,,,
0,0.5640077167470363,,False,1,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5795157725537472,,True,1,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.5608486538075146,,False,1,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5589955985031143,,False,1,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5657093534212179,,False,2,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.5832768361581921,,True,2,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
2,0.577856246076585,,False,2,5,primary_complete_case,xgb,120.0,2.0,0.08,1.0,0.9,0.5,5.0
3,0.5619499372253609,,False,2,5,primary_complete_case,xgb,120.0,3.0,0.03,0.9,1.0,0.1,10.0
0,0.5811503452605147,,False,3,5,primary_complete_case,xgb,80.0,2.0,0.03,0.8,0.8,0.0,1.0
1,0.6026930320150659,,True,3,5,primary_complete_case,xgb,80.0,3.0,0.08,0.8,0.8,0.1,5.0
