variable,label,category,first_group,second_group,first_n,second_n,first_observed_n,second_observed_n,first_missing_n,second_missing_n,first_count,second_count,first_percent,second_percent,standardized_difference,p_value,first_mean,first_sd,first_median,first_q1,first_q3,second_mean,second_sd,second_median,second_q1,second_q3
sexo,Sex,Female,Complete cases,Excluded for missing predictors,5966,4652,5966,4652,0,0,2626.0,2301.0,44.01609118337244,49.46259673258813,-0.10932544654874424,2.537940304428597e-08,,,,,,,,,,
sexo,Sex,Male,Complete cases,Excluded for missing predictors,5966,4652,5966,4652,0,0,3340.0,2351.0,55.98390881662756,50.53740326741186,0.10932544654874435,2.537940304428597e-08,,,,,,,,,,
raza,Recorded ethnicity,América Latina,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,27.0,40.0,1.8607856650585803,2.728512960436562,-0.05797600915680284,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Arábica,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,18.0,28.0,1.2405237767057202,1.9099590723055935,-0.05378235754661065,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Asiática,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,5.0,3.0,0.34458993797381116,0.20463847203274216,0.026745573788006644,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Caucásica,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,1380.0,1370.0,95.10682288077189,93.45156889495226,0.0713188146542967,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Negra,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,5.0,7.0,0.34458993797381116,0.47748976807639837,-0.02077305091773018,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Otras,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,0.0,3.0,0.0,0.20463847203274216,-0.06404031539506062,0.20233994220780072,,,,,,,,,,
raza,Recorded ethnicity,Romaní,Complete cases,Excluded for missing predictors,5966,4652,1451,1466,4515,3186,16.0,15.0,1.1026878015161956,1.023192360163711,0.007751961285276864,0.20233994220780072,,,,,,,,,,
ant_inf,Prior myocardial ischemia,No,Complete cases,Excluded for missing predictors,5966,4652,2840,2821,3126,1831,2741.0,2705.0,96.51408450704226,95.88798298475719,0.032755211584000674,0.23720237650848308,,,,,,,,,,
ant_inf,Prior myocardial ischemia,Yes,Complete cases,Excluded for missing predictors,5966,4652,2840,2821,3126,1831,99.0,116.0,3.4859154929577465,4.112017015242822,-0.032755211584000854,0.23720237650848308,,,,,,,,,,
ant_isq,Prior cerebral ischemia,No,Complete cases,Excluded for missing predictors,5966,4652,2832,2813,3134,1839,2734.0,2709.0,96.53954802259888,96.30287948809101,0.012740754775707252,0.6674307542747083,,,,,,,,,,
ant_isq,Prior cerebral ischemia,Yes,Complete cases,Excluded for missing predictors,5966,4652,2832,2813,3134,1839,98.0,104.0,3.4604519774011298,3.697120511908994,-0.012740754775707096,0.6674307542747083,,,,,,,,,,
ant_clau,Peripheral arterial disease,No,Complete cases,Excluded for missing predictors,5966,4652,2824,2814,3142,1838,2762.0,2753.0,97.80453257790369,97.83226723525232,-0.0018985636054160864,1.0,,,,,,,,,,
ant_clau,Peripheral arterial disease,Yes,Complete cases,Excluded for missing predictors,5966,4652,2824,2814,3142,1838,62.0,61.0,2.1954674220963173,2.16773276474769,0.001898563605415706,1.0,,,,,,,,,,
fum_act,Current smoking,No,Complete cases,Excluded for missing predictors,5966,4652,2787,2790,3179,1862,2121.0,2216.0,76.10333692142089,79.42652329749103,-0.07998168612364262,0.0030420690848780643,,,,,,,,,,
fum_act,Current smoking,Yes,Complete cases,Excluded for missing predictors,5966,4652,2787,2790,3179,1862,666.0,574.0,23.896663078579117,20.573476702508962,0.07998168612364269,0.0030420690848780643,,,,,,,,,,
diabetes,Diabetes,No,Complete cases,Excluded for missing predictors,5966,4652,2855,2831,3111,1821,2594.0,2556.0,90.85814360770577,90.28611797951254,0.019576372641122615,0.46800585157533164,,,,,,,,,,
diabetes,Diabetes,Yes,Complete cases,Excluded for missing predictors,5966,4652,2855,2831,3111,1821,261.0,275.0,9.14185639229422,9.71388202048746,-0.01957637264112262,0.46800585157533164,,,,,,,,,,
hip_art,Hypertension,No,Complete cases,Excluded for missing predictors,5966,4652,2914,2881,3052,1771,1949.0,1919.0,66.88400823610158,66.60881638320028,0.005841228659481909,0.8452508962617729,,,,,,,,,,
hip_art,Hypertension,Yes,Complete cases,Excluded for missing predictors,5966,4652,2914,2881,3052,1771,965.0,962.0,33.11599176389842,33.39118361679972,-0.005841228659481909,0.8452508962617729,,,,,,,,,,
insf_car,Heart failure,No,Complete cases,Excluded for missing predictors,5966,4652,5966,4626,0,26,5809.0,4474.0,97.36842105263158,96.71422395157803,0.0386155640601092,0.047988605828224035,,,,,,,,,,
insf_car,Heart failure,Yes,Complete cases,Excluded for missing predictors,5966,4652,5966,4626,0,26,157.0,152.0,2.631578947368421,3.285776048421963,-0.03861556406010907,0.047988605828224035,,,,,,,,,,
fibr_aur,Atrial fibrillation,No,Complete cases,Excluded for missing predictors,5966,4652,1505,1760,4461,2892,1474.0,1715.0,97.94019933554817,97.44318181818183,0.033102084834593176,0.35489686009112026,,,,,,,,,,
