bin,n,predicted,observed,absolute_error,outcome,analysis,validation,model
0,557,0.07835641610349986,0.1059245960502693,0.02756817994676944,var156,primary_complete_case,nested_cv,Logistic LASSO
1,2532,0.15308607979885744,0.14889415481832544,0.0041919249805320025,var156,primary_complete_case,nested_cv,Logistic LASSO
2,2144,0.24346113648371642,0.24860074626865672,0.005139609784940297,var156,primary_complete_case,nested_cv,Logistic LASSO
3,603,0.334405587492822,0.3101160862354892,0.024289501257332813,var156,primary_complete_case,nested_cv,Logistic LASSO
4,25,0.42124549839586534,0.44,0.018754501604134666,var156,primary_complete_case,nested_cv,Logistic LASSO
6,1,0.6554048544475863,0.0,0.6554048544475863,var156,primary_complete_case,nested_cv,Logistic LASSO
7,2,0.7704190672383636,0.0,0.7704190672383636,var156,primary_complete_case,nested_cv,Logistic LASSO
0,605,0.07709654142954474,0.11239669421487604,0.0353001527853313,var156,primary_complete_case,nested_cv,Automatic integer score
1,2507,0.15254955427910863,0.1491822895891504,0.003367264689958238,var156,primary_complete_case,nested_cv,Automatic integer score
2,2108,0.24462429670546784,0.24620493358633777,0.001580636880869929,var156,primary_complete_case,nested_cv,Automatic integer score
3,610,0.3379335579349582,0.3163934426229508,0.02154011531200739,var156,primary_complete_case,nested_cv,Automatic integer score
4,31,0.42248110587319043,0.41935483870967744,0.003126267163512997,var156,primary_complete_case,nested_cv,Automatic integer score
6,1,0.6644768046450187,0.0,0.6644768046450187,var156,primary_complete_case,nested_cv,Automatic integer score
7,2,0.7790942457539364,0.0,0.7790942457539364,var156,primary_complete_case,nested_cv,Automatic integer score
0,5,0.07130647834824158,0.4,0.32869352165175847,var156,primary_complete_case,temporal_holdout,Logistic LASSO
1,32,0.16551111245408318,0.25,0.08448888754591682,var156,primary_complete_case,temporal_holdout,Logistic LASSO
2,53,0.2451233692597115,0.3018867924528302,0.05676342319311867,var156,primary_complete_case,temporal_holdout,Logistic LASSO
3,11,0.33948150958434564,0.18181818181818182,0.15766332776616382,var156,primary_complete_case,temporal_holdout,Logistic LASSO
4,1,0.41427924734396765,1.0,0.5857207526560324,var156,primary_complete_case,temporal_holdout,Logistic LASSO
0,5,0.06726536245317132,0.4,0.3327346375468287,var156,primary_complete_case,temporal_holdout,Automatic integer score
1,32,0.16383743893068245,0.25,0.08616256106931755,var156,primary_complete_case,temporal_holdout,Automatic integer score
2,53,0.24691222555582307,0.3018867924528302,0.05497456689700711,var156,primary_complete_case,temporal_holdout,Automatic integer score
3,11,0.3473341223214389,0.18181818181818182,0.16551594050325708,var156,primary_complete_case,temporal_holdout,Automatic integer score
4,1,0.4272006359249789,1.0,0.5727993640750211,var156,primary_complete_case,temporal_holdout,Automatic integer score
0,258,0.08693654638852259,0.10077519379844961,0.013838647409927018,var156,primary_complete_case,nested_cv,XGBoost
1,2838,0.15230773490938274,0.14482029598308668,0.007487438926296053,var156,primary_complete_case,nested_cv,XGBoost
2,2226,0.24275612822413337,0.24797843665768193,0.005222308433548567,var156,primary_complete_case,nested_cv,XGBoost
3,529,0.3273839866619254,0.3270321361058601,0.0003518505560652918,var156,primary_complete_case,nested_cv,XGBoost
4,13,0.4308524269324083,0.38461538461538464,0.046237042317023636,var156,primary_complete_case,nested_cv,XGBoost
0,4,0.08076801896095276,0.5,0.41923198103904724,var156,primary_complete_case,temporal_holdout,XGBoost
1,34,0.16400194781668045,0.2647058823529412,0.10070393453626073,var156,primary_complete_case,temporal_holdout,XGBoost
2,51,0.24354291400488684,0.29411764705882354,0.0505747330539367,var156,primary_complete_case,temporal_holdout,XGBoost
3,13,0.3400039237279158,0.23076923076923078,0.10923469295868504,var156,primary_complete_case,temporal_holdout,XGBoost
0,2874,0.07158376853627904,0.061586638830897704,0.009997129705381337,var156,sensitivity_native_missing,nested_cv,XGBoost
1,3475,0.1417934717913326,0.1479136690647482,0.006120197273415617,var156,sensitivity_native_missing,nested_cv,XGBoost
2,1823,0.24956450306872255,0.23861766319253977,0.010946839876182779,var156,sensitivity_native_missing,nested_cv,XGBoost
3,1650,0.34732282999790076,0.36,0.012677170002099225,var156,sensitivity_native_missing,nested_cv,XGBoost
4,528,0.43208546309985896,0.45265151515151514,0.02056605205165618,var156,sensitivity_native_missing,nested_cv,XGBoost
5,29,0.5255882246740933,0.4827586206896552,0.04282960398443808,var156,sensitivity_native_missing,nested_cv,XGBoost
0,1,0.08860846608877182,1.0,0.9113915339112282,var156,sensitivity_native_missing,temporal_holdout,XGBoost
1,47,0.16262930251182395,0.19148936170212766,0.02886005919030371,var156,sensitivity_native_missing,temporal_holdout,XGBoost
2,91,0.24913903186609457,0.2967032967032967,0.047564264837202136,var156,sensitivity_native_missing,temporal_holdout,XGBoost
3,80,0.35248705334961417,0.3125,0.039987053349614166,var156,sensitivity_native_missing,temporal_holdout,XGBoost
4,19,0.4384333271729319,0.47368421052631576,0.03525088335338389,var156,sensitivity_native_missing,temporal_holdout,XGBoost
5,1,0.5641475915908813,1.0,0.43585240840911865,var156,sensitivity_native_missing,temporal_holdout,XGBoost
