outcome,kind,candidate,selected,log_loss,auc,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
andujak2,lasso,0,False,0.14573473798649103,0.4918675824017932,0.01,,,,,,,
andujak2,lasso,1,True,0.0862280187372565,0.8288935505809554,0.1,,,,,,,
andujak2,lasso,2,False,0.09581168191631027,0.7704627527610947,1.0,,,,,,,
andujak2,lasso,3,False,0.1225744250726486,0.7484793624337864,10.0,,,,,,,
andujak2,xgb,0,False,0.09060220703832007,0.8158663563129209,,80.0,2.0,0.03,0.8,0.8,0.0,1.0
andujak2,xgb,1,False,0.08454999357544088,0.8009138193626254,,80.0,3.0,0.08,0.8,0.8,0.1,5.0
andujak2,xgb,2,True,0.08287024917708151,0.8127436612163184,,120.0,2.0,0.08,1.0,0.9,0.5,5.0
andujak2,xgb,3,False,0.0898719705259245,0.7949366361102331,,120.0,3.0,0.03,0.9,1.0,0.1,10.0
